DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-01-31 00:00:00;6;1;3;2;6;15;10;0;0;0;0;0;0;0
2020-01-31 00:15:00;7;1;2;2;0;16;17;0;0;0;0;0;0;0
2020-01-31 00:30:00;12;2;1;3;2;10;14;0;0;0;0;0;0;0
2020-01-31 00:45:00;8;2;1;0;4;7;13;0;0;0;0;0;0;0
2020-01-31 01:00:00;6;1;0;1;2;8;16;0;0;0;0;0;0;0
2020-01-31 01:15:00;4;0;0;0;2;11;7;0;0;0;0;0;0;0
2020-01-31 01:30:00;5;0;1;1;2;4;7;0;0;0;0;0;0;0
2020-01-31 01:45:00;4;1;0;1;5;10;7;0;0;0;0;0;0;0
2020-01-31 02:00:00;5;0;0;0;6;15;6;0;0;0;0;0;0;0
2020-01-31 02:15:00;3;1;0;2;4;9;4;0;0;0;0;0;0;0
2020-01-31 02:30:00;1;0;0;0;4;6;5;0;0;0;0;0;0;0
2020-01-31 02:45:00;5;1;0;1;3;13;5;0;0;0;0;0;0;0
2020-01-31 03:00:00;2;1;1;0;0;6;5;0;0;0;0;0;0;0
2020-01-31 03:15:00;2;1;0;0;1;6;10;0;0;0;0;0;0;0
2020-01-31 03:30:00;3;0;1;1;3;10;7;0;0;0;0;0;0;0
2020-01-31 03:45:00;6;0;2;0;2;11;10;0;0;0;0;0;0;0
2020-01-31 04:00:00;4;4;0;1;3;14;8;0;0;0;0;0;0;0
2020-01-31 04:15:00;10;1;0;0;3;15;11;0;0;0;0;0;0;0
2020-01-31 04:30:00;9;1;1;2;7;25;14;0;0;0;0;0;0;0
2020-01-31 04:45:00;23;1;1;1;8;22;23;0;0;0;0;0;0;0
2020-01-31 05:00:00;58;2;4;1;13;31;72;0;0;0;0;0;0;0
2020-01-31 05:15:00;104;2;5;2;10;53;119;0;0;0;0;0;0;0
2020-01-31 05:30:00;95;10;22;6;26;60;132;1;0;0;0;0;0;5
2020-01-31 05:45:00;102;2;18;8;53;94;140;0;0;0;0;0;0;0
2020-01-31 06:00:00;93;7;28;9;48;107;116;2;0;0;0;0;0;0
2020-01-31 06:15:00;119;10;29;10;54;128;153;0;0;0;0;0;0;0
2020-01-31 06:30:00;171;24;37;12;67;122;195;0;0;0;0;0;0;0
2020-01-31 06:45:00;167;25;42;20;64;107;180;0;0;0;0;0;0;0
2020-01-31 07:00:00;183;32;35;15;66;117;194;1;0;2;0;0;0;0
2020-01-31 07:15:00;163;43;44;22;74;132;176;1;0;0;0;0;0;0
2020-01-31 07:30:00;133;60;59;40;74;126;149;9;5;2;0;0;0;0
2020-01-31 07:45:00;129;56;39;22;102;121;151;6;0;1;0;0;0;0
2020-01-31 08:00:00;138;34;37;16;60;122;159;4;0;2;0;0;0;0
2020-01-31 08:15:00;133;27;28;19;41;136;153;5;0;1;0;0;0;0
2020-01-31 08:30:00;121;22;37;27;56;119;147;14;0;1;0;0;0;0
2020-01-31 08:45:00;96;28;25;21;56;98;156;2;0;5;0;0;0;0
2020-01-31 09:00:00;101;32;21;18;50;94;158;5;0;0;1;1;1;0
2020-01-31 09:15:00;96;13;19;14;43;98;139;5;0;0;0;0;0;0
2020-01-31 09:30:00;97;21;28;16;52;110;136;0;0;1;0;0;0;0
2020-01-31 09:45:00;99;29;33;18;66;126;125;0;0;4;0;0;0;0
2020-01-31 10:00:00;88;25;24;12;43;97;132;5;0;4;0;0;0;0
2020-01-31 10:15:00;86;17;19;12;74;145;134;2;0;0;0;0;0;0
2020-01-31 10:30:00;104;13;32;22;62;132;139;0;0;0;0;0;0;0
2020-01-31 10:45:00;113;29;29;14;82;133;142;8;0;3;0;0;0;0
2020-01-31 11:00:00;83;20;31;11;69;135;118;3;0;1;0;0;0;0
2020-01-31 11:15:00;102;25;35;23;81;140;137;0;0;3;0;0;0;0
2020-01-31 11:30:00;122;29;25;20;79;137;151;0;0;1;0;0;0;0
2020-01-31 11:45:00;108;23;44;19;94;127;136;1;0;3;4;4;4;0
2020-01-31 12:00:00;118;34;51;19;77;135;130;0;0;7;0;0;0;0
2020-01-31 12:15:00;125;32;45;16;136;138;143;2;0;11;0;0;0;0
2020-01-31 12:30:00;120;27;42;20;109;101;149;0;0;0;0;0;0;0
2020-01-31 12:45:00;132;42;45;24;104;110;167;16;0;0;0;0;0;0
2020-01-31 13:00:00;149;26;59;14;98;137;169;0;0;17;0;0;0;0
2020-01-31 13:15:00;183;49;45;16;114;127;174;1;0;31;2;2;2;0
2020-01-31 13:30:00;157;36;52;12;89;112;167;1;0;3;0;0;0;0
2020-01-31 13:45:00;131;43;56;32;109;105;149;0;0;7;0;0;0;2
2020-01-31 14:00:00;117;36;63;27;103;119;152;0;0;2;0;0;0;0
2020-01-31 14:15:00;144;31;58;18;112;103;161;2;0;10;2;2;2;0
2020-01-31 14:30:00;128;44;62;20;127;123;166;0;0;79;12;12;12;6
2020-01-31 14:45:00;124;40;53;21;121;104;167;0;0;0;0;0;0;0
2020-01-31 15:00:00;97;23;64;23;115;97;142;4;0;5;0;0;0;0
2020-01-31 15:15:00;112;38;54;20;113;104;145;3;0;2;1;1;1;0
2020-01-31 15:30:00;104;25;50;20;119;112;152;2;0;2;0;0;0;0
2020-01-31 15:45:00;110;28;61;19;97;115;153;8;0;4;0;0;0;2
2020-01-31 16:00:00;128;34;54;25;99;124;146;0;0;45;0;0;0;0
2020-01-31 16:15:00;118;39;53;26;103;126;158;2;0;4;0;0;0;0
2020-01-31 16:30:00;104;35;54;21;84;134;145;3;0;2;0;0;0;0
2020-01-31 16:45:00;108;38;60;27;105;131;141;2;0;10;7;7;7;0
2020-01-31 17:00:00;120;21;61;29;91;124;155;3;0;4;0;0;0;0
2020-01-31 17:15:00;120;28;46;25;92;125;151;4;0;0;0;0;0;0
2020-01-31 17:30:00;128;22;56;30;85;127;173;0;0;2;0;0;0;0
2020-01-31 17:45:00;109;23;49;17;122;147;150;6;0;0;0;0;0;0
2020-01-31 18:00:00;107;23;44;14;122;118;144;0;0;7;0;0;0;2
2020-01-31 18:15:00;131;30;51;22;129;117;151;9;0;1;0;0;0;0
2020-01-31 18:30:00;92;18;32;16;92;136;124;2;0;1;0;0;0;0
2020-01-31 18:45:00;91;21;29;17;79;130;141;0;0;5;0;0;0;0
2020-01-31 19:00:00;86;20;23;9;79;121;117;1;0;3;14;14;14;0
2020-01-31 19:15:00;82;14;23;17;62;118;131;8;0;1;0;0;0;0
2020-01-31 19:30:00;64;17;22;4;62;119;107;0;0;0;0;0;0;0
2020-01-31 19:45:00;55;7;15;6;54;99;78;1;0;0;0;0;0;3
2020-01-31 20:00:00;67;8;23;10;83;116;105;0;0;0;0;0;0;0
2020-01-31 20:15:00;56;16;22;10;66;89;73;0;0;0;0;0;0;0
2020-01-31 20:30:00;56;10;17;5;51;93;100;0;0;0;0;0;0;0
2020-01-31 20:45:00;67;10;11;5;42;73;93;3;0;0;0;0;0;0
2020-01-31 21:00:00;92;6;10;7;38;76;113;1;0;0;0;0;0;0
2020-01-31 21:15:00;80;10;9;10;29;56;104;3;0;0;0;0;0;0
2020-01-31 21:30:00;64;13;14;3;29;61;88;0;0;0;0;0;0;0
2020-01-31 21:45:00;40;2;16;3;67;85;50;0;0;5;0;0;0;0
2020-01-31 22:00:00;67;16;22;5;106;129;106;0;0;0;0;0;0;0
2020-01-31 22:15:00;82;18;6;6;79;118;150;0;0;2;0;0;0;1
2020-01-31 22:30:00;38;7;6;6;45;74;80;0;0;0;0;0;0;0
2020-01-31 22:45:00;40;8;7;4;32;48;55;0;0;0;0;0;0;0
2020-01-31 23:00:00;29;6;12;4;22;54;45;0;0;0;0;0;0;0
2020-01-31 23:15:00;26;6;9;3;27;52;49;4;0;4;0;0;0;0
2020-01-31 23:30:00;38;7;8;5;18;43;60;0;0;0;0;0;0;0
2020-01-31 23:45:00;23;2;3;2;16;28;29;0;0;1;0;0;0;0
