DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-03-02 00:00:00;0;2;0;0;0;0;0;1;3;0;0;0;0;0
2020-03-02 00:15:00;1;4;0;0;0;0;0;1;2;0;0;0;0;0
2020-03-02 00:30:00;0;1;0;0;0;0;0;1;6;0;0;0;0;0
2020-03-02 00:45:00;2;3;0;0;0;0;0;0;2;0;0;0;0;0
2020-03-02 01:00:00;0;2;0;1;0;1;0;0;1;0;0;0;0;0
2020-03-02 01:15:00;0;2;2;1;0;0;0;1;2;0;0;0;0;0
2020-03-02 01:30:00;0;0;0;0;0;0;0;2;2;0;0;0;0;0
2020-03-02 01:45:00;0;1;0;0;0;1;1;1;1;0;0;0;0;0
2020-03-02 02:00:00;0;1;1;0;1;0;0;2;2;0;0;0;0;0
2020-03-02 02:15:00;0;0;0;0;0;1;0;2;2;0;0;0;0;0
2020-03-02 02:30:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-02 02:45:00;0;2;0;0;1;0;0;1;0;0;0;0;0;0
2020-03-02 03:00:00;0;0;0;1;0;0;0;1;4;0;0;0;0;0
2020-03-02 03:15:00;0;2;1;2;0;0;0;1;4;0;0;0;0;0
2020-03-02 03:30:00;0;1;0;0;0;0;0;0;1;0;0;0;0;0
2020-03-02 03:45:00;0;3;0;0;0;0;0;2;3;0;0;0;0;0
2020-03-02 04:00:00;0;2;1;0;0;0;0;5;8;0;0;0;0;0
2020-03-02 04:15:00;2;4;0;1;1;0;0;4;9;0;0;0;0;0
2020-03-02 04:30:00;2;4;0;0;2;0;0;6;13;0;0;0;0;0
2020-03-02 04:45:00;0;5;3;3;4;1;0;17;40;0;0;0;0;0
2020-03-02 05:00:00;7;5;11;12;10;0;0;44;77;0;0;0;1;0
2020-03-02 05:15:00;9;13;15;19;18;0;0;84;156;0;0;0;19;8
2020-03-02 05:30:00;20;27;25;20;17;1;0;83;135;1;0;0;2;1
2020-03-02 05:45:00;14;24;21;29;8;0;3;72;96;0;0;0;1;0
2020-03-02 06:00:00;20;21;27;24;6;4;4;52;72;1;0;0;0;0
2020-03-02 06:15:00;18;23;35;35;15;1;0;77;88;0;0;0;2;3
2020-03-02 06:30:00;25;28;64;68;22;3;5;100;111;0;0;0;1;0
2020-03-02 06:45:00;25;30;76;71;22;6;4;100;130;4;0;0;4;2
2020-03-02 07:00:00;43;34;44;44;8;4;0;89;118;3;0;0;1;0
2020-03-02 07:15:00;43;56;49;53;11;3;3;338;114;0;0;0;3;13
2020-03-02 07:30:00;42;42;50;53;18;6;3;88;140;0;0;1;6;2
2020-03-02 07:45:00;43;43;54;49;18;3;1;101;141;2;0;0;8;4
2020-03-02 08:00:00;34;37;62;61;31;7;1;105;119;0;0;0;4;0
2020-03-02 08:15:00;41;51;40;41;15;5;0;127;117;1;0;1;7;1
2020-03-02 08:30:00;37;24;23;28;5;3;5;90;82;8;0;0;8;1
2020-03-02 08:45:00;45;43;23;29;20;4;2;59;65;0;0;1;8;0
2020-03-02 09:00:00;43;46;11;19;11;8;3;55;54;1;0;0;7;4
2020-03-02 09:15:00;40;48;12;11;12;4;0;39;28;0;0;1;2;5
2020-03-02 09:30:00;36;43;11;15;9;5;4;39;47;1;0;0;2;1
2020-03-02 09:45:00;45;41;15;17;23;3;1;50;54;0;4;0;3;3
2020-03-02 10:00:00;32;43;14;15;20;1;2;45;30;0;0;0;3;0
2020-03-02 10:15:00;34;37;15;13;17;5;2;32;43;0;0;0;5;2
2020-03-02 10:30:00;28;30;5;10;14;9;1;38;41;0;0;0;4;5
2020-03-02 10:45:00;44;43;14;20;18;9;0;40;28;0;0;0;4;0
2020-03-02 11:00:00;35;37;13;17;11;8;2;34;36;3;0;6;5;5
2020-03-02 11:15:00;28;37;11;16;13;12;1;31;31;0;0;0;6;2
2020-03-02 11:30:00;33;50;14;18;18;8;4;44;40;1;3;0;4;2
2020-03-02 11:45:00;39;40;22;27;20;3;0;32;32;2;0;0;10;2
2020-03-02 12:00:00;34;37;19;22;20;8;3;38;35;0;0;0;6;2
2020-03-02 12:15:00;32;41;17;25;14;9;2;42;38;0;0;0;10;3
2020-03-02 12:30:00;34;38;23;24;10;7;1;42;41;0;0;0;7;6
2020-03-02 12:45:00;29;37;19;21;26;9;3;36;28;0;0;0;5;1
2020-03-02 13:00:00;34;35;29;32;30;9;4;61;63;0;1;0;4;0
2020-03-02 13:15:00;30;43;25;27;27;10;3;66;92;0;0;0;6;1
2020-03-02 13:30:00;48;57;26;31;37;12;3;97;97;1;0;0;8;4
2020-03-02 13:45:00;50;52;16;23;28;11;5;74;82;4;0;0;6;2
2020-03-02 14:00:00;79;91;28;30;35;17;13;78;55;4;0;0;10;6
2020-03-02 14:15:00;126;170;31;34;39;25;13;22;31;0;0;0;3;3
2020-03-02 14:30:00;96;129;30;33;26;30;12;41;40;0;0;0;10;20
2020-03-02 14:45:00;38;82;23;26;33;20;12;31;49;0;0;0;5;9
2020-03-02 15:00:00;62;92;35;33;34;29;10;25;25;0;0;0;3;1
2020-03-02 15:15:00;71;104;27;34;86;45;27;293;58;1;0;2;9;2
2020-03-02 15:30:00;55;81;15;12;34;23;9;42;34;5;2;0;12;34
2020-03-02 15:45:00;61;91;17;19;47;30;20;38;54;0;0;0;8;10
2020-03-02 16:00:00;64;70;16;17;57;20;15;39;38;0;0;0;6;4
2020-03-02 16:15:00;75;86;10;16;35;30;17;28;40;1;0;0;3;9
2020-03-02 16:30:00;61;73;14;15;42;34;12;31;44;0;0;0;6;2
2020-03-02 16:45:00;72;83;9;14;40;28;15;36;43;0;0;0;5;2
2020-03-02 17:00:00;58;87;20;16;34;30;22;36;44;1;0;0;7;5
2020-03-02 17:15:00;42;63;9;12;24;27;16;34;33;0;0;2;3;1
2020-03-02 17:30:00;67;91;12;15;26;29;16;45;36;4;0;0;2;1
2020-03-02 17:45:00;44;75;8;14;24;23;14;30;36;0;0;0;9;3
2020-03-02 18:00:00;45;53;6;6;21;19;8;22;29;3;1;0;1;9
2020-03-02 18:15:00;38;69;8;8;18;17;9;25;41;2;0;0;9;5
2020-03-02 18:30:00;45;69;4;10;15;20;12;24;45;0;0;1;4;2
2020-03-02 18:45:00;40;49;7;5;11;15;7;32;31;0;0;0;6;8
2020-03-02 19:00:00;36;36;6;6;12;10;6;22;32;0;0;0;3;1
2020-03-02 19:15:00;37;38;5;6;9;8;4;20;15;0;0;0;4;0
2020-03-02 19:30:00;11;29;5;4;3;7;0;21;25;0;0;0;3;0
2020-03-02 19:45:00;19;35;1;4;5;5;0;32;22;0;0;0;2;0
2020-03-02 20:00:00;17;16;2;2;5;1;1;11;17;0;0;0;0;0
