DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2019-08-07 00:00:00;16;9;19;5;4;6;3
2019-08-07 00:15:00;12;8;25;14;3;4;3
2019-08-07 00:30:00;18;5;24;27;0;3;1
2019-08-07 00:45:00;19;12;12;2;3;0;5
2019-08-07 01:00:00;8;3;7;3;0;1;2
2019-08-07 01:15:00;7;4;7;2;5;4;4
2019-08-07 01:30:00;14;4;10;3;4;2;3
2019-08-07 01:45:00;7;5;10;5;2;3;3
2019-08-07 02:00:00;5;2;8;2;4;2;3
2019-08-07 02:15:00;5;3;13;2;1;4;4
2019-08-07 02:30:00;4;2;7;3;3;3;4
2019-08-07 02:45:00;13;3;8;2;2;10;4
2019-08-07 03:00:00;9;5;9;0;3;6;1
2019-08-07 03:15:00;9;5;7;2;3;6;4
2019-08-07 03:30:00;9;3;11;2;3;7;3
2019-08-07 03:45:00;7;4;8;4;5;3;2
2019-08-07 04:00:00;8;3;8;5;3;4;3
2019-08-07 04:15:00;7;9;18;5;3;7;2
2019-08-07 04:30:00;12;6;26;6;0;1;0
2019-08-07 04:45:00;21;13;49;14;3;0;3
2019-08-07 05:00:00;27;17;59;23;2;1;1
2019-08-07 05:15:00;37;18;102;28;3;1;3
2019-08-07 05:30:00;52;22;94;53;8;1;1
2019-08-07 05:45:00;60;32;123;72;4;0;3
2019-08-07 06:00:00;77;40;118;50;5;2;3
2019-08-07 06:15:00;90;37;140;81;3;3;1
2019-08-07 06:30:00;94;54;178;106;5;1;1
2019-08-07 06:45:00;124;67;176;135;15;0;0
2019-08-07 07:00:00;113;55;143;89;5;1;0
2019-08-07 07:15:00;118;66;184;116;9;1;0
2019-08-07 07:30:00;158;80;180;98;14;1;0
2019-08-07 07:45:00;171;103;154;94;13;3;4
2019-08-07 08:00:00;155;86;154;104;15;1;0
2019-08-07 08:15:00;114;67;160;99;11;2;0
2019-08-07 08:30:00;120;82;158;110;10;1;0
2019-08-07 08:45:00;139;100;168;80;10;5;3
2019-08-07 09:00:00;127;69;138;72;11;0;4
2019-08-07 09:15:00;113;81;141;83;6;0;0
2019-08-07 09:30:00;133;79;143;74;7;3;1
2019-08-07 09:45:00;135;96;176;78;8;0;3
2019-08-07 10:00:00;128;104;144;91;9;8;2
2019-08-07 10:15:00;132;93;146;72;7;1;0
2019-08-07 10:30:00;139;96;148;82;15;2;4
2019-08-07 10:45:00;145;103;161;88;9;7;3
2019-08-07 11:00:00;149;125;167;78;13;2;3
2019-08-07 11:15:00;160;127;147;76;11;3;3
2019-08-07 11:30:00;137;100;164;82;16;3;2
2019-08-07 11:45:00;161;129;158;85;9;6;3
2019-08-07 12:00:00;125;121;153;81;14;8;2
2019-08-07 12:15:00;161;125;122;82;14;3;3
2019-08-07 12:30:00;141;108;162;89;17;4;3
2019-08-07 12:45:00;147;118;162;101;14;1;6
2019-08-07 13:00:00;160;118;146;89;16;7;8
2019-08-07 13:15:00;152;126;177;114;9;1;4
2019-08-07 13:30:00;162;140;150;91;14;3;1
2019-08-07 13:45:00;166;146;157;98;14;2;4
2019-08-07 14:00:00;152;140;159;77;8;3;1
2019-08-07 14:15:00;188;151;147;74;17;2;3
2019-08-07 14:30:00;168;147;146;90;9;3;3
2019-08-07 14:45:00;173;160;176;77;16;4;2
2019-08-07 15:00:00;163;139;174;89;10;4;1
2019-08-07 15:15:00;202;163;163;89;17;0;3
2019-08-07 15:30:00;211;185;160;82;17;2;4
2019-08-07 15:45:00;208;164;168;105;17;7;5
2019-08-07 16:00:00;200;161;197;112;17;8;5
2019-08-07 16:15:00;192;157;182;107;20;8;7
2019-08-07 16:30:00;215;197;155;94;25;10;6
2019-08-07 16:45:00;210;167;168;102;17;6;7
2019-08-07 17:00:00;222;167;173;91;25;5;5
2019-08-07 17:15:00;210;162;172;116;19;3;4
2019-08-07 17:30:00;220;157;181;95;13;5;4
2019-08-07 17:45:00;205;185;177;94;16;2;4
2019-08-07 18:00:00;196;140;173;95;12;4;4
2019-08-07 18:15:00;177;131;146;90;9;2;1
2019-08-07 18:30:00;174;125;140;80;10;3;0
2019-08-07 18:45:00;163;104;147;75;12;3;2
2019-08-07 19:00:00;148;94;123;63;5;0;0
2019-08-07 19:15:00;147;89;103;68;9;2;4
2019-08-07 19:30:00;98;73;115;66;6;0;2
2019-08-07 19:45:00;110;78;90;44;7;2;1
2019-08-07 20:00:00;96;70;113;57;6;2;0
2019-08-07 20:15:00;97;83;110;59;6;0;2
2019-08-07 20:30:00;83;59;102;39;5;1;0
2019-08-07 20:45:00;79;58;91;41;3;1;2
2019-08-07 21:00:00;66;40;99;41;2;0;0
2019-08-07 21:15:00;73;40;79;43;1;0;1
2019-08-07 21:30:00;55;39;67;27;5;0;0
2019-08-07 21:45:00;73;49;68;27;5;0;1
2019-08-07 22:00:00;65;47;69;39;4;4;4
2019-08-07 22:15:00;56;48;69;31;2;0;1
2019-08-07 22:30:00;51;33;45;16;1;2;0
2019-08-07 22:45:00;42;28;54;23;2;0;1
2019-08-07 23:00:00;36;18;31;18;2;2;4
2019-08-07 23:15:00;27;18;34;16;3;1;1
2019-08-07 23:30:00;26;10;30;4;6;0;0
2019-08-07 23:45:00;24;8;28;7;2;1;1
