DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-08-01 00:00:00;14;36;10;0;0;0;0;0
2020-08-01 00:15:00;14;32;17;0;0;0;0;0
2020-08-01 00:30:00;12;27;13;0;0;0;0;0
2020-08-01 00:45:00;17;22;13;0;0;0;0;0
2020-08-01 01:00:00;8;28;20;0;0;0;0;0
2020-08-01 01:15:00;9;18;7;0;0;0;0;0
2020-08-01 01:30:00;15;21;8;0;0;0;0;0
2020-08-01 01:45:00;13;16;9;0;0;0;0;0
2020-08-01 02:00:00;8;17;6;0;0;0;0;0
2020-08-01 02:15:00;13;17;2;0;0;0;0;0
2020-08-01 02:30:00;8;15;9;0;0;0;0;0
2020-08-01 02:45:00;10;16;4;0;0;0;0;0
2020-08-01 03:00:00;13;9;9;0;0;0;0;0
2020-08-01 03:15:00;11;16;12;0;0;0;0;0
2020-08-01 03:30:00;2;10;6;0;0;0;0;0
2020-08-01 03:45:00;2;7;7;0;0;0;0;0
2020-08-01 04:00:00;2;10;4;0;0;0;0;0
2020-08-01 04:15:00;5;16;3;0;0;0;0;0
2020-08-01 04:30:00;8;11;4;0;0;0;0;0
2020-08-01 04:45:00;13;13;5;0;0;0;0;0
2020-08-01 05:00:00;13;25;13;0;0;0;0;0
2020-08-01 05:15:00;9;27;14;0;0;0;0;0
2020-08-01 05:30:00;27;30;17;0;0;0;0;0
2020-08-01 05:45:00;36;51;18;0;0;0;0;0
2020-08-01 06:00:00;54;54;11;0;0;0;0;0
2020-08-01 06:15:00;34;35;17;0;0;0;0;0
2020-08-01 06:30:00;23;33;22;0;0;0;0;0
2020-08-01 06:45:00;18;51;17;0;0;3;0;0
2020-08-01 07:00:00;25;37;17;0;0;0;0;0
2020-08-01 07:15:00;26;41;18;0;4;0;0;0
2020-08-01 07:30:00;22;43;17;0;0;3;1;0
2020-08-01 07:45:00;21;55;34;0;0;1;0;0
2020-08-01 08:00:00;24;50;23;0;17;0;0;9
2020-08-01 08:15:00;23;65;35;0;0;12;1;0
2020-08-01 08:30:00;34;80;29;0;3;2;3;0
2020-08-01 08:45:00;57;86;49;0;1;0;3;0
2020-08-01 09:00:00;54;90;48;0;7;2;0;1
2020-08-01 09:15:00;30;106;46;0;0;0;8;1
2020-08-01 09:30:00;43;114;57;0;0;0;7;1
2020-08-01 09:45:00;69;124;56;0;3;1;3;0
2020-08-01 10:00:00;56;119;51;0;9;4;14;0
2020-08-01 10:15:00;63;138;64;0;2;1;2;25
2020-08-01 10:30:00;73;155;72;0;4;7;5;0
2020-08-01 10:45:00;62;159;75;0;1;6;0;1
2020-08-01 11:00:00;62;144;64;0;10;4;18;0
2020-08-01 11:15:00;82;156;54;0;1;4;13;2
2020-08-01 11:30:00;64;178;68;0;4;1;0;3
2020-08-01 11:45:00;72;168;90;0;5;3;5;12
2020-08-01 12:00:00;87;162;80;0;10;1;0;2
2020-08-01 12:15:00;56;137;57;0;4;0;8;3
2020-08-01 12:30:00;77;158;60;0;7;2;6;10
2020-08-01 12:45:00;50;147;72;0;2;0;3;10
2020-08-01 13:00:00;74;159;55;0;5;2;8;13
2020-08-01 13:15:00;62;154;73;0;8;7;42;6
2020-08-01 13:30:00;68;161;65;0;8;2;7;1
2020-08-01 13:45:00;57;123;64;0;19;0;0;0
2020-08-01 14:00:00;63;145;70;0;1;6;4;7
2020-08-01 14:15:00;63;151;73;0;5;0;9;4
2020-08-01 14:30:00;55;169;76;0;45;0;0;3
2020-08-01 14:45:00;58;146;53;0;18;0;1;11
2020-08-01 15:00:00;50;151;70;0;2;5;1;6
2020-08-01 15:15:00;51;140;54;0;8;0;4;1
2020-08-01 15:30:00;57;128;52;0;2;5;3;1
2020-08-01 15:45:00;43;122;59;0;2;0;5;4
2020-08-01 16:00:00;51;138;60;0;8;0;3;1
2020-08-01 16:15:00;50;140;58;0;9;0;2;2
2020-08-01 16:30:00;61;120;77;0;19;0;0;0
2020-08-01 16:45:00;71;149;52;0;8;6;0;0
2020-08-01 17:00:00;68;143;59;0;0;0;0;0
2020-08-01 17:15:00;67;150;68;0;0;0;0;0
2020-08-01 17:30:00;49;119;66;0;3;0;9;2
2020-08-01 17:45:00;58;161;82;0;9;0;10;1
2020-08-01 18:00:00;60;135;66;0;1;0;20;0
2020-08-01 18:15:00;65;127;87;0;35;0;5;2
2020-08-01 18:30:00;46;123;66;0;0;0;22;0
2020-08-01 18:45:00;49;129;64;0;2;0;0;0
2020-08-01 19:00:00;54;117;57;0;2;0;0;0
2020-08-01 19:15:00;50;106;55;0;1;0;0;0
2020-08-01 19:30:00;47;116;48;0;4;0;1;4
2020-08-01 19:45:00;33;108;32;0;1;1;5;2
2020-08-01 20:00:00;43;115;50;0;4;0;0;0
2020-08-01 20:15:00;50;104;45;0;0;0;0;0
2020-08-01 20:30:00;34;74;29;0;0;0;0;0
2020-08-01 20:45:00;36;68;37;0;0;0;0;0
2020-08-01 21:00:00;29;81;39;0;0;0;0;0
2020-08-01 21:15:00;30;66;28;0;0;0;0;0
2020-08-01 21:30:00;29;52;34;0;0;0;0;0
2020-08-01 21:45:00;32;75;36;0;0;0;0;0
2020-08-01 22:00:00;28;66;26;0;0;0;2;0
2020-08-01 22:15:00;25;59;34;0;0;0;0;0
2020-08-01 22:30:00;28;46;14;0;0;0;0;0
2020-08-01 22:45:00;19;45;18;0;0;0;0;0
2020-08-01 23:00:00;18;54;12;0;0;0;0;0
2020-08-01 23:15:00;18;45;16;0;0;0;0;0
2020-08-01 23:30:00;12;35;24;0;0;1;3;0
