DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-04-25 00:00:00;7;4;1;1;2;4;4;1
2020-04-25 00:15:00;3;6;5;2;5;4;5;1
2020-04-25 00:30:00;6;5;2;0;2;3;7;1
2020-04-25 00:45:00;7;8;4;0;0;3;14;7
2020-04-25 01:00:00;2;4;1;0;0;2;11;6
2020-04-25 01:15:00;2;4;1;1;1;5;1;0
2020-04-25 01:30:00;3;3;0;1;0;2;0;3
2020-04-25 01:45:00;4;0;0;0;1;2;2;3
2020-04-25 02:00:00;4;0;0;1;0;3;4;0
2020-04-25 02:15:00;2;1;0;0;0;1;0;0
2020-04-25 02:30:00;4;2;0;1;1;3;3;1
2020-04-25 02:45:00;1;2;0;0;0;4;5;2
2020-04-25 03:00:00;0;1;1;0;0;0;2;0
2020-04-25 03:15:00;0;0;0;0;0;1;4;3
2020-04-25 03:30:00;1;4;3;0;0;1;0;1
2020-04-25 03:45:00;4;2;1;0;0;0;2;2
2020-04-25 04:00:00;1;1;1;0;0;1;0;0
2020-04-25 04:15:00;1;1;1;2;2;4;1;1
2020-04-25 04:30:00;2;2;0;0;0;1;4;2
2020-04-25 04:45:00;6;4;1;2;2;6;7;2
2020-04-25 05:00:00;1;3;1;0;0;0;5;2
2020-04-25 05:15:00;14;10;2;2;0;7;8;6
2020-04-25 05:30:00;10;12;9;0;0;5;16;3
2020-04-25 05:45:00;11;10;2;0;2;8;15;5
2020-04-25 06:00:00;8;6;2;2;1;5;18;10
2020-04-25 06:15:00;10;15;7;1;1;10;12;3
2020-04-25 06:30:00;25;18;4;2;1;6;8;4
2020-04-25 06:45:00;23;21;6;3;1;9;20;5
2020-04-25 07:00:00;15;18;4;0;1;5;14;6
2020-04-25 07:15:00;19;17;4;1;3;16;24;12
2020-04-25 07:30:00;34;28;7;1;3;11;21;9
2020-04-25 07:45:00;40;37;8;10;9;25;26;15
2020-04-25 08:00:00;54;24;13;2;4;17;33;19
2020-04-25 08:15:00;47;32;10;4;7;14;38;19
2020-04-25 08:30:00;58;47;16;7;4;23;45;20
2020-04-25 08:45:00;74;55;19;8;78;20;53;27
2020-04-25 09:00:00;53;43;23;5;2;16;44;21
2020-04-25 09:15:00;51;50;14;3;6;28;70;40
2020-04-25 09:30:00;56;56;19;4;3;18;51;22
2020-04-25 09:45:00;79;56;22;6;8;32;68;35
2020-04-25 10:00:00;85;40;13;6;6;28;68;36
2020-04-25 10:15:00;89;70;15;7;6;25;81;51
2020-04-25 10:30:00;89;70;34;7;10;37;82;51
2020-04-25 10:45:00;90;61;19;7;5;35;98;55
2020-04-25 11:00:00;102;73;16;7;6;34;102;49
2020-04-25 11:15:00;90;71;21;10;10;32;79;44
2020-04-25 11:30:00;93;69;22;8;7;27;102;52
2020-04-25 11:45:00;90;68;37;11;7;26;89;54
2020-04-25 12:00:00;90;72;23;5;6;30;86;51
2020-04-25 12:15:00;82;64;22;4;4;30;80;52
2020-04-25 12:30:00;75;53;20;8;1;34;106;52
2020-04-25 12:45:00;79;58;27;6;3;29;85;48
2020-04-25 13:00:00;86;72;20;9;9;42;68;50
2020-04-25 13:15:00;68;62;15;11;6;37;88;48
2020-04-25 13:30:00;73;61;22;5;4;29;82;53
2020-04-25 13:45:00;74;54;29;5;9;40;97;47
2020-04-25 14:00:00;77;69;26;5;8;27;88;51
2020-04-25 14:15:00;65;57;28;10;9;38;85;55
2020-04-25 14:30:00;72;61;19;11;12;46;88;42
2020-04-25 14:45:00;59;55;23;7;5;42;70;38
2020-04-25 15:00:00;61;65;23;5;7;31;86;42
2020-04-25 15:15:00;59;59;18;5;3;28;77;36
2020-04-25 15:30:00;73;48;23;6;7;23;63;32
2020-04-25 15:45:00;67;45;16;8;11;32;78;37
2020-04-25 16:00:00;57;50;17;5;8;29;79;28
2020-04-25 16:15:00;64;50;22;9;3;29;61;43
2020-04-25 16:30:00;56;55;18;6;6;33;71;37
2020-04-25 16:45:00;54;47;26;2;7;27;71;42
2020-04-25 17:00:00;81;64;17;5;8;22;76;47
2020-04-25 17:15:00;59;39;16;9;8;30;73;38
2020-04-25 17:30:00;68;59;16;11;5;27;72;49
2020-04-25 17:45:00;61;52;19;10;6;30;65;37
2020-04-25 18:00:00;51;48;15;9;7;32;77;37
2020-04-25 18:15:00;60;65;17;5;3;24;80;42
2020-04-25 18:30:00;50;49;10;6;4;30;78;43
2020-04-25 18:45:00;59;41;13;7;6;31;79;32
2020-04-25 19:00:00;42;45;15;3;5;30;51;39
2020-04-25 19:15:00;31;40;16;4;2;26;54;23
2020-04-25 19:30:00;21;32;9;4;1;22;49;31
2020-04-25 19:45:00;34;32;12;2;2;16;50;32
2020-04-25 20:00:00;23;24;12;3;4;30;36;15
2020-04-25 20:15:00;29;26;15;1;3;14;43;18
2020-04-25 20:30:00;26;16;4;2;0;14;26;12
2020-04-25 20:45:00;21;10;4;3;0;14;36;11
2020-04-25 21:00:00;14;21;10;2;3;20;21;14
2020-04-25 21:15:00;18;15;8;1;0;13;13;6
2020-04-25 21:30:00;11;11;5;0;60;7;16;7
2020-04-25 21:45:00;12;14;7;2;137;6;20;15
2020-04-25 22:00:00;6;10;4;1;3;6;25;8
2020-04-25 22:15:00;11;7;3;1;1;10;12;5
2020-04-25 22:30:00;9;7;2;1;0;8;9;3
2020-04-25 22:45:00;8;5;3;1;1;7;8;11
2020-04-25 23:00:00;4;14;5;3;1;11;9;3
2020-04-25 23:15:00;7;2;2;0;0;7;10;8
2020-04-25 23:30:00;7;5;1;2;0;6;7;3
2020-04-25 23:45:00;7;12;5;1;0;4;6;4
