DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-05-03 00:00:00;1;4;2;11;5;1;0;0;0;0;0;0;0
2020-05-03 00:15:00;1;8;7;11;10;0;0;0;0;0;0;0;0
2020-05-03 00:30:00;0;2;3;11;3;2;0;0;0;0;0;0;0
2020-05-03 00:45:00;3;7;5;12;7;2;0;0;0;0;0;0;0
2020-05-03 01:00:00;2;6;1;4;5;0;0;0;0;0;0;0;0
2020-05-03 01:15:00;4;6;5;11;10;1;0;0;0;0;0;0;0
2020-05-03 01:30:00;3;2;7;10;4;1;0;0;0;0;0;0;0
2020-05-03 01:45:00;6;6;6;5;4;0;0;0;0;0;0;0;0
2020-05-03 02:00:00;0;1;4;8;3;0;0;0;0;0;0;0;0
2020-05-03 02:15:00;3;6;1;5;4;0;0;0;0;0;0;0;0
2020-05-03 02:30:00;0;3;3;7;3;1;0;0;0;0;0;0;0
2020-05-03 02:45:00;1;2;0;2;3;0;0;0;0;0;0;0;0
2020-05-03 03:00:00;1;0;0;2;2;0;0;0;0;0;0;0;0
2020-05-03 03:15:00;0;1;0;7;1;0;0;0;0;0;0;0;0
2020-05-03 03:30:00;1;1;1;2;1;0;0;0;0;0;0;0;0
2020-05-03 03:45:00;2;1;2;2;2;0;0;0;0;0;0;0;0
2020-05-03 04:00:00;0;2;3;1;3;0;0;0;0;0;0;0;0
2020-05-03 04:15:00;1;2;1;3;2;1;0;0;0;0;0;0;0
2020-05-03 04:30:00;1;4;1;1;0;0;0;0;0;0;0;0;0
2020-05-03 04:45:00;1;1;2;2;1;0;0;0;0;0;0;0;0
2020-05-03 05:00:00;1;2;1;3;4;0;0;1;0;0;0;0;0
2020-05-03 05:15:00;2;5;0;8;3;1;0;0;0;0;0;0;0
2020-05-03 05:30:00;0;2;2;6;5;0;0;0;0;0;0;0;0
2020-05-03 05:45:00;1;4;3;6;8;1;0;0;0;0;0;0;0
2020-05-03 06:00:00;4;5;4;4;4;1;0;0;0;0;0;0;0
2020-05-03 06:15:00;1;3;3;4;5;0;0;0;0;0;0;0;0
2020-05-03 06:30:00;0;4;4;9;1;0;0;0;0;0;0;0;0
2020-05-03 06:45:00;2;5;2;7;5;0;0;0;0;0;0;0;0
2020-05-03 07:00:00;7;2;4;10;1;0;0;0;0;0;0;0;0
2020-05-03 07:15:00;3;6;6;8;5;0;0;0;0;0;0;0;0
2020-05-03 07:30:00;1;0;4;8;6;1;0;0;0;0;0;0;0
2020-05-03 07:45:00;4;10;9;9;9;2;0;0;0;0;0;0;0
