DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-12-17 00:00:00;1;1;4;0;0;0;0;0
2020-12-17 00:15:00;9;8;1;0;0;0;0;0
2020-12-17 00:30:00;7;3;1;0;0;0;0;0
2020-12-17 00:45:00;3;3;3;0;0;0;0;0
2020-12-17 01:00:00;3;4;4;0;0;0;0;0
2020-12-17 01:15:00;2;1;7;0;0;0;0;0
2020-12-17 01:30:00;3;7;5;0;0;0;0;0
2020-12-17 01:45:00;2;3;4;0;0;0;0;0
2020-12-17 02:00:00;2;5;2;0;0;0;0;0
2020-12-17 02:15:00;5;5;4;0;0;0;0;0
2020-12-17 02:30:00;1;8;1;0;0;0;0;0
2020-12-17 02:45:00;6;5;5;0;0;0;0;0
2020-12-17 03:00:00;4;4;6;0;0;0;0;0
2020-12-17 03:15:00;3;2;2;0;0;0;0;0
2020-12-17 03:30:00;9;5;5;0;0;0;0;0
2020-12-17 03:45:00;5;7;4;0;0;0;0;0
2020-12-17 04:00:00;10;8;4;0;0;0;0;0
2020-12-17 04:15:00;7;15;4;0;0;0;0;0
2020-12-17 04:30:00;12;14;21;0;0;0;0;0
2020-12-17 04:45:00;15;32;28;0;0;0;0;0
2020-12-17 05:00:00;19;46;68;0;0;0;0;0
2020-12-17 05:15:00;28;52;125;0;0;0;0;0
2020-12-17 05:30:00;35;65;79;0;0;0;0;0
2020-12-17 05:45:00;106;125;45;0;0;0;0;0
2020-12-17 06:00:00;126;151;65;0;0;0;0;0
2020-12-17 06:15:00;58;103;56;0;0;0;0;0
2020-12-17 06:30:00;61;136;69;0;0;9;4;3
2020-12-17 06:45:00;64;123;65;0;0;2;3;0
2020-12-17 07:00:00;54;104;64;0;0;0;0;0
2020-12-17 07:15:00;51;97;55;0;0;1;1;5
2020-12-17 07:30:00;60;121;57;0;0;7;1;1
2020-12-17 07:45:00;57;128;76;0;2;0;6;0
2020-12-17 08:00:00;48;111;54;0;9;0;0;4
2020-12-17 08:15:00;42;107;50;0;1;2;3;0
2020-12-17 08:30:00;51;118;71;0;3;1;0;0
2020-12-17 08:45:00;56;106;60;0;0;0;4;0
2020-12-17 09:00:00;53;116;46;0;0;2;3;0
2020-12-17 09:15:00;61;116;52;0;2;12;17;0
2020-12-17 09:30:00;64;115;51;0;4;1;4;4
2020-12-17 09:45:00;69;116;61;0;2;5;17;0
2020-12-17 10:00:00;41;115;60;0;4;0;1;1
2020-12-17 10:15:00;68;127;55;0;7;3;9;0
2020-12-17 10:30:00;70;128;67;0;42;0;0;6
2020-12-17 10:45:00;56;125;58;0;6;1;4;2
2020-12-17 11:00:00;74;133;53;0;21;0;2;2
2020-12-17 11:15:00;68;136;69;0;3;2;8;0
2020-12-17 11:30:00;57;119;57;0;0;0;2;0
2020-12-17 11:45:00;66;133;60;0;0;2;0;0
2020-12-17 12:00:00;75;136;57;0;4;0;4;3
2020-12-17 12:15:00;60;132;57;0;10;2;2;3
2020-12-17 12:30:00;60;152;67;0;3;1;3;0
2020-12-17 12:45:00;64;127;64;0;8;0;0;2
2020-12-17 13:00:00;68;129;62;0;10;0;4;2
2020-12-17 13:15:00;92;116;103;0;2;1;5;3
2020-12-17 13:30:00;70;145;89;0;12;0;8;4
2020-12-17 13:45:00;90;143;97;0;6;2;14;22
2020-12-17 14:00:00;125;170;69;0;5;1;16;6
2020-12-17 14:15:00;152;203;90;0;26;0;6;5
2020-12-17 14:30:00;150;176;94;0;5;2;34;8
2020-12-17 14:45:00;102;155;61;0;33;0;1;2
2020-12-17 15:00:00;94;146;57;0;16;4;22;4
2020-12-17 15:15:00;92;151;71;0;0;10;0;8
2020-12-17 15:30:00;99;189;69;0;26;5;6;13
2020-12-17 15:45:00;97;175;66;0;1;4;4;12
2020-12-17 16:00:00;94;184;85;0;28;2;9;4
2020-12-17 16:15:00;112;194;80;0;22;5;5;6
2020-12-17 16:30:00;91;209;83;0;7;3;6;18
2020-12-17 16:45:00;90;178;81;0;20;4;26;10
2020-12-17 17:00:00;89;212;77;0;2;5;6;7
2020-12-17 17:15:00;93;162;70;0;13;3;2;0
2020-12-17 17:30:00;70;166;63;0;11;0;1;6
2020-12-17 17:45:00;60;161;63;0;11;0;0;5
2020-12-17 18:00:00;62;134;70;0;29;0;9;0
2020-12-17 18:15:00;63;110;58;0;8;0;0;0
2020-12-17 18:30:00;48;110;51;0;0;8;22;0
2020-12-17 18:45:00;39;103;43;0;8;0;0;2
2020-12-17 19:00:00;39;110;33;0;0;0;0;0
2020-12-17 19:15:00;46;74;42;0;0;0;0;0
2020-12-17 19:30:00;29;72;37;0;26;0;0;0
2020-12-17 19:45:00;37;67;24;0;0;2;0;0
2020-12-17 20:00:00;35;69;38;0;0;0;0;0
2020-12-17 20:15:00;34;71;30;0;0;0;0;0
2020-12-17 20:30:00;32;71;37;0;0;0;0;0
2020-12-17 20:45:00;25;46;41;0;0;0;0;0
2020-12-17 21:00:00;15;36;49;0;0;0;0;0
2020-12-17 21:15:00;15;33;53;0;0;0;0;0
2020-12-17 21:30:00;14;29;51;0;0;0;0;0
2020-12-17 21:45:00;73;42;29;0;0;0;0;0
2020-12-17 22:00:00;97;68;20;0;0;0;0;0
2020-12-17 22:15:00;34;42;22;0;0;0;0;0
2020-12-17 22:30:00;18;20;15;0;0;0;0;0
2020-12-17 22:45:00;10;13;13;0;0;0;0;0
2020-12-17 23:00:00;12;11;14;0;0;0;0;0
2020-12-17 23:15:00;6;8;7;0;0;0;0;0
2020-12-17 23:30:00;4;3;12;0;0;0;0;0
2020-12-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
