DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-08-18 00:00:00;2;6;4;2;4;4;3;5;1;3;2;4;0;0;0;0;0;0
2020-08-18 00:15:00;1;3;1;0;1;1;7;7;1;0;1;2;0;0;0;0;0;0
2020-08-18 00:30:00;0;0;1;0;1;1;2;5;2;0;2;3;0;0;0;0;0;0
2020-08-18 00:45:00;1;2;2;2;2;1;0;2;0;1;1;1;0;0;0;0;0;0
2020-08-18 01:00:00;0;0;0;0;0;0;1;2;1;0;1;1;0;0;0;0;0;0
2020-08-18 01:15:00;0;2;0;0;0;2;3;3;5;2;5;5;0;0;0;0;0;0
2020-08-18 01:30:00;0;0;0;0;0;6;6;7;0;0;0;0;0;0;0;0;0;0
2020-08-18 01:45:00;2;3;1;1;1;1;0;3;0;0;0;2;0;0;0;0;0;0
2020-08-18 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-18 02:15:00;0;0;2;1;2;1;2;2;3;0;3;2;0;0;0;0;0;0
2020-08-18 02:30:00;1;2;0;1;0;1;0;1;0;1;0;2;0;0;0;0;0;0
2020-08-18 02:45:00;0;2;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0
2020-08-18 03:00:00;1;1;0;0;0;1;4;4;0;0;0;0;0;0;0;0;0;0
2020-08-18 03:15:00;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-08-18 03:30:00;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-08-18 03:45:00;0;1;0;0;0;2;4;5;1;0;2;0;0;0;0;0;0;0
2020-08-18 04:00:00;0;1;2;2;2;2;0;0;1;0;1;2;0;0;0;0;0;0
2020-08-18 04:15:00;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
