DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-07-17 00:00:00;6;3;2;5;5;5;7;0;0;0
2020-07-17 00:15:00;6;2;1;4;3;8;5;0;0;0
2020-07-17 00:30:00;3;0;1;2;6;3;6;0;0;0
2020-07-17 00:45:00;4;1;0;2;2;7;11;0;0;0
2020-07-17 01:00:00;4;1;0;2;4;2;5;0;0;0
2020-07-17 01:15:00;5;6;2;2;5;9;3;0;0;0
2020-07-17 01:30:00;6;0;0;2;4;4;4;0;0;0
2020-07-17 01:45:00;6;4;0;1;4;3;7;0;0;0
2020-07-17 02:00:00;5;1;0;1;3;4;6;0;0;0
2020-07-17 02:15:00;7;1;0;3;5;7;3;0;0;0
2020-07-17 02:30:00;2;2;2;3;6;4;10;0;0;0
2020-07-17 02:45:00;5;1;1;3;5;0;2;0;0;0
2020-07-17 03:00:00;3;1;0;4;5;3;9;0;0;0
2020-07-17 03:15:00;6;1;0;1;5;2;2;0;0;0
2020-07-17 03:30:00;3;1;0;0;2;2;0;0;0;0
2020-07-17 03:45:00;5;2;0;1;4;4;6;0;0;0
2020-07-17 04:00:00;4;3;2;3;7;2;2;0;0;0
2020-07-17 04:15:00;3;2;0;3;5;7;5;0;0;0
2020-07-17 04:30:00;0;4;3;0;2;6;7;0;0;0
2020-07-17 04:45:00;9;9;16;9;7;15;20;0;0;0
2020-07-17 05:00:00;13;24;47;12;4;17;32;0;0;0
2020-07-17 05:15:00;44;72;105;49;6;44;46;2;0;0
2020-07-17 05:30:00;63;61;86;54;15;31;54;2;0;0
2020-07-17 05:45:00;89;35;58;145;36;25;69;0;0;0
2020-07-17 06:00:00;87;27;50;127;38;21;60;0;0;0
2020-07-17 06:15:00;45;36;48;61;24;22;55;0;0;0
2020-07-17 06:30:00;54;36;51;61;13;31;59;0;0;0
2020-07-17 06:45:00;76;48;58;48;12;21;77;0;0;0
2020-07-17 07:00:00;71;41;61;67;11;17;55;0;1;0
2020-07-17 07:15:00;92;33;56;55;17;22;67;2;0;0
2020-07-17 07:30:00;100;41;40;79;13;20;73;0;1;0
2020-07-17 07:45:00;92;40;45;65;14;22;65;0;0;0
2020-07-17 08:00:00;95;28;35;49;14;18;58;0;0;0
2020-07-17 08:15:00;94;32;46;44;9;20;65;0;0;0
2020-07-17 08:30:00;77;22;29;38;10;16;57;0;0;0
2020-07-17 08:45:00;98;24;34;46;20;17;52;0;0;0
2020-07-17 09:00:00;103;23;26;43;19;25;52;0;0;0
2020-07-17 09:15:00;88;22;31;31;20;22;64;0;7;0
2020-07-17 09:30:00;98;21;20;23;20;18;36;0;0;0
2020-07-17 09:45:00;111;23;25;35;14;20;49;1;0;0
2020-07-17 10:00:00;95;25;27;49;15;22;55;0;1;0
2020-07-17 10:15:00;88;19;36;33;23;18;66;0;0;0
2020-07-17 10:30:00;83;19;25;44;17;21;63;0;0;0
2020-07-17 10:45:00;90;20;26;52;26;32;70;0;0;0
2020-07-17 11:00:00;86;30;33;45;26;21;55;0;0;0
2020-07-17 11:15:00;89;21;30;40;20;12;58;0;0;0
2020-07-17 11:30:00;101;17;23;53;33;16;67;0;0;0
2020-07-17 11:45:00;101;21;25;69;19;14;66;0;0;0
2020-07-17 12:00:00;137;25;30;88;29;17;74;0;0;0
2020-07-17 12:15:00;88;27;31;75;27;12;59;0;0;0
2020-07-17 12:30:00;108;30;31;79;32;22;83;0;0;0
2020-07-17 12:45:00;94;25;28;68;23;19;50;0;0;0
2020-07-17 13:00:00;86;30;27;75;20;18;78;0;0;0
2020-07-17 13:15:00;118;42;63;84;17;32;90;0;0;0
2020-07-17 13:30:00;124;52;60;99;27;31;74;0;0;0
2020-07-17 13:45:00;128;44;61;105;30;31;84;0;0;0
2020-07-17 14:00:00;189;37;46;148;61;24;60;0;0;0
2020-07-17 14:15:00;183;65;46;212;63;22;60;0;4;0
2020-07-17 14:30:00;141;39;33;179;56;17;61;0;0;0
2020-07-17 14:45:00;153;23;30;121;27;21;61;0;3;0
2020-07-17 15:00:00;121;26;33;91;41;14;66;0;0;0
2020-07-17 15:15:00;117;31;22;103;33;20;76;0;0;0
2020-07-17 15:30:00;95;29;28;83;21;11;90;0;0;0
2020-07-17 15:45:00;110;26;28;66;23;20;64;0;0;0
2020-07-17 16:00:00;102;23;25;69;12;13;69;0;0;0
2020-07-17 16:15:00;114;25;38;76;13;13;54;1;0;0
2020-07-17 16:30:00;103;13;29;47;19;9;65;1;0;0
2020-07-17 16:45:00;99;25;16;58;23;13;75;0;0;0
2020-07-17 17:00:00;75;24;34;58;23;18;76;0;0;0
2020-07-17 17:15:00;73;28;24;50;21;15;59;0;0;0
2020-07-17 17:30:00;82;23;23;62;12;17;64;0;0;0
2020-07-17 17:45:00;91;18;23;36;15;11;59;0;0;0
2020-07-17 18:00:00;81;23;20;43;17;8;49;0;0;0
2020-07-17 18:15:00;68;22;29;54;24;10;84;0;0;0
2020-07-17 18:30:00;65;13;17;49;16;13;67;0;0;0
2020-07-17 18:45:00;70;17;27;25;4;11;65;0;0;0
2020-07-17 19:00:00;64;23;17;36;15;18;62;0;0;0
2020-07-17 19:15:00;59;16;21;14;11;12;47;0;0;0
2020-07-17 19:30:00;49;20;18;30;9;8;70;0;0;0
2020-07-17 19:45:00;41;12;15;24;7;19;47;0;0;0
2020-07-17 20:00:00;31;9;14;28;11;9;51;0;0;0
2020-07-17 20:15:00;36;14;16;24;12;10;44;0;0;0
