DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-02-23 00:00:00;5;9;1;1;6;6;12;7;9;4;455;1;0
2020-02-23 00:15:00;5;11;1;0;10;15;17;8;8;5;1544;0;1
2020-02-23 00:30:00;5;12;3;0;7;10;14;8;7;2;2098;0;0
2020-02-23 00:45:00;11;5;1;1;5;14;14;4;7;7;985;0;0
2020-02-23 01:00:00;8;8;1;0;5;8;11;5;8;5;1687;1;0
2020-02-23 01:15:00;5;7;0;0;14;21;8;2;7;6;1543;0;0
2020-02-23 01:30:00;7;4;0;0;10;16;11;5;7;2;530;0;0
2020-02-23 01:45:00;8;7;3;0;4;6;9;3;5;3;325;0;0
2020-02-23 02:00:00;7;4;0;0;4;11;10;2;3;1;1243;0;0
2020-02-23 02:15:00;4;4;0;1;4;8;5;3;1;0;1694;0;2
2020-02-23 02:30:00;3;4;0;0;3;3;8;3;7;4;1516;0;0
2020-02-23 02:45:00;3;8;0;0;4;3;4;1;5;4;164;0;0
2020-02-23 03:00:00;5;8;1;0;3;5;6;4;2;1;981;0;0
2020-02-23 03:15:00;2;3;0;0;5;7;4;0;4;2;2016;0;0
2020-02-23 03:30:00;1;2;0;0;2;3;6;1;8;2;1105;0;0
2020-02-23 03:45:00;6;5;0;0;6;5;1;2;3;0;148;0;0
2020-02-23 04:00:00;3;4;1;0;5;3;6;5;6;2;0;0;0
2020-02-23 04:15:00;7;4;0;0;6;5;1;1;4;1;0;0;1
2020-02-23 04:30:00;2;2;0;0;7;7;2;2;0;0;0;0;0
2020-02-23 04:45:00;3;4;1;0;7;7;1;2;3;1;92;0;0
2020-02-23 05:00:00;6;3;0;0;0;1;6;2;3;3;149;0;0
2020-02-23 05:15:00;8;5;0;0;7;4;7;1;5;3;1;0;0
2020-02-23 05:30:00;0;0;0;0;1;1;9;7;1;2;77;0;0
2020-02-23 05:45:00;1;2;0;0;6;7;8;8;6;4;146;2;0
2020-02-23 06:00:00;3;1;0;0;8;4;6;2;5;3;72;0;0
2020-02-23 06:15:00;2;3;1;1;10;9;5;3;10;3;387;0;0
2020-02-23 06:30:00;2;4;0;0;5;4;9;4;9;3;1496;1;0
2020-02-23 06:45:00;3;6;1;1;4;4;5;2;3;1;275;0;1
2020-02-23 07:00:00;3;2;0;0;8;6;9;0;4;1;1183;0;0
2020-02-23 07:15:00;6;2;0;0;17;22;10;6;4;1;157;1;0
2020-02-23 07:30:00;4;1;0;0;9;7;8;1;1;2;0;0;0
2020-02-23 07:45:00;2;1;0;0;10;13;5;7;12;10;3;1;0
2020-02-23 08:00:00;6;3;0;0;15;15;5;6;7;1;0;0;1
2020-02-23 08:15:00;7;1;0;0;11;17;8;4;3;1;1;0;0
2020-02-23 08:30:00;9;10;1;1;20;17;18;7;8;1;0;0;1
2020-02-23 08:45:00;13;6;0;2;20;22;14;2;9;2;1;0;0
2020-02-23 09:00:00;13;5;1;0;18;25;15;5;12;3;1;0;4
2020-02-23 09:15:00;13;4;0;2;17;23;15;7;20;4;0;0;0
2020-02-23 09:30:00;17;7;1;1;27;30;19;9;21;7;3;0;5
2020-02-23 09:45:00;14;8;1;1;23;27;26;8;27;9;4;0;0
2020-02-23 10:00:00;13;10;0;2;36;33;29;12;22;6;1;1;1
2020-02-23 10:15:00;14;12;0;2;35;35;19;16;19;5;2;0;0
2020-02-23 10:30:00;15;7;0;3;36;40;34;16;17;3;2;0;1
2020-02-23 10:45:00;21;4;1;1;39;40;30;15;16;8;20;2;0
2020-02-23 11:00:00;20;7;2;0;30;32;27;16;19;6;1;1;0
2020-02-23 11:15:00;21;8;2;2;41;48;35;9;23;10;3;1;1
2020-02-23 11:30:00;14;17;5;2;37;41;36;9;35;8;3;0;1
2020-02-23 11:45:00;22;11;2;1;35;34;36;25;38;11;3;2;0
2020-02-23 12:00:00;16;10;0;0;41;39;37;15;28;10;3;3;2
2020-02-23 12:15:00;22;21;1;2;35;33;32;7;32;13;1;7;1
2020-02-23 12:30:00;25;14;0;2;31;32;31;15;31;11;1;8;1
2020-02-23 12:45:00;19;13;2;3;35;33;33;10;26;8;3;6;1
2020-02-23 13:00:00;16;12;0;2;30;42;28;13;29;11;4;1;0
