DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-02-16 00:00:00;16;16;6;12;4;7;0;0;0;0
2020-02-16 00:15:00;12;23;11;17;4;5;0;0;0;0
2020-02-16 00:30:00;19;13;4;8;1;5;0;0;0;0
2020-02-16 00:45:00;15;21;6;15;3;16;0;0;0;0
2020-02-16 01:00:00;15;22;6;16;1;4;0;0;0;0
2020-02-16 01:15:00;22;19;7;16;3;1;0;0;0;0
2020-02-16 01:30:00;11;9;5;20;1;6;0;0;0;0
2020-02-16 01:45:00;29;24;3;16;3;10;0;0;0;0
2020-02-16 02:00:00;13;12;2;13;2;8;0;0;0;0
2020-02-16 02:15:00;17;20;7;23;2;5;0;0;0;0
2020-02-16 02:30:00;11;9;4;11;2;1;0;0;0;0
2020-02-16 02:45:00;15;11;4;11;0;4;0;0;0;0
2020-02-16 03:00:00;7;16;7;11;2;4;0;0;0;0
2020-02-16 03:15:00;16;13;1;12;1;6;0;0;0;0
2020-02-16 03:30:00;12;13;4;27;1;6;0;0;0;0
2020-02-16 03:45:00;10;8;3;6;1;5;0;0;0;0
2020-02-16 04:00:00;13;15;3;10;2;9;0;0;0;0
2020-02-16 04:15:00;13;13;1;3;1;3;0;0;0;0
2020-02-16 04:30:00;8;9;5;7;2;2;0;0;0;0
2020-02-16 04:45:00;9;11;2;4;1;6;0;0;0;0
2020-02-16 05:00:00;4;6;3;4;1;0;0;0;0;0
2020-02-16 05:15:00;14;14;0;2;0;6;0;0;0;0
2020-02-16 05:30:00;5;8;1;1;1;6;0;0;0;0
2020-02-16 05:45:00;4;9;3;4;2;4;0;0;0;0
2020-02-16 06:00:00;7;12;5;4;4;3;0;0;0;0
2020-02-16 06:15:00;4;5;1;1;3;6;0;0;0;0
2020-02-16 06:30:00;5;4;3;1;1;4;0;0;0;0
2020-02-16 06:45:00;4;4;5;4;1;6;0;0;0;0
2020-02-16 07:00:00;2;9;2;2;3;3;0;0;0;0
2020-02-16 07:15:00;4;4;3;3;5;3;0;0;0;0
2020-02-16 07:30:00;6;5;7;5;3;3;0;0;0;0
2020-02-16 07:45:00;5;8;17;5;7;15;0;0;0;0
2020-02-16 08:00:00;3;8;11;1;5;11;0;0;0;0
2020-02-16 08:15:00;7;8;10;10;4;6;0;0;0;0
