DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-03-01 00:00:00;0;15;15;23;18;0;0
2020-03-01 00:15:00;0;23;15;33;19;2;2
2020-03-01 00:30:00;0;26;18;34;18;1;1
2020-03-01 00:45:00;0;24;14;27;12;1;1
2020-03-01 01:00:00;0;17;12;21;8;0;0
2020-03-01 01:15:00;0;14;10;26;17;1;1
2020-03-01 01:30:00;0;22;3;23;14;1;1
2020-03-01 01:45:00;0;13;9;23;11;1;1
2020-03-01 02:00:00;0;11;9;14;9;0;0
2020-03-01 02:15:00;0;8;8;11;12;1;1
2020-03-01 02:30:00;0;4;5;18;8;0;0
2020-03-01 02:45:00;0;7;3;11;7;1;1
2020-03-01 03:00:00;0;10;7;12;5;0;0
2020-03-01 03:15:00;0;10;4;9;6;1;1
2020-03-01 03:30:00;0;6;8;16;5;0;0
2020-03-01 03:45:00;0;8;4;3;3;1;1
2020-03-01 04:00:00;0;3;2;5;5;0;0
2020-03-01 04:15:00;0;4;3;10;9;1;1
2020-03-01 04:30:00;0;10;4;8;3;0;0
2020-03-01 04:45:00;0;7;6;10;4;1;1
2020-03-01 05:00:00;0;11;6;12;7;0;0
2020-03-01 05:15:00;0;10;4;11;9;1;1
2020-03-01 05:30:00;0;13;10;9;9;0;0
2020-03-01 05:45:00;0;17;10;7;7;1;1
2020-03-01 06:00:00;0;10;7;12;5;0;0
2020-03-01 06:15:00;0;9;5;7;13;1;1
2020-03-01 06:30:00;0;15;10;15;10;0;0
2020-03-01 06:45:00;0;11;9;16;7;1;1
2020-03-01 07:00:00;6;11;12;10;13;0;0
2020-03-01 07:15:00;0;13;13;15;7;1;1
2020-03-01 07:30:00;0;10;14;19;12;0;0
2020-03-01 07:45:00;1;0;28;16;21;1;1
2020-03-01 08:00:00;0;0;31;26;15;2;2
2020-03-01 08:15:00;1;2;49;17;18;0;0
2020-03-01 08:30:00;0;0;51;31;24;2;2
2020-03-01 08:45:00;0;10;72;38;33;0;0
2020-03-01 09:00:00;0;37;30;33;33;1;1
2020-03-01 09:15:00;5;60;43;49;43;0;0
2020-03-01 09:30:00;6;51;57;61;50;2;2
2020-03-01 09:45:00;9;6;106;50;58;0;0
2020-03-01 10:00:00;6;3;103;46;61;3;3
2020-03-01 10:15:00;1;1;106;58;63;0;0
2020-03-01 10:30:00;6;3;129;49;58;2;2
2020-03-01 10:45:00;14;3;139;61;67;0;0
2020-03-01 11:00:00;10;6;132;55;56;2;1
2020-03-01 11:15:00;25;60;116;78;68;0;1
2020-03-01 11:30:00;15;69;65;88;81;2;2
2020-03-01 11:45:00;11;85;96;73;73;0;0
2020-03-01 12:00:00;4;70;75;73;58;2;2
2020-03-01 12:15:00;2;71;61;82;71;2;2
2020-03-01 12:30:00;2;67;59;89;84;2;2
2020-03-01 12:45:00;3;87;94;86;92;0;0
2020-03-01 13:00:00;6;79;91;73;79;2;2
2020-03-01 13:15:00;21;78;68;102;89;0;0
2020-03-01 13:30:00;17;77;79;107;102;1;1
2020-03-01 13:45:00;12;94;112;99;115;0;0
2020-03-01 14:00:00;31;87;111;78;73;2;2
2020-03-01 14:15:00;2;74;89;91;85;0;0
2020-03-01 14:30:00;9;79;80;97;83;1;1
2020-03-01 14:45:00;3;95;85;99;84;1;1
2020-03-01 15:00:00;7;85;91;113;96;3;3
2020-03-01 15:15:00;4;85;96;84;80;0;0
2020-03-01 15:30:00;4;72;89;108;81;2;2
2020-03-01 15:45:00;15;84;91;104;116;2;2
2020-03-01 16:00:00;4;104;105;109;100;2;2
2020-03-01 16:15:00;14;84;86;92;78;0;0
2020-03-01 16:30:00;7;78;69;112;103;3;2
2020-03-01 16:45:00;7;19;135;107;113;0;1
2020-03-01 17:00:00;5;1;152;109;109;2;2
2020-03-01 17:15:00;16;1;152;102;94;0;0
2020-03-01 17:30:00;25;4;180;96;88;3;3
2020-03-01 17:45:00;34;9;176;96;108;0;0
2020-03-01 18:00:00;10;4;154;95;110;2;2
2020-03-01 18:15:00;49;1;147;91;86;0;0
2020-03-01 18:30:00;1;2;158;98;86;1;1
2020-03-01 18:45:00;7;0;163;76;78;0;0
2020-03-01 19:00:00;6;14;133;66;66;2;2
2020-03-01 19:15:00;14;59;101;75;62;2;2
2020-03-01 19:30:00;0;51;61;63;78;2;2
2020-03-01 19:45:00;6;59;38;73;71;0;0
2020-03-01 20:00:00;7;53;51;69;59;2;2
2020-03-01 20:15:00;2;37;46;62;55;0;0
2020-03-01 20:30:00;4;37;36;52;40;1;1
2020-03-01 20:45:00;3;37;38;58;52;0;0
2020-03-01 21:00:00;1;38;41;42;40;2;2
2020-03-01 21:15:00;2;22;22;49;35;1;1
2020-03-01 21:30:00;0;32;22;33;24;1;1
2020-03-01 21:45:00;2;25;17;31;22;1;1
2020-03-01 22:00:00;1;32;21;31;25;2;2
2020-03-01 22:15:00;8;13;21;32;21;1;1
2020-03-01 22:30:00;0;16;16;30;26;1;1
2020-03-01 22:45:00;0;12;14;21;20;1;1
2020-03-01 23:00:00;2;16;12;23;16;2;2
2020-03-01 23:15:00;4;15;11;29;16;1;1
2020-03-01 23:30:00;0;9;3;10;11;1;1
2020-03-01 23:45:00;0;7;5;15;10;0;0
