DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-08-21 00:00:00;15;9;2;1;14;9;4;0;3;3;3;0;0;21;17;0;0;0;0;0;0;0;0
2020-08-21 00:15:00;17;14;0;0;21;20;4;1;3;1;2;3;3;21;31;0;0;0;0;0;0;0;0
2020-08-21 00:30:00;25;9;0;0;11;11;2;2;10;1;1;0;0;27;18;0;0;0;0;0;0;0;0
2020-08-21 00:45:00;9;9;0;1;11;9;2;2;3;0;0;1;1;11;16;0;0;0;0;0;0;0;0
2020-08-21 01:00:00;6;4;0;1;7;6;1;1;0;0;0;1;0;6;9;0;0;0;0;0;0;0;0
2020-08-21 01:15:00;10;9;1;2;9;7;1;4;5;0;0;0;0;13;12;0;0;0;0;0;0;0;0
2020-08-21 01:30:00;5;8;3;1;5;1;0;1;2;0;0;0;0;7;5;0;0;0;0;0;0;0;0
2020-08-21 01:45:00;10;9;0;0;5;7;1;0;5;2;1;0;0;12;7;0;0;0;0;0;0;0;0
2020-08-21 02:00:00;6;4;0;1;11;3;0;2;3;1;1;0;0;7;12;0;0;0;0;0;0;0;0
2020-08-21 02:15:00;5;4;0;0;2;4;0;2;2;0;0;0;0;7;4;0;0;0;0;0;0;0;0
2020-08-21 02:30:00;4;3;0;0;4;2;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0
2020-08-21 02:45:00;8;6;0;1;5;4;2;1;0;0;0;0;0;9;6;0;0;0;0;0;0;0;0
2020-08-21 03:00:00;1;5;0;0;4;4;0;1;2;0;0;1;1;2;5;0;0;0;0;0;0;0;0
2020-08-21 03:15:00;6;4;0;0;6;4;1;1;2;0;0;0;0;6;7;0;0;0;0;0;0;0;0
2020-08-21 03:30:00;3;2;3;0;6;2;1;1;2;0;1;1;1;4;6;0;0;0;0;0;0;0;0
2020-08-21 03:45:00;3;3;0;3;8;8;1;1;2;0;0;1;1;6;12;0;0;0;0;0;0;0;0
2020-08-21 04:00:00;5;3;0;1;4;1;2;1;2;0;0;0;0;8;5;0;0;0;0;0;0;0;0
2020-08-21 04:15:00;13;6;1;2;6;5;2;3;7;0;0;0;0;14;9;0;0;0;0;0;0;0;0
2020-08-21 04:30:00;7;6;1;1;11;8;1;1;3;1;1;2;2;8;12;0;0;0;0;0;0;0;0
2020-08-21 04:45:00;19;12;0;6;13;9;1;5;3;1;0;0;0;24;14;0;0;0;0;0;0;0;0
2020-08-21 05:00:00;34;24;3;5;18;4;2;1;4;6;6;0;0;40;19;0;0;0;0;0;0;0;0
2020-08-21 05:15:00;53;44;3;3;31;19;4;3;5;4;4;5;4;69;37;0;0;0;0;0;0;0;0
2020-08-21 05:30:00;62;59;3;8;32;18;7;12;9;6;5;1;1;79;41;0;0;0;0;0;0;0;0
2020-08-21 05:45:00;56;53;1;8;31;31;2;5;5;5;5;3;2;72;45;0;0;0;0;0;0;0;0
2020-08-21 06:00:00;41;44;6;12;41;28;0;7;7;4;4;6;8;55;47;1;0;0;0;0;0;0;0
2020-08-21 06:15:00;63;88;4;7;46;30;5;12;5;5;8;7;8;100;59;0;0;0;0;0;0;0;0
2020-08-21 06:30:00;84;98;4;22;50;33;4;14;8;10;13;8;10;107;63;1;0;0;0;0;0;0;0
2020-08-21 06:45:00;74;83;4;19;52;43;6;15;15;7;9;5;7;102;70;0;0;0;0;0;0;0;0
2020-08-21 07:00:00;81;96;4;15;48;43;7;8;16;10;11;15;13;116;64;0;0;0;0;0;0;0;0
