DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-11-20 00:00:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 00:15:00;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2020-11-20 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 01:30:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 02:00:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-20 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 02:45:00;0;0;3;2;0;0;1;1;0;0;0;0;0;0
2020-11-20 03:00:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-20 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 03:30:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 04:00:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 04:15:00;0;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-11-20 04:30:00;0;0;1;1;0;0;2;2;0;0;0;0;0;0
2020-11-20 04:45:00;0;0;1;1;0;0;3;3;0;0;0;0;0;0
2020-11-20 05:00:00;0;0;1;1;0;0;2;2;0;0;0;0;0;0
2020-11-20 05:15:00;0;0;4;4;0;0;10;10;0;0;0;0;0;0
2020-11-20 05:30:00;0;0;4;4;0;0;7;7;0;0;0;0;0;0
2020-11-20 05:45:00;0;0;13;12;0;0;9;8;0;0;0;0;0;0
2020-11-20 06:00:00;0;0;9;9;0;0;6;5;0;0;0;0;0;0
2020-11-20 06:15:00;0;0;8;8;0;0;13;13;0;0;0;0;0;0
2020-11-20 06:30:00;0;0;12;14;0;0;17;16;0;0;0;0;0;0
2020-11-20 06:45:00;0;0;14;13;0;0;9;10;0;0;0;0;0;0
2020-11-20 07:00:00;0;0;10;10;0;0;15;10;0;0;0;2;0;0
2020-11-20 07:15:00;0;0;25;24;0;0;4;26;0;0;0;0;0;0
2020-11-20 07:30:00;0;0;25;23;0;0;0;14;4;31;0;0;0;0
2020-11-20 07:45:00;1;0;28;25;1;0;16;19;7;5;0;1;0;0
2020-11-20 08:00:00;0;0;16;16;0;0;18;17;0;0;0;0;0;0
2020-11-20 08:15:00;0;0;27;22;0;0;14;17;2;9;0;1;0;6
2020-11-20 08:30:00;0;0;24;21;0;0;8;11;0;0;0;0;0;0
2020-11-20 08:45:00;0;0;16;16;0;0;12;9;0;0;0;0;0;0
2020-11-20 09:00:00;0;0;24;20;0;0;18;14;1;0;0;0;0;0
2020-11-20 09:15:00;0;0;14;14;0;0;15;14;0;0;0;0;0;0
2020-11-20 09:30:00;0;0;24;19;0;0;17;16;0;0;0;0;0;0
2020-11-20 09:45:00;0;0;24;16;0;0;13;11;1;0;0;1;0;0
2020-11-20 10:00:00;0;0;27;15;0;0;10;10;0;1;0;0;0;0
2020-11-20 10:15:00;0;0;20;15;0;0;13;13;0;0;0;3;1;18
2020-11-20 10:30:00;0;0;18;15;0;0;12;9;0;0;0;0;0;0
2020-11-20 10:45:00;0;0;26;24;0;0;10;11;0;0;0;5;7;1
2020-11-20 11:00:00;1;0;14;14;1;0;17;16;4;43;5;1;0;0
2020-11-20 11:15:00;0;0;17;17;0;0;16;12;12;29;0;0;0;0
2020-11-20 11:30:00;0;0;26;22;0;0;11;16;2;3;0;0;0;0
2020-11-20 11:45:00;0;0;31;28;0;0;17;15;0;0;0;3;10;1
2020-11-20 12:00:00;0;0;29;21;0;0;14;15;3;0;0;0;0;0
2020-11-20 12:15:00;0;0;27;23;0;0;7;15;0;0;0;0;0;0
2020-11-20 12:30:00;0;0;24;27;0;0;12;15;0;0;0;0;0;0
2020-11-20 12:45:00;0;0;18;22;0;0;11;17;0;0;0;0;0;0
2020-11-20 13:00:00;0;0;18;23;0;0;11;15;0;0;0;1;1;0
2020-11-20 13:15:00;0;0;23;22;0;0;15;14;0;0;0;1;1;0
2020-11-20 13:30:00;0;0;29;24;0;0;16;16;0;0;0;2;0;0
2020-11-20 13:45:00;0;0;26;25;0;0;15;15;0;0;0;0;0;0
2020-11-20 14:00:00;0;0;28;27;0;0;13;14;0;32;0;3;0;1
2020-11-20 14:15:00;0;0;37;34;0;0;11;10;0;0;0;0;0;0
2020-11-20 14:30:00;0;0;44;35;0;0;11;11;3;0;0;0;0;0
2020-11-20 14:45:00;0;0;38;37;0;0;10;12;3;0;0;0;0;0
2020-11-20 15:00:00;0;0;27;19;0;0;17;16;2;36;0;0;0;0
2020-11-20 15:15:00;0;0;47;34;0;0;13;13;0;0;0;2;19;0
2020-11-20 15:30:00;0;0;20;20;0;0;14;17;0;0;0;0;0;0
2020-11-20 15:45:00;0;0;16;15;0;0;9;10;0;15;0;0;0;0
2020-11-20 16:00:00;0;0;16;17;0;0;10;9;1;0;1;0;0;0
2020-11-20 16:15:00;0;0;30;26;0;0;11;15;0;0;0;0;0;0
2020-11-20 16:30:00;0;0;16;13;0;0;14;12;1;2;0;0;0;2
2020-11-20 16:45:00;0;0;35;33;0;0;13;15;2;5;0;0;0;0
2020-11-20 17:00:00;0;0;23;20;0;0;5;6;5;25;0;1;0;0
2020-11-20 17:15:00;0;0;28;25;0;0;4;5;0;0;0;0;0;0
2020-11-20 17:30:00;0;0;21;18;0;0;8;9;0;0;0;0;0;0
2020-11-20 17:45:00;0;0;31;20;0;0;8;9;0;0;0;0;0;0
2020-11-20 18:00:00;0;0;8;8;0;0;13;14;2;0;0;0;0;0
2020-11-20 18:15:00;0;0;17;16;0;0;13;15;1;0;0;0;0;0
2020-11-20 18:30:00;0;0;7;6;0;0;7;8;1;0;0;2;1;0
2020-11-20 18:45:00;0;0;11;9;0;0;9;8;1;0;0;0;0;0
2020-11-20 19:00:00;0;0;10;10;0;0;2;4;0;0;0;0;0;0
2020-11-20 19:15:00;0;0;11;6;0;0;5;5;0;0;0;0;0;0
2020-11-20 19:30:00;0;0;10;6;0;0;5;5;0;0;0;0;0;0
2020-11-20 19:45:00;0;0;10;10;0;0;7;6;0;0;0;0;0;0
2020-11-20 20:00:00;0;0;4;3;0;0;6;4;0;0;0;0;0;0
2020-11-20 20:15:00;0;0;13;8;0;0;4;5;0;0;0;0;0;0
2020-11-20 20:30:00;0;0;3;3;0;0;8;8;0;0;0;0;0;0
2020-11-20 20:45:00;0;0;1;2;0;0;11;11;1;0;0;0;0;0
2020-11-20 21:00:00;0;0;4;5;0;0;13;14;0;0;0;0;0;0
2020-11-20 21:15:00;0;0;11;10;0;0;3;3;0;0;0;0;0;0
2020-11-20 21:30:00;0;0;7;10;0;0;5;4;0;0;0;0;0;0
2020-11-20 21:45:00;0;0;21;18;0;0;5;6;0;0;0;0;0;0
2020-11-20 22:00:00;0;0;10;10;0;0;6;5;0;0;0;0;0;0
2020-11-20 22:15:00;0;0;2;4;0;0;1;1;0;0;0;1;0;0
2020-11-20 22:30:00;0;0;3;4;0;0;4;4;0;0;0;0;0;0
2020-11-20 22:45:00;0;0;3;4;0;0;3;3;0;0;0;0;0;0
2020-11-20 23:00:00;0;0;3;2;0;0;3;2;0;0;0;0;0;0
2020-11-20 23:15:00;0;0;3;3;0;0;2;2;0;0;0;0;0;0
2020-11-20 23:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
