DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-11-13 00:00:00;5;1;2;3;9;5;4;14;7;21;14;7;21;0
2019-11-13 00:15:00;10;2;4;1;16;7;12;20;10;30;20;10;30;0
2019-11-13 00:30:00;6;3;2;0;14;2;9;20;10;30;20;10;30;0
2019-11-13 00:45:00;3;2;3;1;9;0;2;20;10;30;20;10;30;0
2019-11-13 01:00:00;4;2;2;1;15;3;5;24;12;36;24;12;36;0
2019-11-13 01:15:00;2;2;1;1;6;2;1;24;12;36;24;12;36;0
2019-11-13 01:30:00;2;3;2;0;3;1;2;26;13;39;26;13;39;0
2019-11-13 01:45:00;2;2;1;0;9;3;2;26;13;39;26;13;39;0
2019-11-13 02:00:00;0;1;1;0;5;2;0;26;13;39;26;13;39;0
2019-11-13 02:15:00;2;0;1;0;7;1;0;26;13;39;26;13;39;0
2019-11-13 02:30:00;1;1;0;0;7;2;0;24;12;36;24;12;36;0
2019-11-13 02:45:00;4;0;1;0;4;1;2;26;13;39;26;13;39;0
2019-11-13 03:00:00;3;1;1;0;7;0;0;26;13;39;26;13;39;0
2019-11-13 03:15:00;1;2;1;0;7;1;2;26;13;39;26;13;39;0
2019-11-13 03:30:00;5;1;0;0;5;1;1;26;13;39;26;13;39;0
2019-11-13 03:45:00;3;3;3;1;10;6;1;26;13;39;26;13;39;0
2019-11-13 04:00:00;1;5;2;0;9;6;1;26;13;39;26;13;39;0
2019-11-13 04:15:00;4;2;2;2;13;5;1;24;12;36;24;12;36;0
2019-11-13 04:30:00;7;4;3;3;16;6;1;26;13;39;26;13;39;0
2019-11-13 04:45:00;13;17;10;10;19;6;3;26;13;39;26;13;39;0
2019-11-13 05:00:00;29;27;33;23;48;14;4;20;10;31;20;10;31;0
2019-11-13 05:15:00;55;39;61;62;61;19;5;20;10;30;20;10;30;0
2019-11-13 05:30:00;47;56;55;60;67;35;5;20;10;30;20;10;30;0
2019-11-13 05:45:00;44;53;53;55;96;36;41;20;10;30;20;10;30;0
2019-11-13 06:00:00;51;49;55;49;113;50;58;20;10;30;20;10;30;0
2019-11-13 06:15:00;63;60;82;77;133;68;36;20;10;30;20;10;30;0
2019-11-13 06:30:00;82;78;114;114;114;77;28;20;10;29;20;10;29;0
2019-11-13 06:45:00;98;101;95;107;120;79;41;21;11;30;21;11;30;0
2019-11-13 07:00:00;103;67;111;110;118;67;31;20;10;31;20;10;31;0
2019-11-13 07:15:00;115;86;117;113;133;81;36;20;10;29;20;10;29;0
2019-11-13 07:30:00;106;100;84;75;118;79;59;21;11;30;21;11;30;0
2019-11-13 07:45:00;124;130;100;97;109;55;49;21;11;30;21;11;30;0
2019-11-13 08:00:00;117;107;107;102;115;69;54;20;10;30;20;10;30;0
2019-11-13 08:15:00;100;99;85;87;104;58;41;20;10;30;20;10;30;0
2019-11-13 08:30:00;107;84;78;70;124;81;52;20;10;30;20;10;30;0
2019-11-13 08:45:00;109;83;72;68;131;82;57;20;10;30;20;10;30;0
2019-11-13 09:00:00;81;79;52;45;106;56;56;20;10;30;20;10;30;0
2019-11-13 09:15:00;89;79;59;49;107;66;45;21;11;30;21;11;30;0
2019-11-13 09:30:00;98;86;60;41;96;62;70;20;10;30;20;10;30;0
2019-11-13 09:45:00;99;54;51;56;108;54;60;20;10;30;20;10;30;0
2019-11-13 10:00:00;103;57;55;41;112;61;62;20;10;30;20;10;30;0
2019-11-13 10:15:00;77;66;41;29;119;55;71;20;10;30;20;10;30;0
2019-11-13 10:30:00;89;71;51;48;118;68;67;20;10;30;20;10;30;0
2019-11-13 10:45:00;86;73;35;31;128;64;73;20;10;30;20;10;30;0
2019-11-13 11:00:00;87;39;31;34;127;56;73;20;10;30;20;10;30;0
2019-11-13 11:15:00;98;51;49;42;127;66;72;20;10;30;20;10;30;0
2019-11-13 11:30:00;92;58;34;29;120;70;80;18;9;27;18;9;27;0
2019-11-13 11:45:00;93;65;37;25;137;60;92;20;10;30;20;10;30;0
2019-11-13 12:00:00;92;48;33;27;138;59;106;20;10;30;20;10;30;0
2019-11-13 12:15:00;99;59;41;32;129;61;106;20;10;30;20;10;30;0
2019-11-13 12:30:00;94;52;33;24;137;64;117;20;10;30;20;10;30;0
2019-11-13 12:45:00;97;55;53;58;130;71;105;21;11;30;21;11;30;0
2019-11-13 13:00:00;111;61;45;48;129;52;118;20;10;30;20;10;30;0
2019-11-13 13:15:00;123;63;47;45;135;71;108;20;10;30;20;10;30;0
2019-11-13 13:30:00;101;71;57;52;144;86;105;20;10;30;20;10;30;0
2019-11-13 13:45:00;115;68;55;59;151;70;106;20;10;30;20;10;30;0
2019-11-13 14:00:00;95;51;40;39;132;72;122;18;9;27;18;9;27;0
2019-11-13 14:15:00;98;71;36;40;146;61;127;21;11;30;21;11;30;0
2019-11-13 14:30:00;129;56;41;34;155;66;168;20;10;30;20;10;30;0
2019-11-13 14:45:00;108;75;42;36;155;69;139;20;10;30;20;10;30;0
2019-11-13 15:00:00;113;47;38;34;159;66;142;20;10;30;20;10;30;0
2019-11-13 15:15:00;100;62;48;44;151;67;169;20;10;30;20;10;30;0
2019-11-13 15:30:00;116;72;48;45;144;55;149;20;10;30;20;10;30;0
2019-11-13 15:45:00;142;62;45;36;160;80;130;21;11;30;21;11;30;0
2019-11-13 16:00:00;105;65;39;34;151;76;146;20;10;30;20;10;30;0
2019-11-13 16:15:00;121;57;48;34;157;79;147;20;10;30;20;10;30;0
2019-11-13 16:30:00;93;66;51;28;133;57;181;20;10;30;20;10;30;0
2019-11-13 16:45:00;85;64;51;33;137;70;178;20;10;30;20;10;30;0
2019-11-13 17:00:00;127;72;51;41;138;76;148;20;10;30;20;10;30;0
2019-11-13 17:15:00;116;56;47;36;140;70;173;21;11;30;21;11;30;0
2019-11-13 17:30:00;125;62;54;32;150;70;147;20;10;30;20;10;30;0
2019-11-13 17:45:00;110;60;47;40;140;57;149;21;11;30;21;11;30;0
2019-11-13 18:00:00;100;53;43;29;162;73;160;20;10;30;20;10;30;0
2019-11-13 18:15:00;138;50;48;35;147;68;149;20;10;30;20;10;30;0
2019-11-13 18:30:00;105;60;51;36;135;59;100;20;10;30;20;10;30;0
2019-11-13 18:45:00;108;66;47;36;128;60;111;20;10;30;20;10;30;0
2019-11-13 19:00:00;108;42;34;30;117;49;116;20;10;30;20;10;30;0
2019-11-13 19:15:00;101;35;38;26;131;59;104;20;10;30;20;10;30;0
2019-11-13 19:30:00;82;47;23;20;109;41;68;20;10;30;20;10;30;0
2019-11-13 19:45:00;73;46;22;15;110;47;85;20;10;30;20;10;30;0
2019-11-13 20:00:00;69;23;21;19;115;34;71;18;9;27;18;9;27;0
2019-11-13 20:15:00;69;30;24;18;124;50;84;20;10;30;20;10;30;0
2019-11-13 20:30:00;60;41;21;14;93;46;69;20;10;30;20;10;30;0
2019-11-13 20:45:00;53;31;18;14;81;30;53;20;10;30;20;10;30;0
2019-11-13 21:00:00;56;28;27;31;74;31;55;20;10;30;20;10;30;0
2019-11-13 21:15:00;75;27;29;27;64;20;57;20;10;30;20;10;30;0
2019-11-13 21:30:00;51;27;15;18;85;37;54;20;10;30;20;10;30;0
2019-11-13 21:45:00;51;22;19;15;93;31;76;20;10;30;20;10;30;0
2019-11-13 22:00:00;43;22;20;10;124;49;115;20;10;30;20;10;30;0
2019-11-13 22:15:00;42;19;14;11;113;48;85;20;10;30;20;10;30;0
2019-11-13 22:30:00;23;10;11;4;70;23;47;20;10;30;20;10;30;0
