DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2019-11-05 00:00:00;2;3;2;0;0;3;1;5;3;4;5;1;8;12;7;1;0;0;21;0;0;0;0;0
2019-11-05 00:15:00;2;4;7;2;1;7;3;1;6;3;8;6;7;11;8;1;0;0;30;0;0;0;0;0
2019-11-05 00:30:00;0;0;0;0;0;9;5;4;8;6;10;1;5;13;10;0;0;0;30;0;0;0;0;0
2019-11-05 00:45:00;3;2;2;0;1;5;4;2;3;2;3;2;3;11;9;0;0;1;30;0;0;0;0;0
2019-11-05 01:00:00;0;2;2;2;0;3;7;4;8;2;3;2;3;5;2;0;0;0;35;0;0;0;0;0
2019-11-05 01:15:00;0;0;2;1;1;5;2;2;2;1;1;2;2;6;4;0;0;0;39;0;0;0;0;0
2019-11-05 01:30:00;0;0;1;1;0;2;0;2;3;1;3;1;4;9;6;1;0;0;39;0;0;0;0;0
2019-11-05 01:45:00;0;0;1;0;0;3;3;2;1;1;2;0;6;12;7;0;0;0;39;0;0;0;0;0
2019-11-05 02:00:00;0;0;2;2;1;2;1;1;3;0;0;1;6;12;8;1;0;0;36;0;0;0;0;0
2019-11-05 02:15:00;0;0;0;1;0;2;2;1;4;0;1;0;1;9;8;0;0;0;39;0;0;0;0;0
2019-11-05 02:30:00;0;1;2;0;0;1;0;1;4;0;0;1;3;7;5;0;0;0;39;0;0;0;0;0
2019-11-05 02:45:00;0;0;0;0;3;7;5;2;3;1;1;1;2;4;2;0;0;0;39;0;0;0;0;0
2019-11-05 03:00:00;1;0;1;1;2;8;2;0;3;0;1;0;3;5;4;0;0;1;39;0;0;0;0;0
2019-11-05 03:15:00;0;0;1;2;1;1;4;5;6;1;2;1;1;6;6;0;0;0;39;0;0;0;0;0
2019-11-05 03:30:00;2;2;1;1;2;3;2;1;4;2;4;2;0;7;8;1;0;0;36;0;0;0;0;0
2019-11-05 03:45:00;0;1;0;1;1;8;1;1;3;0;6;2;4;14;10;0;0;0;36;0;0;0;0;0
2019-11-05 04:00:00;0;0;0;1;2;8;5;0;2;1;4;1;4;9;7;0;0;1;39;0;0;0;0;0
2019-11-05 04:15:00;1;1;0;0;0;8;1;3;2;1;6;2;13;24;16;1;0;0;39;0;0;0;0;0
2019-11-05 04:30:00;2;1;1;3;0;5;5;3;7;1;11;3;14;28;19;2;0;1;39;0;0;0;0;0
2019-11-05 04:45:00;2;1;0;1;0;8;4;1;7;1;14;13;6;28;20;4;0;0;39;0;0;0;0;0
2019-11-05 05:00:00;1;2;2;0;3;16;12;6;12;8;20;24;28;52;38;0;0;0;30;0;0;0;0;0
2019-11-05 05:15:00;1;3;3;6;2;26;15;8;10;5;44;41;26;69;54;3;0;0;30;0;0;0;0;0
2019-11-05 05:30:00;5;3;8;5;1;34;22;12;19;13;58;53;48;92;65;3;0;0;30;0;0;0;0;0
2019-11-05 05:45:00;4;6;9;11;9;32;23;18;12;19;46;39;43;87;70;0;0;1;30;0;0;0;0;0
2019-11-05 06:00:00;6;7;13;8;10;31;30;15;17;13;42;51;58;89;72;5;0;0;30;0;0;0;0;0
2019-11-05 06:15:00;4;5;12;13;15;59;33;19;21;27;58;60;51;99;95;14;0;0;30;0;0;0;0;0
2019-11-05 06:30:00;4;8;18;18;10;52;56;38;28;39;77;83;75;77;77;15;0;0;30;0;0;0;0;0
2019-11-05 06:45:00;8;11;22;24;28;79;81;38;25;46;85;93;66;92;112;19;0;0;30;0;0;0;0;0
2019-11-05 07:00:00;3;15;23;16;46;83;79;30;26;75;87;95;54;87;91;23;0;0;30;0;0;0;0;0
2019-11-05 07:15:00;14;13;11;15;52;75;72;34;38;70;86;81;72;69;76;36;0;2;26;0;0;0;0;0
2019-11-05 07:30:00;18;25;27;32;72;65;73;56;54;107;85;90;72;82;96;58;0;0;30;0;0;0;0;0
2019-11-05 07:45:00;22;32;41;52;58;52;66;37;41;122;79;88;75;70;55;51;0;1;30;0;0;0;0;0
2019-11-05 08:00:00;18;25;42;31;48;68;78;45;45;92;78;84;81;69;74;54;0;0;30;0;0;0;0;0
2019-11-05 08:15:00;14;22;24;22;72;89;94;51;47;61;75;75;65;80;87;34;0;0;30;0;0;0;0;0
