DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-09-15 00:00:00;5;2;1;1;1;7;7;3;2;5;4;1;1
2020-09-15 00:15:00;5;0;1;0;2;10;9;5;5;4;5;0;1
2020-09-15 00:30:00;5;1;1;4;3;10;9;2;0;1;3;2;1
2020-09-15 00:45:00;7;0;1;3;4;3;3;1;2;7;6;0;1
2020-09-15 01:00:00;6;1;2;2;2;5;6;3;1;2;3;1;2
2020-09-15 01:15:00;4;2;0;1;0;6;8;1;0;1;2;2;0
2020-09-15 01:30:00;7;0;0;1;0;5;4;0;0;1;1;3;0
2020-09-15 01:45:00;4;0;0;0;0;3;2;1;1;2;0;0;0
2020-09-15 02:00:00;2;0;0;0;0;10;10;1;1;4;4;0;0
2020-09-15 02:15:00;3;0;0;0;2;9;11;1;0;2;1;0;0
2020-09-15 02:30:00;5;0;4;1;2;8;4;0;0;0;2;0;4
2020-09-15 02:45:00;5;1;0;0;0;10;6;1;1;3;5;1;0
2020-09-15 03:00:00;8;3;1;1;1;7;6;2;1;6;4;0;1
2020-09-15 03:15:00;3;1;1;4;2;4;5;2;0;2;2;0;1
2020-09-15 03:30:00;12;2;0;0;3;5;4;0;0;1;3;1;0
2020-09-15 03:45:00;6;0;1;2;0;14;9;2;1;2;2;1;1
2020-09-15 04:00:00;3;1;0;0;3;6;4;3;2;0;1;0;0
2020-09-15 04:15:00;12;0;1;3;1;13;6;1;1;3;2;0;1
2020-09-15 04:30:00;11;3;0;4;12;24;12;1;1;4;4;0;0
2020-09-15 04:45:00;11;4;1;5;11;20;15;2;0;1;1;0;1
2020-09-15 05:00:00;17;15;0;11;9;24;25;7;4;2;1;0;0
2020-09-15 05:15:00;21;11;2;11;20;28;16;5;2;2;4;1;2
2020-09-15 05:30:00;32;22;6;23;16;47;40;20;8;8;0;1;7
2020-09-15 05:45:00;30;26;7;22;35;55;54;24;14;9;7;2;5
2020-09-15 06:00:00;33;28;5;23;28;50;55;17;8;11;7;1;5
2020-09-15 06:15:00;47;38;8;33;29;68;66;28;19;20;9;2;8
2020-09-15 06:30:00;47;38;15;52;45;82;85;51;29;29;9;2;15
2020-09-15 06:45:00;52;57;21;74;46;100;135;64;53;47;12;10;21
2020-09-15 07:00:00;64;71;18;51;58;73;68;54;32;43;23;8;18
2020-09-15 07:15:00;70;83;23;46;57;105;107;50;30;36;27;9;16
2020-09-15 07:30:00;67;63;27;59;54;117;116;57;45;48;26;8;29
2020-09-15 07:45:00;57;42;16;95;59;96;132;79;58;50;27;13;17
2020-09-15 08:00:00;46;39;17;56;39;99;115;87;46;59;24;10;12
2020-09-15 08:15:00;54;38;25;58;38;88;93;66;45;55;25;10;22
2020-09-15 08:30:00;47;39;13;65;45;95;91;61;43;50;24;14;8
2020-09-15 08:45:00;70;54;16;75;42;92;98;57;45;62;27;13;16
2020-09-15 09:00:00;54;38;17;54;33;81;82;51;41;50;33;10;16
2020-09-15 09:15:00;53;37;12;53;48;92;76;50;50;69;46;12;13
2020-09-15 09:30:00;72;56;15;55;37;86;97;54;33;49;30;10;14
2020-09-15 09:45:00;76;50;24;61;42;74;86;59;45;60;38;16;21
2020-09-15 10:00:00;72;51;31;68;29;90;80;66;40;59;31;15;30
2020-09-15 10:15:00;68;57;17;64;33;91;88;57;47;76;66;25;17
2020-09-15 10:30:00;68;54;23;54;39;88;74;56;29;72;65;16;19
2020-09-15 10:45:00;66;39;19;54;33;94;80;50;50;87;60;27;20
2020-09-15 11:00:00;81;56;20;62;47;101;99;58;39;68;71;22;18
2020-09-15 11:15:00;84;61;26;67;38;91;95;66;43;90;58;31;24
2020-09-15 11:30:00;78;51;25;74;40;85;75;55;40;94;58;27;20
2020-09-15 11:45:00;71;52;17;59;37;89;94;54;38;85;53;32;16
2020-09-15 12:00:00;103;58;21;72;38;86;87;71;55;96;64;34;17
2020-09-15 12:15:00;73;52;18;62;33;98;82;55;50;104;76;34;20
2020-09-15 12:30:00;79;60;18;53;34;74;76;54;44;92;67;33;20
2020-09-15 12:45:00;76;67;12;52;37;89;97;52;34;103;62;26;13
2020-09-15 13:00:00;73;61;24;58;31;75;83;56;35;87;58;23;22
2020-09-15 13:15:00;69;59;19;61;40;67;77;47;26;65;46;23;19
2020-09-15 13:30:00;74;58;19;58;39;85;88;54;27;65;50;26;19
2020-09-15 13:45:00;80;70;15;56;39;87;87;55;36;88;62;27;14
2020-09-15 14:00:00;70;68;21;51;39;85;85;49;35;73;61;16;21
2020-09-15 14:15:00;80;59;22;65;48;86;85;54;42;85;53;21;19
2020-09-15 14:30:00;66;74;25;56;39;97;103;51;46;82;61;21;27
2020-09-15 14:45:00;76;58;21;63;42;104;102;51;29;75;58;19;20
2020-09-15 15:00:00;78;67;29;44;47;93;76;44;37;81;64;21;27
2020-09-15 15:15:00;81;51;33;60;35;112;107;71;44;80;61;20;33
2020-09-15 15:30:00;89;95;28;61;53;95;100;59;37;85;56;20;26
2020-09-15 15:45:00;82;86;17;59;46;108;97;54;38;92;49;30;19
2020-09-15 16:00:00;89;98;16;67;37;110;108;50;41;111;71;27;15
2020-09-15 16:15:00;96;83;29;80;52;97;94;57;42;79;76;23;28
2020-09-15 16:30:00;90;95;40;56;45;111;119;60;39;96;68;28;35
2020-09-15 16:45:00;106;110;27;64;45;102;102;54;39;119;72;33;29
2020-09-15 17:00:00;99;110;26;73;32;115;80;50;35;95;84;29;23
2020-09-15 17:15:00;86;87;34;72;47;109;114;65;36;112;84;25;33
2020-09-15 17:30:00;83;79;23;58;47;115;87;67;44;99;75;18;21
2020-09-15 17:45:00;78;55;18;47;37;89;61;67;50;103;81;29;16
2020-09-15 18:00:00;76;77;29;52;32;76;58;43;35;98;70;20;30
2020-09-15 18:15:00;64;61;28;40;38;86;74;45;37;104;74;36;27
2020-09-15 18:30:00;45;41;19;37;34;55;42;43;30;112;68;30;17
2020-09-15 18:45:00;37;28;10;51;26;78;56;38;32;83;63;16;10
2020-09-15 19:00:00;44;29;17;31;29;51;38;26;21;79;61;20;15
2020-09-15 19:15:00;40;26;11;25;18;50;40;26;22;77;68;19;10
2020-09-15 19:30:00;36;25;8;27;25;44;40;25;22;52;41;14;7
2020-09-15 19:45:00;30;12;10;24;25;56;37;22;13;70;47;9;9
2020-09-15 20:00:00;28;17;9;21;26;36;32;18;13;45;39;9;9
2020-09-15 20:15:00;25;17;8;9;15;41;31;17;11;29;25;5;8
2020-09-15 20:30:00;33;12;6;7;18;36;24;10;8;23;18;6;6
2020-09-15 20:45:00;31;18;5;11;11;35;37;11;6;18;13;4;5
2020-09-15 21:00:00;28;23;11;8;13;35;29;13;10;22;11;4;11
2020-09-15 21:15:00;24;9;1;7;24;35;27;13;10;16;6;3;1
2020-09-15 21:30:00;17;12;2;6;9;27;20;14;13;19;10;4;2
2020-09-15 21:45:00;17;6;5;9;13;33;21;10;8;16;10;5;6
2020-09-15 22:00:00;19;12;2;7;8;32;12;13;9;13;6;4;3
2020-09-15 22:15:00;18;4;6;6;4;33;29;8;5;9;7;1;6
2020-09-15 22:30:00;17;6;8;5;3;28;25;8;5;13;12;7;8
2020-09-15 22:45:00;14;8;3;9;6;17;13;12;11;19;7;2;3
2020-09-15 23:00:00;12;3;4;10;10;16;11;1;3;15;14;4;3
2020-09-15 23:15:00;12;3;3;7;5;17;14;11;6;7;4;2;3
2020-09-15 23:30:00;12;6;2;3;4;7;4;2;2;8;6;2;2
