DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-11-09 00:00:00;4;1;4;2;0;2;1;0;3
2020-11-09 00:15:00;2;3;5;2;0;4;1;0;2
2020-11-09 00:30:00;1;1;0;3;1;3;5;0;3
2020-11-09 00:45:00;2;0;1;2;0;3;1;0;0
2020-11-09 01:00:00;1;0;0;0;0;1;2;0;1
2020-11-09 01:15:00;0;1;1;3;0;3;3;0;4
2020-11-09 01:30:00;1;1;1;1;0;0;0;0;0
2020-11-09 01:45:00;3;1;1;2;0;0;0;0;2
2020-11-09 02:00:00;2;1;1;1;2;1;0;0;3
2020-11-09 02:15:00;1;3;1;2;0;1;0;0;2
2020-11-09 02:30:00;3;1;0;3;0;1;0;0;1
2020-11-09 02:45:00;5;2;1;2;1;3;1;0;1
2020-11-09 03:00:00;2;0;0;2;1;2;1;0;4
2020-11-09 03:15:00;1;0;1;1;0;1;4;0;3
2020-11-09 03:30:00;3;3;1;3;2;1;1;0;1
2020-11-09 03:45:00;2;6;1;5;0;2;2;0;3
2020-11-09 04:00:00;6;1;1;3;1;3;1;0;3
2020-11-09 04:15:00;3;3;0;1;1;4;3;0;3
2020-11-09 04:30:00;4;3;3;11;0;7;4;0;5
2020-11-09 04:45:00;5;4;5;11;4;6;6;0;3
2020-11-09 05:00:00;21;11;1;16;5;17;14;0;1
2020-11-09 05:15:00;37;13;5;23;11;26;27;0;5
2020-11-09 05:30:00;42;26;8;30;15;34;31;0;14
2020-11-09 05:45:00;44;23;8;25;20;43;44;0;13
2020-11-09 06:00:00;33;16;10;37;34;49;54;0;17
2020-11-09 06:15:00;38;17;8;33;18;51;78;0;20
2020-11-09 06:30:00;42;41;8;33;22;74;97;0;20
2020-11-09 06:45:00;63;30;5;36;27;103;123;0;22
2020-11-09 07:00:00;59;26;2;40;27;129;137;0;24
2020-11-09 07:15:00;51;29;12;37;23;174;154;0;25
2020-11-09 07:30:00;69;54;15;29;21;125;119;0;21
2020-11-09 07:45:00;63;59;18;36;25;136;96;0;22
2020-11-09 08:00:00;69;33;17;33;37;72;77;0;26
2020-11-09 08:15:00;57;26;24;43;22;64;88;0;14
2020-11-09 08:30:00;55;28;19;32;29;61;60;0;22
2020-11-09 08:45:00;66;31;17;44;38;69;83;0;25
2020-11-09 09:00:00;53;42;16;33;32;51;61;0;14
2020-11-09 09:15:00;46;27;16;37;27;47;59;0;17
2020-11-09 09:30:00;57;38;14;39;27;57;66;0;20
2020-11-09 09:45:00;51;33;24;39;34;61;50;0;18
2020-11-09 10:00:00;61;36;16;43;29;49;61;0;21
2020-11-09 10:15:00;53;29;26;38;36;42;45;0;28
2020-11-09 10:30:00;68;37;24;32;41;55;80;0;21
2020-11-09 10:45:00;63;33;19;41;40;35;49;0;23
2020-11-09 11:00:00;66;31;9;35;33;48;48;0;20
2020-11-09 11:15:00;74;38;18;50;43;43;61;0;28
2020-11-09 11:30:00;68;40;24;38;38;53;48;0;17
2020-11-09 11:45:00;77;42;18;46;45;44;63;0;13
2020-11-09 12:00:00;73;43;19;47;45;53;51;0;14
2020-11-09 12:15:00;58;30;13;38;33;44;48;0;19
2020-11-09 12:30:00;77;51;25;43;30;62;76;0;25
2020-11-09 12:45:00;54;47;16;39;36;61;55;0;12
2020-11-09 13:00:00;96;86;22;48;45;48;56;0;10
2020-11-09 13:15:00;109;88;24;51;49;62;64;0;19
2020-11-09 13:30:00;106;96;21;48;55;76;94;0;20
2020-11-09 13:45:00;76;60;21;51;54;66;81;0;22
2020-11-09 14:00:00;94;74;16;59;58;71;70;0;9
2020-11-09 14:15:00;79;52;11;76;88;55;66;0;18
2020-11-09 14:30:00;88;86;19;86;86;76;79;0;18
2020-11-09 14:45:00;80;66;16;64;59;69;69;0;13
2020-11-09 15:00:00;76;70;24;73;82;77;77;0;20
2020-11-09 15:15:00;105;96;25;81;77;83;79;0;27
2020-11-09 15:30:00;97;71;25;77;71;79;87;0;22
2020-11-09 15:45:00;110;79;10;74;82;71;78;0;15
2020-11-09 16:00:00;112;96;22;85;88;78;76;0;11
2020-11-09 16:15:00;127;101;21;76;73;84;82;0;19
2020-11-09 16:30:00;128;101;20;74;73;85;85;0;18
2020-11-09 16:45:00;123;113;15;69;78;67;64;0;16
2020-11-09 17:00:00;113;88;24;52;67;96;77;0;22
2020-11-09 17:15:00;146;119;22;74;78;73;69;0;21
2020-11-09 17:30:00;90;68;24;61;58;66;63;0;13
2020-11-09 17:45:00;76;65;13;45;55;61;56;0;10
2020-11-09 18:00:00;63;51;15;46;45;54;53;0;8
2020-11-09 18:15:00;77;42;19;52;48;50;52;0;19
2020-11-09 18:30:00;55;34;13;43;36;40;44;0;7
2020-11-09 18:45:00;63;30;20;48;33;34;38;0;5
2020-11-09 19:00:00;41;23;11;27;18;41;35;0;12
2020-11-09 19:15:00;53;22;11;44;27;30;32;0;5
2020-11-09 19:30:00;43;23;8;22;19;34;35;0;7
2020-11-09 19:45:00;31;16;11;19;13;30;29;0;3
2020-11-09 20:00:00;34;24;10;23;10;31;19;0;5
2020-11-09 20:15:00;31;14;7;18;8;31;37;0;5
2020-11-09 20:30:00;24;12;10;19;6;31;24;0;8
2020-11-09 20:45:00;14;10;13;15;7;17;21;0;6
2020-11-09 21:00:00;26;11;6;23;13;16;12;0;3
2020-11-09 21:15:00;27;14;7;35;13;17;10;0;2
2020-11-09 21:30:00;31;5;3;20;6;19;13;0;10
2020-11-09 21:45:00;13;9;3;48;52;8;3;0;4
2020-11-09 22:00:00;21;11;4;57;46;23;32;0;3
2020-11-09 22:15:00;17;10;4;59;45;16;22;0;1
2020-11-09 22:30:00;8;3;3;9;6;12;16;0;4
2020-11-09 22:45:00;11;3;1;10;4;2;0;0;3
2020-11-09 23:00:00;6;2;4;6;1;11;7;0;3
2020-11-09 23:15:00;7;2;1;6;4;9;4;0;2
2020-11-09 23:30:00;3;2;4;5;1;3;3;0;0
2020-11-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
