DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-05-15 00:00:00;3;1;6;2;7;2;2;1;3;3;0;0;0;0
2020-05-15 00:15:00;4;5;8;1;3;3;0;1;6;1;0;0;0;0
2020-05-15 00:30:00;6;2;7;0;6;4;2;0;1;2;0;0;0;0
2020-05-15 00:45:00;4;6;10;0;5;3;0;0;2;4;0;0;0;0
2020-05-15 01:00:00;4;4;13;2;4;1;1;2;3;5;0;0;0;0
2020-05-15 01:15:00;2;3;3;0;3;5;0;0;1;3;0;0;0;0
2020-05-15 01:30:00;1;0;7;2;4;2;2;0;0;3;0;0;0;0
2020-05-15 01:45:00;4;3;2;0;6;2;1;0;1;4;0;0;0;0
2020-05-15 02:00:00;1;3;1;0;7;3;0;0;3;3;0;0;0;0
2020-05-15 02:15:00;4;3;5;0;7;2;4;0;2;1;0;0;0;0
2020-05-15 02:30:00;3;5;4;0;2;0;0;0;1;3;0;0;0;0
2020-05-15 02:45:00;1;3;2;0;6;3;2;1;3;3;0;0;0;0
2020-05-15 03:00:00;2;0;5;0;3;3;1;0;0;5;0;0;0;0
2020-05-15 03:15:00;2;1;4;0;3;2;2;0;0;3;0;0;0;0
2020-05-15 03:30:00;3;0;1;1;2;0;1;0;3;1;0;0;0;0
2020-05-15 03:45:00;1;3;3;0;3;0;1;0;3;4;0;0;0;0
2020-05-15 04:00:00;3;1;4;0;5;3;2;0;1;4;0;0;0;0
2020-05-15 04:15:00;1;2;2;1;4;6;0;0;2;2;0;0;0;0
2020-05-15 04:30:00;2;6;10;0;5;4;2;2;3;5;0;0;0;0
2020-05-15 04:45:00;4;16;12;1;6;5;2;1;15;15;0;0;0;0
2020-05-15 05:00:00;13;14;12;2;9;6;1;1;38;43;0;0;0;0
2020-05-15 05:15:00;54;60;21;11;19;14;5;3;20;34;0;0;0;0
2020-05-15 05:30:00;72;72;33;23;19;17;13;8;16;20;0;0;0;0
2020-05-15 05:45:00;58;40;43;27;18;16;16;5;12;11;0;0;0;0
2020-05-15 06:00:00;44;32;34;14;18;26;13;5;13;23;0;0;0;0
2020-05-15 06:15:00;56;43;46;23;29;34;21;7;17;14;0;0;0;0
2020-05-15 06:30:00;94;59;55;44;34;46;26;7;28;25;0;0;0;0
2020-05-15 06:45:00;82;62;72;40;32;35;29;12;19;21;0;0;0;0
2020-05-15 07:00:00;74;48;79;47;50;42;28;8;16;26;0;0;0;0
2020-05-15 07:15:00;94;63;71;55;44;55;42;16;29;22;0;0;0;0
2020-05-15 07:30:00;97;68;65;66;56;61;34;21;40;41;0;0;0;0
2020-05-15 07:45:00;85;55;66;49;45;37;30;13;30;34;0;0;0;0
2020-05-15 08:00:00;63;49;68;29;54;60;32;14;34;37;0;0;0;0
2020-05-15 08:15:00;52;37;55;27;45;32;20;13;33;21;0;0;0;0
2020-05-15 08:30:00;69;40;70;38;44;53;32;16;38;39;0;0;0;0
2020-05-15 08:45:00;66;40;71;38;41;47;27;17;34;34;0;0;0;0
2020-05-15 09:00:00;45;38;68;44;36;47;29;15;35;24;0;0;0;0
2020-05-15 09:15:00;48;31;73;38;60;38;26;11;33;40;0;0;0;0
2020-05-15 09:30:00;53;34;79;43;39;51;37;15;41;46;0;0;0;0
2020-05-15 09:45:00;60;50;99;68;68;65;42;20;35;47;0;0;0;0
2020-05-15 10:00:00;42;32;71;35;71;42;22;13;35;38;0;0;0;0
2020-05-15 10:15:00;51;42;83;43;56;56;37;23;40;40;0;0;0;0
2020-05-15 10:30:00;53;48;102;56;71;50;32;14;42;57;0;0;0;0
2020-05-15 10:45:00;52;48;101;34;62;58;31;16;44;52;0;0;0;0
2020-05-15 11:00:00;54;41;87;41;62;58;33;19;47;45;0;0;0;0
2020-05-15 11:15:00;77;53;109;46;82;59;30;23;53;62;0;0;0;0
2020-05-15 11:30:00;70;43;88;57;75;62;34;21;48;45;0;0;0;0
2020-05-15 11:45:00;52;39;88;56;66;59;41;23;42;41;0;0;0;0
2020-05-15 12:00:00;51;39;97;67;80;59;35;21;62;58;0;0;0;0
2020-05-15 12:15:00;56;35;80;51;73;64;39;20;59;54;0;0;0;0
2020-05-15 12:30:00;61;52;89;56;65;71;29;17;67;61;0;0;0;0
2020-05-15 12:45:00;67;39;84;54;70;66;39;18;63;50;0;0;0;0
2020-05-15 13:00:00;59;35;105;59;81;76;30;20;51;53;0;0;0;0
2020-05-15 13:15:00;62;60;92;42;71;58;38;32;53;49;0;0;0;0
2020-05-15 13:30:00;71;59;93;50;77;80;38;14;60;60;0;0;0;0
2020-05-15 13:45:00;90;63;107;46;78;64;31;20;76;81;0;0;0;0
2020-05-15 14:00:00;72;49;88;38;68;54;38;25;54;59;0;0;0;0
2020-05-15 14:15:00;28;30;40;25;41;51;21;18;36;39;0;0;0;0
2020-05-15 14:30:00;54;52;95;52;71;64;43;22;61;56;0;0;0;0
2020-05-15 14:45:00;56;38;85;41;79;73;34;17;61;56;0;0;0;0
2020-05-15 15:00:00;64;47;96;65;74;65;43;23;60;62;0;0;0;0
2020-05-15 15:15:00;54;44;101;61;67;60;33;8;64;68;0;0;0;0
2020-05-15 15:30:00;47;32;87;47;75;69;35;26;54;49;0;0;0;0
2020-05-15 15:45:00;59;52;76;47;74;55;36;23;60;53;0;0;0;0
2020-05-15 16:00:00;54;42;83;47;86;59;34;9;54;50;0;0;0;0
2020-05-15 16:15:00;44;39;83;49;65;65;42;15;52;51;0;0;0;0
2020-05-15 16:30:00;63;46;84;55;76;67;40;23;59;49;0;0;0;0
2020-05-15 16:45:00;57;43;76;52;61;64;39;20;58;48;0;0;0;0
2020-05-15 17:00:00;50;40;91;47;79;57;38;15;39;44;0;0;0;0
2020-05-15 17:15:00;51;42;81;47;60;55;40;19;42;45;0;0;0;0
2020-05-15 17:30:00;15;10;29;13;17;20;10;2;11;12;0;0;0;0
2020-05-15 17:45:00;
2020-05-15 18:00:00;
2020-05-15 18:15:00;
2020-05-15 18:30:00;
2020-05-15 18:45:00;28;27;55;30;42;35;24;11;18;26;0;0;0;0
2020-05-15 19:00:00;29;32;61;32;54;40;30;19;33;36;0;0;0;0
2020-05-15 19:15:00;33;31;54;24;52;42;27;13;26;42;0;0;0;0
2020-05-15 19:30:00;31;32;47;20;47;41;27;9;29;43;0;0;0;0
2020-05-15 19:45:00;33;18;43;17;41;32;25;11;28;16;0;0;0;0
2020-05-15 20:00:00;36;26;43;16;52;45;25;8;22;30;0;0;0;0
2020-05-15 20:15:00;43;26;46;16;38;38;20;6;20;25;0;0;0;0
2020-05-15 20:30:00;33;27;34;20;31;23;18;13;15;24;0;0;0;0
2020-05-15 20:45:00;32;21;36;16;30;24;13;3;22;25;0;0;0;0
2020-05-15 21:00:00;42;36;31;12;35;20;13;3;32;41;0;0;0;0
2020-05-15 21:15:00;40;45;33;7;20;21;19;5;33;29;0;0;0;0
2020-05-15 21:30:00;42;37;31;8;21;14;13;6;14;14;0;0;0;0
2020-05-15 21:45:00;14;18;23;7;19;22;15;5;23;16;0;0;0;0
2020-05-15 22:00:00;20;12;26;6;23;21;10;4;25;22;0;0;0;0
2020-05-15 22:15:00;22;10;19;3;19;8;6;1;18;20;0;0;0;0
2020-05-15 22:30:00;14;9;19;10;14;11;7;6;10;8;0;0;0;0
2020-05-15 22:45:00;16;9;19;5;13;11;8;2;8;6;0;0;0;0
2020-05-15 23:00:00;15;13;18;6;19;11;11;1;11;11;0;0;0;0
2020-05-15 23:15:00;10;9;19;3;17;11;6;3;11;14;0;0;0;0
2020-05-15 23:30:00;15;11;14;3;10;6;4;2;7;11;0;0;0;0
2020-05-15 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
