DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2019-11-29 00:00:00;6;8;6;11;15;2;0;0;0;0;0;0;0
2019-11-29 00:15:00;5;8;1;24;14;3;0;0;0;0;0;0;0
2019-11-29 00:30:00;9;13;4;14;3;2;0;0;0;0;0;0;0
2019-11-29 00:45:00;2;7;2;14;9;0;0;0;0;0;0;0;0
2019-11-29 01:00:00;3;9;9;8;5;2;0;0;0;0;0;0;0
2019-11-29 01:15:00;3;5;5;8;5;2;0;0;0;0;0;0;0
2019-11-29 01:30:00;1;3;3;6;5;0;0;0;0;0;0;0;0
2019-11-29 01:45:00;2;6;5;8;7;0;0;0;0;0;0;0;0
2019-11-29 02:00:00;1;7;2;6;5;1;0;0;0;0;0;0;0
2019-11-29 02:15:00;0;3;4;5;5;1;0;0;0;0;0;0;0
2019-11-29 02:30:00;3;2;2;8;5;0;0;0;0;0;0;0;0
2019-11-29 02:45:00;2;6;3;10;5;1;0;0;0;0;0;0;0
2019-11-29 03:00:00;0;2;7;4;1;0;0;0;0;0;0;0;0
2019-11-29 03:15:00;1;5;3;4;7;0;0;0;0;0;0;0;0
2019-11-29 03:30:00;1;2;1;3;4;0;0;0;0;0;0;0;0
2019-11-29 03:45:00;4;5;5;5;4;1;0;0;0;0;0;0;0
2019-11-29 04:00:00;1;7;5;14;7;1;0;0;0;0;0;0;0
2019-11-29 04:15:00;7;11;7;11;2;3;0;0;0;0;0;0;0
2019-11-29 04:30:00;5;8;4;24;13;0;0;0;0;0;0;0;0
2019-11-29 04:45:00;2;17;10;43;36;2;0;2;0;0;0;0;0
2019-11-29 05:00:00;8;25;6;53;51;2;0;1;0;0;0;0;0
2019-11-29 05:15:00;9;16;8;99;97;1;0;0;0;0;0;0;0
2019-11-29 05:30:00;24;50;21;99;105;4;0;0;0;0;0;0;0
2019-11-29 05:45:00;33;74;18;88;100;1;0;0;0;0;0;0;0
2019-11-29 06:00:00;43;91;17;91;82;3;0;0;0;0;0;0;0
2019-11-29 06:15:00;35;69;23;103;94;8;0;0;0;0;0;1;0
2019-11-29 06:30:00;34;56;34;110;111;5;0;1;2;0;0;0;0
2019-11-29 06:45:00;29;57;40;123;130;5;0;2;1;0;0;0;0
2019-11-29 07:00:00;36;64;29;117;121;12;0;2;0;0;0;0;0
2019-11-29 07:15:00;43;82;41;125;116;10;0;1;0;0;0;12;0
2019-11-29 07:30:00;49;98;52;161;163;26;0;1;3;0;0;0;0
2019-11-29 07:45:00;67;100;57;152;151;34;0;1;13;0;18;0;0
2019-11-29 08:00:00;53;89;51;115;123;26;0;1;7;0;1;3;0
2019-11-29 08:15:00;51;76;54;123;115;24;0;0;9;0;0;0;0
2019-11-29 08:30:00;38;70;50;106;114;24;0;1;0;0;0;0;2
2019-11-29 08:45:00;54;78;60;106;97;29;0;0;12;1;0;0;0
2019-11-29 09:00:00;55;87;45;92;105;25;0;1;5;0;0;0;0
2019-11-29 09:15:00;44;67;39;92;100;27;0;0;3;0;0;0;0
2019-11-29 09:30:00;51;77;46;101;101;25;0;1;2;0;0;0;0
2019-11-29 09:45:00;55;79;45;113;105;20;0;0;13;0;0;1;0
2019-11-29 10:00:00;52;81;46;111;99;25;0;2;1;2;0;0;2
2019-11-29 10:15:00;48;95;47;138;113;37;0;0;0;0;0;0;0
2019-11-29 10:30:00;53;92;48;123;128;35;0;0;1;0;0;0;0
2019-11-29 10:45:00;51;77;46;134;132;29;0;1;0;0;0;0;0
2019-11-29 11:00:00;67;74;53;129;119;42;0;3;0;0;0;5;0
2019-11-29 11:15:00;70;116;60;121;108;32;0;2;14;0;0;1;0
2019-11-29 11:30:00;54;117;53;103;117;34;0;1;8;6;0;2;19
2019-11-29 11:45:00;54;109;56;112;120;32;0;1;3;0;0;0;0
2019-11-29 12:00:00;69;114;48;142;142;51;0;1;0;0;0;8;1
2019-11-29 12:15:00;67;113;51;96;102;26;0;3;3;0;0;1;0
