DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-09-25 00:00:00;8;10;2;0;0;0;1;8;5;7;2;7;9;7;8;0;0
2020-09-25 00:15:00;5;10;1;0;0;0;0;15;13;3;1;5;6;7;7;0;0
2020-09-25 00:30:00;4;10;4;0;0;0;0;6;4;4;3;5;6;2;5;2;0
2020-09-25 00:45:00;4;9;2;1;0;1;1;5;3;5;1;8;8;2;0;2;0
2020-09-25 01:00:00;4;5;1;0;0;0;1;3;4;2;0;7;8;1;0;0;0
2020-09-25 01:15:00;5;7;1;0;0;0;0;3;2;2;0;3;5;3;0;0;0
2020-09-25 01:30:00;6;7;3;0;0;0;0;2;3;2;0;3;6;1;2;0;0
2020-09-25 01:45:00;3;5;0;0;0;0;0;2;5;4;1;2;4;1;0;0;0
2020-09-25 02:00:00;6;7;2;0;0;0;0;3;3;1;0;3;4;1;0;0;0
2020-09-25 02:15:00;10;3;0;0;0;0;0;0;0;3;2;4;3;2;1;0;0
2020-09-25 02:30:00;9;4;2;0;0;0;0;0;2;2;0;1;2;0;3;0;0
2020-09-25 02:45:00;5;6;2;1;0;0;0;3;0;3;2;3;4;1;1;1;0
2020-09-25 03:00:00;5;5;1;0;0;0;0;5;3;5;1;5;3;3;1;1;0
2020-09-25 03:15:00;5;8;1;0;0;0;0;3;4;4;0;5;2;0;0;0;0
2020-09-25 03:30:00;7;6;1;0;0;0;0;3;2;3;2;6;8;4;0;1;0
2020-09-25 03:45:00;5;7;2;0;0;0;0;3;2;1;1;5;6;1;0;0;0
2020-09-25 04:00:00;11;4;0;1;0;0;1;2;3;2;2;4;6;0;0;2;0
2020-09-25 04:15:00;10;10;2;0;0;0;0;5;9;5;1;3;5;2;2;1;0
2020-09-25 04:30:00;8;13;5;1;0;0;0;11;12;11;1;7;2;1;0;0;0
2020-09-25 04:45:00;14;23;9;0;0;0;0;9;5;10;2;11;9;4;1;2;0
2020-09-25 05:00:00;19;44;41;0;0;0;0;8;13;8;5;40;14;8;3;1;0
2020-09-25 05:15:00;21;59;62;1;0;0;0;14;25;12;8;35;12;3;7;2;0
2020-09-25 05:30:00;49;64;86;0;0;0;0;22;30;18;11;34;16;7;12;1;0
2020-09-25 05:45:00;59;56;52;1;0;1;0;36;58;21;12;39;21;6;9;0;0
2020-09-25 06:00:00;59;44;44;0;0;0;0;35;73;29;18;32;29;8;8;1;0
2020-09-25 06:15:00;87;65;68;3;0;1;0;42;61;20;26;39;16;11;26;6;0
2020-09-25 06:30:00;79;84;92;5;0;2;3;96;45;19;13;68;37;19;20;11;0
