DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-01-23 00:00:00;3;4;8;0;0;4;0;0;0;0;0;0
2020-01-23 00:15:00;3;5;9;0;5;7;1;0;0;0;0;0
2020-01-23 00:30:00;1;4;10;0;0;7;0;0;0;0;0;0
2020-01-23 00:45:00;0;2;4;0;1;3;0;0;0;0;0;0
2020-01-23 01:00:00;0;1;5;0;0;4;0;0;0;0;0;0
2020-01-23 01:15:00;1;2;4;0;0;2;0;0;0;0;0;0
2020-01-23 01:30:00;2;2;6;0;0;4;1;0;0;0;0;0
2020-01-23 01:45:00;0;1;5;0;0;5;0;0;0;0;0;0
2020-01-23 02:00:00;2;3;2;0;0;2;0;0;0;0;0;0
2020-01-23 02:15:00;2;1;2;0;0;1;0;0;0;0;0;0
2020-01-23 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-23 02:45:00;2;5;4;0;0;0;0;0;0;0;0;0
2020-01-23 03:00:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-01-23 03:15:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-01-23 03:30:00;0;1;2;0;0;1;0;0;0;0;0;0
2020-01-23 03:45:00;1;1;2;1;0;2;0;0;0;0;0;0
2020-01-23 04:00:00;1;1;3;0;0;2;0;0;0;0;0;0
2020-01-23 04:15:00;0;2;5;0;0;3;0;0;0;0;0;0
2020-01-23 04:30:00;0;2;3;0;0;2;0;0;0;0;0;0
2020-01-23 04:45:00;2;2;9;0;0;7;0;0;0;0;0;0
2020-01-23 05:00:00;3;5;8;0;1;4;0;0;0;0;0;0
2020-01-23 05:15:00;8;7;9;1;0;4;0;0;0;0;0;0
2020-01-23 05:30:00;5;9;14;1;3;8;0;0;0;0;0;0
2020-01-23 05:45:00;16;22;28;1;5;18;0;0;0;0;0;0
2020-01-23 06:00:00;7;14;25;3;7;15;0;0;0;0;0;0
2020-01-23 06:15:00;25;44;49;10;6;25;0;0;0;0;0;0
2020-01-23 06:30:00;25;29;50;15;9;37;0;0;0;0;0;0
2020-01-23 06:45:00;40;65;73;27;4;43;0;0;0;0;0;0
2020-01-23 07:00:00;45;90;79;53;13;46;0;0;0;0;0;0
2020-01-23 07:15:00;47;130;93;74;8;50;0;0;0;0;0;0
2020-01-23 07:30:00;86;152;100;66;15;92;1;4;0;0;0;0
2020-01-23 07:45:00;83;131;105;70;6;93;0;0;0;0;0;0
2020-01-23 08:00:00;58;63;90;19;9;58;0;0;0;0;0;0
2020-01-23 08:15:00;61;79;97;19;7;65;1;0;1;0;0;0
2020-01-23 08:30:00;45;52;81;22;8;51;0;0;0;0;0;0
2020-01-23 08:45:00;42;65;84;15;5;53;1;0;0;0;0;0
2020-01-23 09:00:00;46;63;89;19;10;61;1;0;1;0;0;0
2020-01-23 09:15:00;41;61;77;26;7;38;0;0;0;0;0;0
2020-01-23 09:30:00;44;68;78;12;6;53;1;0;0;0;0;0
2020-01-23 09:45:00;39;62;82;16;8;49;0;0;4;0;0;0
2020-01-23 10:00:00;45;48;84;21;8;51;0;0;0;0;0;0
2020-01-23 10:15:00;41;54;68;20;5;40;0;0;0;0;0;0
2020-01-23 10:30:00;28;40;79;16;9;47;0;0;0;0;0;0
2020-01-23 10:45:00;43;46;75;8;5;44;0;0;9;0;0;0
2020-01-23 11:00:00;32;45;92;15;9;68;2;0;0;0;0;0
2020-01-23 11:15:00;43;56;90;22;7;59;1;0;0;0;0;0
2020-01-23 11:30:00;25;37;89;14;11;67;0;0;0;0;0;0
