DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-01-04 00:00:00;15;9;3;1;1;4;6;6
2020-01-04 00:15:00;15;11;4;2;3;13;14;8
2020-01-04 00:30:00;14;9;4;1;1;7;21;10
2020-01-04 00:45:00;16;16;3;2;2;7;18;11
2020-01-04 01:00:00;7;13;10;2;1;6;20;7
2020-01-04 01:15:00;9;11;4;0;1;7;19;8
2020-01-04 01:30:00;7;10;3;0;1;5;14;4
2020-01-04 01:45:00;12;15;4;4;5;11;16;8
2020-01-04 02:00:00;7;7;3;0;1;2;12;7
2020-01-04 02:15:00;7;6;3;0;3;6;5;3
2020-01-04 02:30:00;2;5;2;0;0;0;8;3
2020-01-04 02:45:00;8;5;2;0;0;3;16;9
2020-01-04 03:00:00;2;2;1;0;0;2;8;3
2020-01-04 03:15:00;1;5;1;1;2;5;9;1
2020-01-04 03:30:00;6;7;1;1;1;5;6;4
2020-01-04 03:45:00;3;4;1;0;0;3;9;3
2020-01-04 04:00:00;2;2;1;1;1;2;5;4
2020-01-04 04:15:00;9;7;1;0;0;2;4;0
2020-01-04 04:30:00;8;1;0;0;0;5;1;3
2020-01-04 04:45:00;8;4;1;2;1;3;9;6
2020-01-04 05:00:00;4;5;1;1;1;2;10;3
2020-01-04 05:15:00;17;7;5;0;1;5;13;4
2020-01-04 05:30:00;18;9;6;1;1;5;15;6
2020-01-04 05:45:00;10;15;4;0;0;8;13;6
2020-01-04 06:00:00;11;10;7;0;0;1;5;4
2020-01-04 06:15:00;6;5;2;2;0;6;17;9
2020-01-04 06:30:00;7;12;9;2;0;4;8;4
2020-01-04 06:45:00;13;16;8;1;0;12;13;4
2020-01-04 07:00:00;11;10;4;0;1;9;9;6
2020-01-04 07:15:00;13;6;4;2;0;19;14;7
2020-01-04 07:30:00;21;19;10;3;2;16;9;7
2020-01-04 07:45:00;27;23;4;7;7;22;22;17
2020-01-04 08:00:00;28;32;15;3;4;31;19;5
2020-01-04 08:15:00;27;33;18;9;7;34;22;14
2020-01-04 08:30:00;42;39;11;8;10;28;32;14
2020-01-04 08:45:00;51;43;17;6;5;29;41;22
2020-01-04 09:00:00;56;53;20;2;1;32;46;23
2020-01-04 09:15:00;51;65;19;7;5;39;49;35
2020-01-04 09:30:00;64;65;21;7;7;40;64;31
2020-01-04 09:45:00;80;93;29;10;9;51;66;41
2020-01-04 10:00:00;80;84;29;13;13;50;87;40
2020-01-04 10:15:00;81;80;33;10;13;45;82;56
2020-01-04 10:30:00;82;95;14;13;13;62;94;48
2020-01-04 10:45:00;99;103;19;11;10;54;86;52
2020-01-04 11:00:00;105;112;25;11;11;56;81;62
2020-01-04 11:15:00;101;94;25;9;13;57;94;75
2020-01-04 11:30:00;116;122;27;12;16;63;106;72
2020-01-04 11:45:00;111;122;20;13;13;60;102;71
2020-01-04 12:00:00;137;138;35;9;13;50;111;67
2020-01-04 12:15:00;134;120;31;12;13;65;95;71
2020-01-04 12:30:00;122;125;20;11;8;52;108;80
2020-01-04 12:45:00;124;123;22;9;14;59;100;71
2020-01-04 13:00:00;116;137;30;14;14;60;103;67
2020-01-04 13:15:00;118;114;30;11;18;78;106;62
2020-01-04 13:30:00;104;131;37;11;11;55;100;77
2020-01-04 13:45:00;116;126;34;13;19;65;117;86
2020-01-04 14:00:00;101;127;31;14;16;76;117;79
2020-01-04 14:15:00;96;119;23;14;11;66;105;86
2020-01-04 14:30:00;102;121;21;7;11;62;123;80
2020-01-04 14:45:00;109;133;22;18;21;77;127;90
2020-01-04 15:00:00;118;119;13;14;13;63;125;86
2020-01-04 15:15:00;123;123;33;19;10;76;117;111
2020-01-04 15:30:00;106;123;24;9;13;47;136;84
2020-01-04 15:45:00;110;117;18;15;12;65;125;100
2020-01-04 16:00:00;108;115;20;8;5;58;131;94
2020-01-04 16:15:00;127;122;24;11;10;74;133;84
2020-01-04 16:30:00;109;122;21;11;11;60;109;84
2020-01-04 16:45:00;107;104;26;12;16;66;105;79
2020-01-04 17:00:00;80;93;25;18;16;66;111;64
2020-01-04 17:15:00;86;95;25;6;9;55;123;78
2020-01-04 17:30:00;92;125;26;7;12;50;118;78
2020-01-04 17:45:00;74;91;27;10;13;70;113;71
2020-01-04 18:00:00;65;76;22;8;11;52;119;71
2020-01-04 18:15:00;67;86;20;17;12;67;121;76
2020-01-04 18:30:00;80;79;19;12;11;52;112;76
2020-01-04 18:45:00;71;76;23;9;11;57;110;70
2020-01-04 19:00:00;69;75;32;10;12;55;122;65
2020-01-04 19:15:00;54;68;20;10;6;48;106;59
2020-01-04 19:30:00;53;54;17;8;13;46;94;46
2020-01-04 19:45:00;44;41;20;6;4;36;66;41
2020-01-04 20:00:00;41;33;9;2;7;43;70;44
2020-01-04 20:15:00;34;35;10;6;3;42;54;36
2020-01-04 20:30:00;37;34;8;6;4;36;40;27
2020-01-04 20:45:00;27;18;8;6;7;41;33;16
2020-01-04 21:00:00;27;26;9;7;5;37;41;23
2020-01-04 21:15:00;24;28;6;6;3;21;32;17
2020-01-04 21:30:00;32;28;8;5;5;30;32;16
2020-01-04 21:45:00;29;13;10;2;1;24;27;14
2020-01-04 22:00:00;44;32;12;1;3;20;44;24
2020-01-04 22:15:00;26;19;10;3;0;21;33;28
2020-01-04 22:30:00;28;25;10;6;3;30;36;17
2020-01-04 22:45:00;36;21;8;2;4;24;32;18
2020-01-04 23:00:00;33;25;7;3;6;18;31;11
2020-01-04 23:15:00;24;19;12;1;4;22;35;13
2020-01-04 23:30:00;26;25;4;4;4;18;19;9
2020-01-04 23:45:00;23;22;6;1;2;12;23;9
