DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-04-20 00:00:00;4;11;0;0;0;0;0
2020-04-20 00:15:00;4;4;0;0;0;0;0
2020-04-20 00:30:00;14;4;0;0;0;0;0
2020-04-20 00:45:00;4;5;1;1;0;0;0
2020-04-20 01:00:00;2;5;0;0;0;0;0
2020-04-20 01:15:00;10;4;0;0;0;0;0
2020-04-20 01:30:00;6;10;0;0;0;0;0
2020-04-20 01:45:00;4;9;0;0;0;0;0
2020-04-20 02:00:00;1;6;0;0;0;0;0
2020-04-20 02:15:00;5;10;0;0;0;0;0
2020-04-20 02:30:00;5;2;0;0;0;0;0
2020-04-20 02:45:00;3;5;0;0;0;0;0
2020-04-20 03:00:00;2;6;0;0;0;0;0
2020-04-20 03:15:00;5;3;0;0;0;0;0
2020-04-20 03:30:00;7;4;0;0;0;0;0
2020-04-20 03:45:00;6;6;0;0;0;0;0
2020-04-20 04:00:00;3;5;0;0;0;0;0
2020-04-20 04:15:00;9;13;2;2;0;0;0
2020-04-20 04:30:00;7;9;0;0;0;0;0
2020-04-20 04:45:00;14;8;1;1;0;0;0
2020-04-20 05:00:00;16;18;0;0;0;0;0
2020-04-20 05:15:00;34;28;0;0;0;0;0
2020-04-20 05:30:00;60;48;2;2;0;0;0
2020-04-20 05:45:00;86;59;6;6;0;0;0
2020-04-20 06:00:00;62;36;1;1;0;0;0
2020-04-20 06:15:00;98;76;3;3;0;0;0
2020-04-20 06:30:00;130;86;4;4;0;0;0
2020-04-20 06:45:00;157;119;3;3;0;0;0
2020-04-20 07:00:00;129;117;6;6;9;0;0
2020-04-20 07:15:00;138;113;9;9;0;0;0
2020-04-20 07:30:00;174;113;4;4;2;0;0
2020-04-20 07:45:00;176;143;5;5;1;0;0
2020-04-20 08:00:00;126;135;2;2;0;0;0
2020-04-20 08:15:00;121;114;10;10;0;0;0
2020-04-20 08:30:00;115;122;6;6;3;0;0
2020-04-20 08:45:00;150;125;8;8;2;0;0
2020-04-20 09:00:00;124;105;4;4;1;0;0
2020-04-20 09:15:00;149;123;1;1;0;0;0
2020-04-20 09:30:00;137;130;8;8;1;0;0
2020-04-20 09:45:00;167;135;5;5;2;0;0
2020-04-20 10:00:00;161;133;7;7;3;0;0
2020-04-20 10:15:00;157;145;8;8;0;0;0
2020-04-20 10:30:00;152;138;5;5;2;0;0
2020-04-20 10:45:00;169;135;3;3;3;0;0
2020-04-20 11:00:00;149;142;5;5;0;0;0
2020-04-20 11:15:00;163;138;9;9;0;0;0
2020-04-20 11:30:00;173;134;4;4;4;0;0
2020-04-20 11:45:00;155;130;13;13;1;0;0
2020-04-20 12:00:00;167;135;7;7;6;0;0
2020-04-20 12:15:00;141;145;8;8;1;0;0
2020-04-20 12:30:00;173;146;5;5;8;0;0
2020-04-20 12:45:00;132;137;4;4;10;0;0
2020-04-20 13:00:00;130;131;2;2;3;0;0
2020-04-20 13:15:00;157;133;5;5;5;0;0
2020-04-20 13:30:00;161;133;3;3;4;0;0
2020-04-20 13:45:00;146;159;5;5;3;0;0
2020-04-20 14:00:00;156;123;3;3;2;0;0
2020-04-20 14:15:00;153;162;5;5;10;0;0
2020-04-20 14:30:00;167;168;7;7;22;0;0
2020-04-20 14:45:00;164;164;8;8;20;0;0
2020-04-20 15:00:00;143;144;7;7;1;0;0
2020-04-20 15:15:00;150;157;10;10;10;0;0
2020-04-20 15:30:00;138;202;4;4;3;0;0
2020-04-20 15:45:00;168;172;10;10;16;0;0
2020-04-20 16:00:00;192;161;8;8;12;0;0
2020-04-20 16:15:00;171;162;10;10;33;0;0
2020-04-20 16:30:00;183;168;8;8;4;0;0
2020-04-20 16:45:00;157;181;1;1;30;0;0
2020-04-20 17:00:00;150;163;14;14;13;0;0
2020-04-20 17:15:00;180;139;13;13;15;0;0
2020-04-20 17:30:00;130;134;8;8;3;0;0
2020-04-20 17:45:00;146;159;1;1;27;0;0
2020-04-20 18:00:00;115;127;12;12;14;0;0
2020-04-20 18:15:00;131;113;5;5;3;0;0
2020-04-20 18:30:00;113;111;6;6;140;0;0
2020-04-20 18:45:00;92;82;4;4;19;0;0
2020-04-20 19:00:00;91;89;2;2;10;0;0
2020-04-20 19:15:00;88;75;4;4;8;0;0
2020-04-20 19:30:00;70;67;3;3;3;0;0
2020-04-20 19:45:00;71;61;3;3;0;0;0
2020-04-20 20:00:00;62;68;4;4;2;0;0
2020-04-20 20:15:00;49;67;2;2;13;0;0
2020-04-20 20:30:00;49;57;2;2;0;0;0
2020-04-20 20:45:00;40;41;2;2;0;0;0
2020-04-20 21:00:00;33;38;1;1;0;0;0
2020-04-20 21:15:00;29;45;2;2;0;0;0
2020-04-20 21:30:00;22;18;1;1;0;0;0
2020-04-20 21:45:00;28;27;1;1;0;0;0
2020-04-20 22:00:00;28;25;0;0;2;0;0
2020-04-20 22:15:00;34;28;0;0;0;0;0
2020-04-20 22:30:00;17;23;0;0;0;0;0
2020-04-20 22:45:00;19;12;2;2;0;0;0
2020-04-20 23:00:00;17;12;0;0;0;0;0
2020-04-20 23:15:00;18;15;1;1;0;0;0
2020-04-20 23:30:00;11;10;0;0;0;0;0
2020-04-20 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
