DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-12-14 00:00:00;4;1;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 00:15:00;7;4;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 00:30:00;6;7;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 00:45:00;6;6;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 01:00:00;3;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 01:15:00;7;5;0;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 01:30:00;4;5;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 01:45:00;5;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 02:00:00;5;3;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 02:15:00;2;3;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 02:30:00;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 02:45:00;1;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 03:00:00;5;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 03:15:00;4;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 03:30:00;10;5;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 03:45:00;6;4;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 04:00:00;5;3;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 04:15:00;7;1;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 04:30:00;24;15;0;7;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 04:45:00;39;23;0;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 05:00:00;68;71;0;13;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 05:15:00;73;84;0;17;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 05:30:00;74;100;0;15;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 05:45:00;87;85;0;22;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 06:00:00;70;59;1;31;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 06:15:00;100;97;0;33;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 06:30:00;119;103;0;37;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 06:45:00;126;121;0;51;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 07:00:00;119;124;0;47;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 07:15:00;131;142;0;70;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 07:30:00;167;184;0;147;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 07:45:00;136;160;1;113;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 08:00:00;155;176;0;88;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 08:15:00;115;124;1;79;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 08:30:00;133;123;0;76;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 08:45:00;108;132;1;73;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 09:00:00;98;133;3;74;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 09:15:00;119;108;1;68;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 09:30:00;137;124;0;79;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 09:45:00;160;163;0;77;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 10:00:00;123;126;0;74;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 10:15:00;153;144;1;116;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 10:30:00;95;149;0;96;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 10:45:00;125;212;0;124;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 11:00:00;126;140;1;210;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 11:15:00;213;100;1;89;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 11:30:00;140;144;1;103;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 11:45:00;130;136;3;85;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0
