DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-07-27 00:00:00;2;7;0;0;0;1;1;0;1;1;0;0;0
2020-07-27 00:15:00;1;4;0;0;6;10;6;7;3;2;1;0;0
2020-07-27 00:30:00;1;0;0;0;8;8;5;2;2;1;0;0;0
2020-07-27 00:45:00;1;2;1;0;1;4;2;2;1;2;0;0;0
2020-07-27 01:00:00;2;0;0;0;3;6;2;1;3;0;1;0;0
2020-07-27 01:15:00;1;1;0;0;1;1;2;3;0;0;1;0;0
2020-07-27 01:30:00;1;2;0;0;0;1;1;1;0;0;0;0;0
2020-07-27 01:45:00;1;0;0;0;0;2;1;1;1;0;0;2;0
2020-07-27 02:00:00;0;0;0;0;3;5;2;1;0;1;0;0;0
2020-07-27 02:15:00;1;0;0;0;1;2;0;3;1;0;0;0;0
2020-07-27 02:30:00;1;1;0;0;1;1;1;2;0;0;0;0;0
2020-07-27 02:45:00;2;1;0;0;1;2;2;2;1;0;0;0;0
2020-07-27 03:00:00;3;5;0;0;3;5;0;0;1;1;0;0;0
2020-07-27 03:15:00;1;0;0;0;1;1;2;3;1;1;0;0;0
2020-07-27 03:30:00;1;2;0;0;1;1;1;1;2;0;0;0;0
2020-07-27 03:45:00;1;0;0;0;1;1;1;0;0;0;0;0;0
2020-07-27 04:00:00;0;0;0;0;4;4;4;1;1;1;4;0;0
2020-07-27 04:15:00;2;0;0;0;0;1;4;2;1;0;0;0;2
2020-07-27 04:30:00;1;0;0;0;6;7;5;4;5;0;0;0;0
2020-07-27 04:45:00;1;2;1;1;9;8;7;2;6;0;0;0;0
2020-07-27 05:00:00;2;5;1;0;13;15;25;14;2;3;2;0;0
2020-07-27 05:15:00;5;0;0;1;11;9;42;29;3;3;2;0;0
2020-07-27 05:30:00;7;3;0;0;16;17;56;43;14;7;2;0;0
2020-07-27 05:45:00;5;4;0;1;16;22;41;34;29;8;3;2;0
2020-07-27 06:00:00;11;7;3;0;22;19;33;32;23;6;1;1;2
2020-07-27 06:15:00;13;13;0;1;24;27;57;48;34;8;1;1;2
2020-07-27 06:30:00;11;7;2;2;38;36;62;64;33;18;5;3;1
2020-07-27 06:45:00;11;5;0;2;44;33;63;64;47;25;6;6;0
2020-07-27 07:00:00;19;19;2;5;39;34;67;62;48;23;5;6;1
2020-07-27 07:15:00;17;13;2;3;39;43;62;32;81;30;7;13;1
2020-07-27 07:30:00;27;11;1;5;56;56;69;56;64;33;6;0;1
2020-07-27 07:45:00;20;11;0;5;46;47;63;57;62;34;7;1;2
2020-07-27 08:00:00;25;10;0;4;53;50;70;37;57;28;6;0;1
2020-07-27 08:15:00;19;16;4;3;53;50;54;34;54;20;3;0;1
2020-07-27 08:30:00;32;30;7;8;54;59;61;37;64;27;3;0;4
2020-07-27 08:45:00;22;21;2;1;56;63;70;32;60;30;3;2;0
2020-07-27 09:00:00;31;25;1;6;49;53;64;30;58;13;1;2;0
2020-07-27 09:15:00;23;12;0;5;46;40;59;25;46;17;2;3;2
2020-07-27 09:30:00;27;20;0;7;52;49;64;20;52;27;4;1;1
