DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-07-12 00:00:00;14;18;31;2;1;1;15;0;0
2020-07-12 00:15:00;15;14;26;4;3;6;18;0;0
2020-07-12 00:30:00;5;12;20;4;1;3;15;0;0
2020-07-12 00:45:00;13;17;29;2;0;2;11;0;0
2020-07-12 01:00:00;8;11;15;2;1;2;9;0;0
2020-07-12 01:15:00;6;9;16;1;1;0;12;0;0
2020-07-12 01:30:00;3;6;15;0;0;0;13;0;0
2020-07-12 01:45:00;3;9;12;3;0;0;10;0;0
2020-07-12 02:00:00;6;5;13;0;0;2;6;0;1
2020-07-12 02:15:00;5;7;9;1;0;0;4;0;0
2020-07-12 02:30:00;7;4;10;1;0;0;5;0;0
2020-07-12 02:45:00;2;5;7;2;1;0;4;0;0
2020-07-12 03:00:00;3;1;3;2;1;0;3;0;0
2020-07-12 03:15:00;3;6;7;3;2;1;3;0;0
2020-07-12 03:30:00;6;4;8;0;0;0;2;0;0
2020-07-12 03:45:00;2;5;8;1;2;1;5;0;0
2020-07-12 04:00:00;0;0;0;0;0;1;3;0;0
2020-07-12 04:15:00;1;0;1;1;0;0;2;0;0
2020-07-12 04:30:00;2;4;5;2;3;1;3;0;0
2020-07-12 04:45:00;3;0;5;2;1;0;6;0;0
2020-07-12 05:00:00;5;3;7;1;0;0;2;0;0
2020-07-12 05:15:00;3;3;8;1;0;1;4;0;0
2020-07-12 05:30:00;7;4;12;3;0;0;5;0;0
2020-07-12 05:45:00;1;0;2;3;1;1;8;0;0
2020-07-12 06:00:00;5;7;9;1;0;0;8;0;0
2020-07-12 06:15:00;6;7;9;2;0;0;7;0;0
2020-07-12 06:30:00;3;1;4;0;0;0;5;0;0
2020-07-12 06:45:00;2;3;3;0;0;0;3;0;0
2020-07-12 07:00:00;4;2;7;1;0;0;14;0;0
2020-07-12 07:15:00;4;4;10;1;0;0;4;0;0
2020-07-12 07:30:00;4;6;7;3;0;1;8;0;0
2020-07-12 07:45:00;7;3;12;3;1;1;13;0;0
2020-07-12 08:00:00;10;8;16;2;0;0;12;2;0
2020-07-12 08:15:00;9;3;14;1;0;0;8;2;0
2020-07-12 08:30:00;13;12;24;6;0;1;14;0;0
2020-07-12 08:45:00;13;9;21;5;0;0;27;0;0
2020-07-12 09:00:00;17;14;22;6;4;2;17;0;0
2020-07-12 09:15:00;11;13;26;6;5;1;21;0;3
2020-07-12 09:30:00;14;14;30;6;4;1;22;0;0
2020-07-12 09:45:00;16;21;29;12;6;2;32;4;0
2020-07-12 10:00:00;15;18;28;4;4;2;30;0;0
2020-07-12 10:15:00;24;26;47;10;4;1;41;6;2
2020-07-12 10:30:00;29;17;48;13;7;2;50;8;0
2020-07-12 10:45:00;20;26;39;10;5;1;30;0;3
2020-07-12 11:00:00;24;15;35;8;5;2;38;2;0
2020-07-12 11:15:00;20;32;42;7;4;1;41;1;3
2020-07-12 11:30:00;28;34;56;5;5;0;34;3;3
2020-07-12 11:45:00;29;28;52;13;8;3;52;2;0
2020-07-12 12:00:00;32;34;56;8;5;3;53;0;19
2020-07-12 12:15:00;31;19;46;4;3;1;30;2;4
2020-07-12 12:30:00;34;29;44;11;9;5;48;0;25
2020-07-12 12:45:00;32;25;49;11;7;2;46;0;10
2020-07-12 13:00:00;26;24;48;5;5;4;57;4;1
2020-07-12 13:15:00;22;24;35;7;4;5;42;2;1
2020-07-12 13:30:00;31;27;54;11;8;1;49;5;15
2020-07-12 13:45:00;27;35;50;17;9;3;44;5;6
2020-07-12 14:00:00;29;27;44;15;11;3;57;9;6
2020-07-12 14:15:00;33;26;59;11;6;5;61;2;0
2020-07-12 14:30:00;28;24;43;10;7;2;55;5;5
2020-07-12 14:45:00;26;33;45;10;8;2;39;7;2
2020-07-12 15:00:00;33;28;46;13;5;2;49;6;3
2020-07-12 15:15:00;23;26;46;6;3;4;59;2;7
2020-07-12 15:30:00;26;34;51;10;5;2;35;0;4
2020-07-12 15:45:00;23;23;39;11;5;4;55;4;2
2020-07-12 16:00:00;43;30;62;12;4;9;59;0;8
2020-07-12 16:15:00;28;35;51;5;4;1;53;6;35
2020-07-12 16:30:00;26;28;43;20;5;6;58;8;22
2020-07-12 16:45:00;27;31;54;8;4;3;57;16;1
2020-07-12 17:00:00;32;24;43;13;7;0;44;1;12
2020-07-12 17:15:00;32;33;52;13;8;4;42;5;2
2020-07-12 17:30:00;22;46;60;10;6;4;54;3;5
2020-07-12 17:45:00;26;32;52;15;8;5;65;4;5
2020-07-12 18:00:00;22;26;36;6;4;2;42;3;6
2020-07-12 18:15:00;27;39;57;15;9;6;56;3;6
2020-07-12 18:30:00;23;32;52;4;3;1;38;1;0
2020-07-12 18:45:00;25;29;46;8;4;2;39;2;0
2020-07-12 19:00:00;31;34;61;9;2;0;76;0;4
2020-07-12 19:15:00;23;33;62;8;1;2;51;0;0
2020-07-12 19:30:00;30;22;52;10;3;1;52;0;0
2020-07-12 19:45:00;18;30;48;5;3;0;44;13;2
2020-07-12 20:00:00;17;27;36;7;2;1;49;0;0
2020-07-12 20:15:00;22;24;35;8;5;0;38;2;0
2020-07-12 20:30:00;19;20;34;5;2;3;47;1;0
2020-07-12 20:45:00;13;13;28;5;2;2;44;0;0
2020-07-12 21:00:00;16;14;30;8;3;3;42;0;0
2020-07-12 21:15:00;27;28;51;7;3;3;42;0;0
2020-07-12 21:30:00;10;15;32;2;1;2;36;0;0
2020-07-12 21:45:00;18;15;31;7;1;3;34;0;0
2020-07-12 22:00:00;18;25;40;10;3;1;31;3;3
2020-07-12 22:15:00;18;15;26;0;0;1;20;0;0
2020-07-12 22:30:00;14;17;25;5;3;2;31;0;0
2020-07-12 22:45:00;10;10;17;6;0;1;15;0;0
2020-07-12 23:00:00;6;8;13;2;2;3;20;0;0
2020-07-12 23:15:00;1;5;12;2;0;0;21;0;0
2020-07-12 23:30:00;2;6;7;5;0;1;7;0;0
2020-07-12 23:45:00;7;9;11;1;1;2;8;0;0
