DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-08-21 00:00:00;17;11;7;8;0;0
2019-08-21 00:15:00;8;9;12;14;0;0
2019-08-21 00:30:00;6;8;7;2;0;0
2019-08-21 00:45:00;8;6;10;4;0;0
2019-08-21 01:00:00;5;2;7;3;0;0
2019-08-21 01:15:00;14;4;14;3;0;0
2019-08-21 01:30:00;9;9;3;4;0;0
2019-08-21 01:45:00;6;4;3;7;0;0
2019-08-21 02:00:00;9;4;7;8;0;0
2019-08-21 02:15:00;4;8;6;2;0;0
2019-08-21 02:30:00;6;5;7;8;0;0
2019-08-21 02:45:00;1;2;11;10;0;0
2019-08-21 03:00:00;5;5;12;9;0;0
2019-08-21 03:15:00;3;5;3;5;0;0
2019-08-21 03:30:00;6;6;4;4;0;0
2019-08-21 03:45:00;3;4;7;7;0;0
2019-08-21 04:00:00;10;7;5;5;0;0
2019-08-21 04:15:00;10;9;8;4;0;0
2019-08-21 04:30:00;19;13;19;9;0;0
2019-08-21 04:45:00;15;13;24;7;0;0
2019-08-21 05:00:00;29;19;30;16;1;0
2019-08-21 05:15:00;23;26;70;36;0;0
2019-08-21 05:30:00;39;40;98;83;0;0
2019-08-21 05:45:00;41;39;96;83;6;0
2019-08-21 06:00:00;68;63;107;109;0;0
2019-08-21 06:15:00;46;56;130;122;0;0
2019-08-21 06:30:00;68;56;156;166;5;0
2019-08-21 06:45:00;50;83;146;129;1;0
2019-08-21 07:00:00;72;74;136;141;0;0
2019-08-21 07:15:00;51;65;144;133;1;0
2019-08-21 07:30:00;78;98;139;161;0;0
2019-08-21 07:45:00;86;76;143;124;4;2
2019-08-21 08:00:00;80;66;122;118;3;0
2019-08-21 08:15:00;72;83;129;108;8;0
2019-08-21 08:30:00;71;69;108;112;14;0
2019-08-21 08:45:00;72;82;121;105;5;0
2019-08-21 09:00:00;76;82;97;111;1;0
2019-08-21 09:15:00;87;81;84;96;20;0
2019-08-21 09:30:00;73;95;113;110;12;0
2019-08-21 09:45:00;93;82;108;110;12;0
2019-08-21 10:00:00;87;97;91;65;17;2
2019-08-21 10:15:00;85;82;109;84;2;0
2019-08-21 10:30:00;99;101;100;72;5;0
2019-08-21 10:45:00;82;95;111;74;11;0
2019-08-21 11:00:00;97;96;94;63;14;0
2019-08-21 11:15:00;88;131;96;84;7;0
2019-08-21 11:30:00;93;108;106;89;15;0
2019-08-21 11:45:00;100;124;93;74;13;0
2019-08-21 12:00:00;105;123;87;71;6;0
2019-08-21 12:15:00;102;102;90;77;9;0
2019-08-21 12:30:00;108;96;90;103;12;3
2019-08-21 12:45:00;102;127;91;68;31;2
2019-08-21 13:00:00;126;129;96;80;20;2
2019-08-21 13:15:00;88;89;78;72;12;1
2019-08-21 13:30:00;113;123;110;96;5;1
2019-08-21 13:45:00;102;99;115;85;9;0
2019-08-21 14:00:00;121;131;95;89;15;0
2019-08-21 14:15:00;154;170;114;88;13;0
2019-08-21 14:30:00;122;135;78;74;0;0
2019-08-21 14:45:00;134;162;112;87;8;0
2019-08-21 15:00:00;150;185;91;99;5;0
2019-08-21 15:15:00;139;187;85;73;0;0
2019-08-21 15:30:00;155;192;84;68;3;0
2019-08-21 15:45:00;169;206;111;98;37;1
2019-08-21 16:00:00;164;193;70;144;6;3
2019-08-21 16:15:00;151;200;100;85;12;16
2019-08-21 16:30:00;135;241;123;109;17;7
2019-08-21 16:45:00;157;194;111;117;11;0
2019-08-21 17:00:00;149;169;88;98;11;0
2019-08-21 17:15:00;152;207;115;107;10;1
2019-08-21 17:30:00;43;193;103;95;37;0
2019-08-21 17:45:00;128;143;101;93;5;1
2019-08-21 18:00:00;135;143;86;78;7;0
2019-08-21 18:15:00;106;161;83;80;3;1
2019-08-21 18:30:00;106;104;71;70;8;0
2019-08-21 18:45:00;99;110;71;54;19;0
2019-08-21 19:00:00;80;92;78;68;13;0
2019-08-21 19:15:00;82;70;67;67;12;0
2019-08-21 19:30:00;67;65;45;39;6;0
2019-08-21 19:45:00;74;76;55;42;15;0
2019-08-21 20:00:00;63;80;43;29;3;0
2019-08-21 20:15:00;65;68;51;38;2;0
2019-08-21 20:30:00;38;45;49;33;1;1
2019-08-21 20:45:00;40;38;43;35;4;5
2019-08-21 21:00:00;51;47;42;35;0;0
2019-08-21 21:15:00;50;43;46;30;7;0
2019-08-21 21:30:00;46;45;46;28;0;0
2019-08-21 21:45:00;42;51;28;15;1;0
2019-08-21 22:00:00;73;62;41;18;8;0
2019-08-21 22:15:00;33;39;35;23;0;0
2019-08-21 22:30:00;26;31;31;32;0;0
2019-08-21 22:45:00;24;17;20;16;0;0
2019-08-21 23:00:00;33;21;14;14;0;0
2019-08-21 23:15:00;14;13;19;11;0;0
2019-08-21 23:30:00;13;13;22;14;0;0
2019-08-21 23:45:00;11;6;14;7;0;0
