DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-11-21 00:00:00;7;6;2;6;1;3;4;3;3
2019-11-21 00:15:00;3;1;0;7;1;4;5;1;1
2019-11-21 00:30:00;5;1;0;11;3;3;3;5;5
2019-11-21 00:45:00;4;0;1;9;1;6;4;3;3
2019-11-21 01:00:00;8;2;0;5;2;6;5;2;2
2019-11-21 01:15:00;3;1;0;6;3;5;2;3;3
2019-11-21 01:30:00;5;2;1;4;3;3;5;3;3
2019-11-21 01:45:00;0;0;0;5;1;4;0;4;4
2019-11-21 02:00:00;1;0;1;7;3;4;3;3;3
2019-11-21 02:15:00;0;0;1;12;3;3;0;4;4
2019-11-21 02:30:00;1;1;1;9;1;2;1;3;3
2019-11-21 02:45:00;2;0;1;5;1;1;1;2;2
2019-11-21 03:00:00;5;1;0;8;1;3;2;5;5
2019-11-21 03:15:00;1;0;1;9;0;4;2;6;6
2019-11-21 03:30:00;5;3;1;4;3;2;2;3;3
2019-11-21 03:45:00;3;3;2;8;2;4;2;3;3
2019-11-21 04:00:00;3;2;0;9;2;4;3;6;6
2019-11-21 04:15:00;3;3;0;8;3;6;9;8;8
2019-11-21 04:30:00;4;5;3;11;3;9;5;3;3
2019-11-21 04:45:00;8;6;1;18;7;6;10;7;7
2019-11-21 05:00:00;25;9;1;15;8;31;26;9;9
2019-11-21 05:15:00;36;15;3;19;16;35;39;8;8
2019-11-21 05:30:00;48;26;7;27;25;46;51;10;10
2019-11-21 05:45:00;40;29;7;46;52;52;75;15;15
2019-11-21 06:00:00;37;31;7;62;75;64;70;12;12
2019-11-21 06:15:00;47;44;13;70;62;94;108;32;32
2019-11-21 06:30:00;65;43;7;38;44;122;144;35;35
2019-11-21 06:45:00;48;53;8;37;40;160;161;48;49
2019-11-21 07:00:00;58;29;14;41;38;183;182;31;30
2019-11-21 07:15:00;67;46;18;36;34;155;145;41;43
2019-11-21 07:30:00;50;45;20;35;34;154;171;40;38
2019-11-21 07:45:00;66;67;33;53;44;129;124;39;40
2019-11-21 08:00:00;67;42;24;27;30;147;125;38;37
2019-11-21 08:15:00;52;46;26;39;31;124;116;35;35
2019-11-21 08:30:00;42;35;28;45;35;107;134;19;19
2019-11-21 08:45:00;55;42;23;42;42;96;102;25;25
2019-11-21 09:00:00;54;26;18;38;35;88;72;35;35
2019-11-21 09:15:00;64;39;14;39;31;86;91;31;31
2019-11-21 09:30:00;63;39;17;52;45;81;74;29;29
2019-11-21 09:45:00;56;36;19;49;41;86;97;36;36
2019-11-21 10:00:00;65;34;17;45;41;63;70;27;27
2019-11-21 10:15:00;63;42;22;45;44;65;67;31;31
2019-11-21 10:30:00;74;40;15;42;39;72;73;31;32
2019-11-21 10:45:00;56;42;15;44;45;67;61;16;15
2019-11-21 11:00:00;69;38;26;54;62;52;69;24;24
2019-11-21 11:15:00;76;52;23;46;54;60;73;26;26
2019-11-21 11:30:00;66;41;20;50;60;52;50;29;29
2019-11-21 11:45:00;84;53;15;42;56;68;76;21;21
2019-11-21 12:00:00;95;70;19;59;57;59;62;20;20
2019-11-21 12:15:00;89;53;19;55;60;58;72;26;26
2019-11-21 12:30:00;82;50;17;52;46;68;72;28;28
2019-11-21 12:45:00;77;60;22;52;46;75;73;31;32
2019-11-21 13:00:00;91;69;29;56;50;62;64;33;32
2019-11-21 13:15:00;96;87;17;60;64;74;95;34;35
2019-11-21 13:30:00;93;78;18;62;82;87;100;27;26
2019-11-21 13:45:00;86;62;15;54;59;88;91;28;28
2019-11-21 14:00:00;89;89;22;62;71;81;73;23;23
2019-11-21 14:15:00;98;70;12;66;85;73;95;29;29
2019-11-21 14:30:00;106;85;15;105;94;97;97;28;28
2019-11-21 14:45:00;119;88;14;77;96;70;86;23;25
2019-11-21 15:00:00;98;85;20;87;98;72;86;24;22
2019-11-21 15:15:00;104;96;10;75;94;70;89;21;22
2019-11-21 15:30:00;100;100;31;83;89;93;110;25;25
2019-11-21 15:45:00;117;114;25;74;75;83;96;23;22
2019-11-21 16:00:00;148;135;24;82;83;96;91;22;22
2019-11-21 16:15:00;130;162;24;93;98;147;94;28;28
2019-11-21 16:30:00;134;141;30;101;99;109;101;39;39
2019-11-21 16:45:00;153;153;24;90;91;110;80;31;31
2019-11-21 17:00:00;139;133;31;87;92;148;94;25;25
2019-11-21 17:15:00;152;138;16;96;122;135;98;23;23
2019-11-21 17:30:00;126;128;18;79;73;111;87;17;17
2019-11-21 17:45:00;134;127;15;79;80;108;87;19;19
2019-11-21 18:00:00;97;79;22;79;84;84;97;13;13
2019-11-21 18:15:00;105;92;22;73;62;63;84;17;17
2019-11-21 18:30:00;88;80;10;62;63;73;69;20;20
2019-11-21 18:45:00;76;45;10;53;41;67;72;20;21
2019-11-21 19:00:00;73;46;20;42;46;50;65;10;9
2019-11-21 19:15:00;69;45;11;52;48;51;52;16;16
2019-11-21 19:30:00;55;34;10;45;29;36;47;10;10
2019-11-21 19:45:00;45;33;9;48;30;34;45;15;15
2019-11-21 20:00:00;48;25;9;38;31;48;47;11;11
2019-11-21 20:15:00;58;41;6;42;40;45;50;4;4
2019-11-21 20:30:00;48;28;13;33;20;29;39;5;5
2019-11-21 20:45:00;57;21;10;21;16;34;28;4;4
2019-11-21 21:00:00;57;18;8;30;19;33;32;9;9
2019-11-21 21:15:00;54;31;9;27;20;32;30;9;9
2019-11-21 21:30:00;48;21;8;38;24;23;23;8;8
2019-11-21 21:45:00;57;22;6;49;58;17;20;8;8
2019-11-21 22:00:00;49;25;4;68;58;22;24;11;11
2019-11-21 22:15:00;58;32;7;65;59;32;38;9;9
2019-11-21 22:30:00;53;11;4;31;25;23;22;10;10
2019-11-21 22:45:00;52;17;5;25;15;13;18;7;7
2019-11-21 23:00:00;31;11;8;14;6;23;16;2;2
2019-11-21 23:15:00;29;4;9;16;5;8;14;6;6
2019-11-21 23:30:00;18;5;5;13;3;8;7;4;4
2019-11-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
