DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-04-04 00:00:00;0;4;5;2;1;0;0;0;0;0;0;0
2020-04-04 00:15:00;1;8;6;2;2;0;0;0;0;0;0;0
2020-04-04 00:30:00;0;3;1;1;4;0;0;0;0;0;0;0
2020-04-04 00:45:00;0;3;3;3;1;0;0;0;0;0;0;0
2020-04-04 01:00:00;1;3;4;2;2;0;0;0;0;0;0;0
2020-04-04 01:15:00;1;0;2;4;4;0;0;0;0;0;0;0
2020-04-04 01:30:00;0;2;4;2;3;0;0;0;0;0;0;0
2020-04-04 01:45:00;1;2;3;1;2;0;0;0;0;0;0;0
2020-04-04 02:00:00;0;2;1;2;1;0;0;0;0;0;0;0
2020-04-04 02:15:00;1;0;1;2;0;0;0;0;0;0;0;0
2020-04-04 02:30:00;0;2;0;0;0;0;0;0;0;0;0;0
2020-04-04 02:45:00;0;3;0;2;2;0;0;0;0;0;0;0
2020-04-04 03:00:00;0;2;2;1;2;0;0;0;0;0;0;0
2020-04-04 03:15:00;0;1;1;0;1;0;0;0;0;0;0;0
2020-04-04 03:30:00;0;2;3;1;2;0;0;0;0;0;0;0
2020-04-04 03:45:00;0;2;2;0;0;0;0;0;0;0;0;0
2020-04-04 04:00:00;0;4;2;1;1;0;0;0;0;0;0;0
2020-04-04 04:15:00;0;2;0;2;2;0;0;0;0;0;0;0
2020-04-04 04:30:00;0;1;2;2;0;0;0;0;0;0;0;0
2020-04-04 04:45:00;0;4;6;4;1;0;0;0;0;0;0;0
2020-04-04 05:00:00;0;3;2;3;4;0;0;0;0;0;0;0
2020-04-04 05:15:00;1;4;1;5;2;0;0;0;0;0;0;0
2020-04-04 05:30:00;4;8;5;16;6;0;0;0;0;0;0;0
2020-04-04 05:45:00;2;10;13;13;7;0;0;0;0;0;0;0
2020-04-04 06:00:00;1;3;5;8;9;0;0;0;0;0;0;0
2020-04-04 06:15:00;1;13;11;12;5;0;0;0;0;0;0;0
2020-04-04 06:30:00;2;5;3;9;10;0;0;0;0;0;0;0
