DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-06-01 00:00:00;11;5;1;1;1;2;16;4;0;0;0
2020-06-01 00:15:00;24;3;0;3;0;5;10;7;0;4;0
2020-06-01 00:30:00;22;11;3;2;0;3;20;6;0;2;0
2020-06-01 00:45:00;11;5;3;1;1;2;8;6;0;1;1
2020-06-01 01:00:00;15;8;0;2;0;2;13;6;0;1;0
2020-06-01 01:15:00;6;3;1;2;0;2;11;3;0;2;0
2020-06-01 01:30:00;3;3;0;2;1;4;4;2;0;1;0
2020-06-01 01:45:00;5;4;1;1;0;1;10;2;0;1;0
2020-06-01 02:00:00;11;4;1;2;0;3;6;1;0;2;0
2020-06-01 02:15:00;6;5;0;2;1;2;8;3;0;1;0
2020-06-01 02:30:00;7;1;3;0;0;0;6;5;0;0;0
2020-06-01 02:45:00;4;3;3;0;0;1;5;1;0;2;0
2020-06-01 03:00:00;4;1;1;0;0;0;2;2;0;0;0
2020-06-01 03:15:00;9;4;0;1;0;1;3;1;0;1;0
2020-06-01 03:30:00;3;2;2;1;0;1;2;2;0;0;0
2020-06-01 03:45:00;5;1;0;1;1;1;3;1;0;0;0
2020-06-01 04:00:00;2;0;1;0;0;0;5;0;0;0;0
2020-06-01 04:15:00;3;2;2;0;0;1;3;0;0;0;0
2020-06-01 04:30:00;2;2;1;1;0;3;1;0;0;0;0
2020-06-01 04:45:00;4;3;0;1;0;1;6;4;0;2;0
2020-06-01 05:00:00;4;0;2;1;0;2;7;3;0;1;0
2020-06-01 05:15:00;4;2;1;0;0;0;6;1;0;0;0
2020-06-01 05:30:00;4;2;2;7;0;8;10;9;0;2;0
2020-06-01 05:45:00;6;11;1;1;0;1;7;1;0;1;0
2020-06-01 06:00:00;13;9;5;1;0;1;5;1;0;0;0
2020-06-01 06:15:00;4;6;3;2;1;2;15;3;0;0;0
2020-06-01 06:30:00;9;3;0;2;0;2;6;3;0;0;0
2020-06-01 06:45:00;3;4;2;0;0;0;7;1;0;0;0
2020-06-01 07:00:00;11;5;2;1;0;1;8;2;0;1;0
2020-06-01 07:15:00;8;7;3;0;0;0;13;2;0;2;0
2020-06-01 07:30:00;11;12;5;1;0;2;11;3;0;0;0
2020-06-01 07:45:00;9;7;1;1;1;2;18;2;0;2;0
2020-06-01 08:00:00;9;12;6;0;0;0;18;2;0;2;0
2020-06-01 08:15:00;10;14;8;5;0;4;21;0;0;3;0
2020-06-01 08:30:00;20;9;4;6;1;7;24;3;0;3;0
2020-06-01 08:45:00;34;12;11;2;0;2;24;11;2;4;0
2020-06-01 09:00:00;31;19;10;6;0;6;28;4;0;3;0
2020-06-01 09:15:00;28;19;9;4;0;4;35;11;1;4;0
2020-06-01 09:30:00;20;26;13;6;0;8;32;6;0;2;0
2020-06-01 09:45:00;40;19;7;12;3;15;26;14;0;6;0
2020-06-01 10:00:00;37;19;8;5;1;6;35;12;0;2;0
2020-06-01 10:15:00;36;22;13;7;0;7;33;14;0;4;0
2020-06-01 10:30:00;45;39;14;7;0;6;37;11;1;5;0
2020-06-01 10:45:00;57;29;12;5;1;7;50;16;0;3;0
2020-06-01 11:00:00;54;21;16;6;2;7;50;13;0;6;1
2020-06-01 11:15:00;62;36;21;10;1;10;43;22;1;7;0
2020-06-01 11:30:00;50;33;14;9;0;8;42;16;0;3;0
2020-06-01 11:45:00;63;25;16;13;0;13;45;20;0;3;0
2020-06-01 12:00:00;64;23;14;8;7;16;52;17;0;6;0
2020-06-01 12:15:00;62;31;11;10;0;8;40;14;0;13;0
2020-06-01 12:30:00;66;28;14;16;3;20;49;17;0;3;0
2020-06-01 12:45:00;58;30;11;7;2;10;62;26;0;7;0
2020-06-01 13:00:00;57;37;17;13;3;17;55;26;0;10;0
2020-06-01 13:15:00;72;26;15;7;2;11;59;27;0;6;0
2020-06-01 13:30:00;84;25;9;17;4;22;61;27;1;6;0
2020-06-01 13:45:00;48;18;13;8;3;13;51;25;0;6;0
2020-06-01 14:00:00;75;35;21;16;6;20;62;22;1;9;0
2020-06-01 14:15:00;74;30;17;15;3;17;55;19;0;5;0
2020-06-01 14:30:00;60;28;21;16;3;20;60;28;1;10;0
2020-06-01 14:45:00;52;18;15;19;2;23;65;22;0;4;0
2020-06-01 15:00:00;55;33;14;15;1;17;65;30;0;5;0
2020-06-01 15:15:00;62;21;12;19;9;29;56;24;0;8;0
2020-06-01 15:30:00;45;25;13;14;4;19;55;23;0;10;0
