DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-10-13 00:00:00;8;2;16;11;2;2;0
2020-10-13 00:15:00;7;10;11;7;0;1;0
2020-10-13 00:30:00;6;10;16;8;0;1;0
2020-10-13 00:45:00;6;8;14;4;0;2;0
2020-10-13 01:00:00;8;5;6;5;0;5;0
2020-10-13 01:15:00;13;7;10;6;1;1;0
2020-10-13 01:30:00;5;7;12;6;0;2;0
2020-10-13 01:45:00;7;0;5;2;0;1;0
2020-10-13 02:00:00;3;3;8;1;0;0;0
2020-10-13 02:15:00;8;7;7;10;1;0;0
2020-10-13 02:30:00;6;2;7;4;1;0;0
2020-10-13 02:45:00;9;2;3;2;0;1;0
2020-10-13 03:00:00;10;6;6;3;0;0;0
2020-10-13 03:15:00;7;5;6;0;0;1;0
2020-10-13 03:30:00;8;5;5;18;5;0;0
2020-10-13 03:45:00;9;3;9;2;0;0;0
2020-10-13 04:00:00;11;7;6;3;0;0;0
2020-10-13 04:15:00;7;9;15;5;0;2;0
2020-10-13 04:30:00;17;15;22;11;1;1;0
2020-10-13 04:45:00;25;20;45;8;7;2;0
2020-10-13 05:00:00;30;26;91;32;0;4;0
2020-10-13 05:15:00;35;51;174;98;4;16;0
2020-10-13 05:30:00;50;67;206;113;7;16;0
2020-10-13 05:45:00;143;168;187;106;10;11;0
2020-10-13 06:00:00;173;217;146;108;15;15;0
2020-10-13 06:15:00;88;132;199;142;20;20;0
2020-10-13 06:30:00;77;101;213;154;48;34;0
2020-10-13 06:45:00;74;103;215;177;28;37;0
2020-10-13 07:00:00;66;103;186;173;35;37;0
2020-10-13 07:15:00;71;114;227;186;46;40;0
2020-10-13 07:30:00;96;142;233;210;50;59;2
2020-10-13 07:45:00;87;151;217;174;31;74;0
2020-10-13 08:00:00;86;140;225;171;38;48;0
2020-10-13 08:15:00;86;121;189;152;27;49;1
2020-10-13 08:30:00;76;112;187;153;21;37;2
2020-10-13 08:45:00;78;111;152;149;16;27;0
2020-10-13 09:00:00;63;109;123;121;21;22;0
2020-10-13 09:15:00;77;117;128;137;22;14;0
2020-10-13 09:30:00;68;114;108;118;15;27;0
2020-10-13 09:45:00;74;147;115;105;86;29;0
2020-10-13 10:00:00;71;108;106;132;14;31;0
2020-10-13 10:15:00;81;153;121;121;37;24;0
2020-10-13 10:30:00;85;142;115;124;13;25;0
2020-10-13 10:45:00;87;156;106;117;16;21;0
2020-10-13 11:00:00;93;180;96;87;24;30;0
2020-10-13 11:15:00;89;151;84;96;15;30;0
2020-10-13 11:30:00;103;160;104;110;26;25;0
2020-10-13 11:45:00;76;148;123;131;17;37;0
2020-10-13 12:00:00;110;158;102;119;85;30;0
2020-10-13 12:15:00;90;164;123;112;25;33;0
2020-10-13 12:30:00;103;157;106;107;45;38;0
2020-10-13 12:45:00;90;163;144;133;132;35;0
2020-10-13 13:00:00;95;140;135;122;19;34;0
2020-10-13 13:15:00;104;184;204;156;302;37;0
2020-10-13 13:30:00;103;188;223;174;20;45;2
2020-10-13 13:45:00;108;189;218;179;17;39;0
2020-10-13 14:00:00;151;216;158;156;18;31;5
2020-10-13 14:15:00;185;275;98;113;19;31;0
2020-10-13 14:30:00;179;261;103;159;16;27;0
2020-10-13 14:45:00;163;239;123;139;22;27;0
2020-10-13 15:00:00;161;249;103;151;22;32;0
2020-10-13 15:15:00;165;261;134;139;154;48;0
2020-10-13 15:30:00;180;242;106;158;21;40;0
2020-10-13 15:45:00;172;240;110;143;24;29;0
2020-10-13 16:00:00;177;253;101;135;22;42;0
2020-10-13 16:15:00;192;258;120;162;107;35;0
2020-10-13 16:30:00;185;253;117;156;36;34;0
2020-10-13 16:45:00;173;246;136;163;270;32;3
2020-10-13 17:00:00;185;249;126;167;28;25;0
2020-10-13 17:15:00;170;261;127;168;18;35;0
2020-10-13 17:30:00;178;234;111;142;15;19;0
2020-10-13 17:45:00;129;230;119;147;18;28;0
2020-10-13 18:00:00;148;222;111;136;18;34;0
2020-10-13 18:15:00;108;196;111;146;87;22;0
2020-10-13 18:30:00;105;168;88;112;27;22;0
2020-10-13 18:45:00;91;149;80;98;13;17;0
2020-10-13 19:00:00;100;138;79;105;17;38;0
2020-10-13 19:15:00;67;126;71;90;9;17;0
2020-10-13 19:30:00;63;96;66;91;7;20;0
2020-10-13 19:45:00;60;95;63;71;11;15;0
2020-10-13 20:00:00;72;109;60;57;8;18;0
2020-10-13 20:15:00;63;101;50;55;5;11;0
2020-10-13 20:30:00;50;72;71;69;1;15;0
2020-10-13 20:45:00;46;76;95;60;4;8;0
2020-10-13 21:00:00;41;63;125;51;2;8;0
2020-10-13 21:15:00;44;75;244;103;4;16;0
2020-10-13 21:30:00;48;60;130;66;4;15;0
2020-10-13 21:45:00;118;156;82;43;4;2;0
2020-10-13 22:00:00;150;198;37;28;1;1;0
2020-10-13 22:15:00;108;134;43;44;0;5;0
2020-10-13 22:30:00;40;48;28;24;0;2;2
2020-10-13 22:45:00;29;51;28;24;0;1;0
2020-10-13 23:00:00;17;33;12;11;2;3;0
2020-10-13 23:15:00;20;27;26;15;0;3;0
2020-10-13 23:30:00;11;17;23;12;1;3;0
