DATUM;1(TAA);2(TAFBA);3(MP3711);4(MP3712);5(MP3713);6(MP3714);7(MP3715);8(MP3716);9(MP3717);10(MP3718);11(MP3719);12(MP3720);13(MP3721);14(MP3722)
2020-06-20 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 00:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 04:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 05:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 05:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 05:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 06:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 06:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 06:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 07:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 07:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 07:45:00;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 08:15:00;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 08:30:00;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 08:45:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 09:15:00;6;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 09:30:00;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 09:45:00;7;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 10:00:00;5;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 10:15:00;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 10:45:00;11;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 11:00:00;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 11:15:00;1;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 11:30:00;5;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 11:45:00;8;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 12:00:00;8;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 12:15:00;42;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 12:30:00;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 12:45:00;10;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 13:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 13:15:00;23;5;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 13:30:00;13;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 13:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 14:00:00;5;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 14:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 14:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
