DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-09-12 00:00:00;9;3;1;2;0;6;7;1;2;4;1
2019-09-12 00:15:00;6;6;1;3;2;12;6;1;2;5;1
2019-09-12 00:30:00;8;5;0;2;0;13;7;1;1;1;0
2019-09-12 00:45:00;6;5;1;0;3;11;5;1;2;4;2
2019-09-12 01:00:00;9;8;0;3;3;8;3;1;5;6;1
2019-09-12 01:15:00;10;14;1;0;1;7;4;1;0;1;0
2019-09-12 01:30:00;6;3;0;4;3;6;2;0;0;2;1
2019-09-12 01:45:00;6;4;1;0;1;6;9;2;0;1;1
2019-09-12 02:00:00;10;6;0;1;1;3;0;1;2;3;1
2019-09-12 02:15:00;6;2;0;0;1;4;1;0;0;2;1
2019-09-12 02:30:00;8;7;0;0;0;6;6;1;1;1;1
2019-09-12 02:45:00;6;4;0;2;0;9;4;1;0;3;2
2019-09-12 03:00:00;3;4;1;0;0;7;4;1;2;2;0
2019-09-12 03:15:00;6;4;1;1;1;5;6;1;2;0;0
2019-09-12 03:30:00;10;6;1;0;1;5;2;0;1;2;2
2019-09-12 03:45:00;5;3;0;2;3;13;10;1;2;2;0
2019-09-12 04:00:00;10;6;2;1;1;9;4;0;1;2;0
2019-09-12 04:15:00;13;6;3;3;2;10;5;2;1;2;0
2019-09-12 04:30:00;19;18;3;5;3;16;10;2;4;4;3
2019-09-12 04:45:00;27;14;3;6;3;52;23;3;4;7;3
2019-09-12 05:00:00;29;15;2;10;3;86;63;3;1;6;3
2019-09-12 05:15:00;33;32;10;17;9;137;143;0;5;17;12
2019-09-12 05:30:00;51;44;10;27;12;123;135;4;6;31;14
2019-09-12 05:45:00;100;117;25;28;20;109;118;3;12;31;18
2019-09-12 06:00:00;111;128;19;48;22;114;119;6;14;20;6
2019-09-12 06:15:00;97;93;19;41;20;140;163;7;12;28;8
2019-09-12 06:30:00;61;79;25;44;20;141;170;14;28;42;8
2019-09-12 06:45:00;73;84;24;39;19;142;178;26;19;47;13
2019-09-12 07:00:00;60;84;13;76;28;155;167;23;18;34;13
2019-09-12 07:15:00;64;77;19;82;28;131;149;27;27;43;12
2019-09-12 07:30:00;74;76;20;85;21;124;147;36;28;47;17
2019-09-12 07:45:00;82;105;25;111;35;128;142;48;37;47;23
2019-09-12 08:00:00;71;86;22;89;27;107;116;26;41;57;24
2019-09-12 08:15:00;75;83;18;68;20;99;125;19;42;41;12
2019-09-12 08:30:00;94;101;19;66;20;110;144;27;33;44;29
2019-09-12 08:45:00;66;75;18;50;23;96;111;23;25;46;21
2019-09-12 09:00:00;65;74;17;52;19;75;113;23;34;39;15
2019-09-12 09:15:00;72;78;18;38;18;74;96;20;32;55;22
2019-09-12 09:30:00;76;83;26;54;16;86;98;16;23;47;17
2019-09-12 09:45:00;72;85;35;73;18;67;98;22;44;56;15
2019-09-12 10:00:00;82;78;17;56;23;63;74;18;22;46;21
2019-09-12 10:15:00;89;87;26;49;19;69;75;13;26;63;22
2019-09-12 10:30:00;71;83;24;46;25;72;72;21;33;48;13
2019-09-12 10:45:00;78;70;32;28;11;60;63;26;34;67;23
2019-09-12 11:00:00;85;93;23;48;16;60;62;24;30;38;19
2019-09-12 11:15:00;71;80;26;59;21;67;70;16;32;62;21
2019-09-12 11:30:00;75;86;25;62;14;71;79;19;28;64;31
2019-09-12 11:45:00;76;70;31;59;18;64;59;18;27;52;25
2019-09-12 12:00:00;92;99;34;37;17;68;63;21;28;78;25
2019-09-12 12:15:00;82;109;40;48;26;67;68;25;28;54;14
2019-09-12 12:30:00;95;115;26;50;18;70;72;19;34;67;20
2019-09-12 12:45:00;99;97;27;43;20;70;77;16;31;55;18
