DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-06-14 00:00:00;0;23;11;19;13;0;0
2020-06-14 00:15:00;0;25;15;27;17;2;2
2020-06-14 00:30:00;0;22;0;19;16;1;1
2020-06-14 00:45:00;0;9;3;14;6;0;0
2020-06-14 01:00:00;0;7;9;13;14;0;0
2020-06-14 01:15:00;0;19;15;13;8;0;0
2020-06-14 01:30:00;0;9;12;7;11;0;0
2020-06-14 01:45:00;2;4;9;9;4;0;0
2020-06-14 02:00:00;0;10;5;11;9;0;0
2020-06-14 02:15:00;0;3;6;10;6;0;0
2020-06-14 02:30:00;0;7;4;6;2;0;0
2020-06-14 02:45:00;0;3;6;6;4;0;0
2020-06-14 03:00:00;0;6;3;2;4;0;0
2020-06-14 03:15:00;0;5;1;8;6;0;0
2020-06-14 03:30:00;0;3;4;2;2;0;0
2020-06-14 03:45:00;0;0;3;3;2;0;0
2020-06-14 04:00:00;0;3;4;3;3;0;0
2020-06-14 04:15:00;0;0;1;1;2;1;1
2020-06-14 04:30:00;0;1;0;3;1;0;0
2020-06-14 04:45:00;0;3;0;3;2;1;1
2020-06-14 05:00:00;0;3;2;9;6;0;0
2020-06-14 05:15:00;0;5;3;4;3;1;1
2020-06-14 05:30:00;2;10;11;2;3;0;0
2020-06-14 05:45:00;0;9;7;6;5;1;1
2020-06-14 06:00:00;0;8;9;10;7;0;0
2020-06-14 06:15:00;0;2;9;13;5;1;1
2020-06-14 06:30:00;0;4;11;9;16;0;0
2020-06-14 06:45:00;0;10;2;11;3;1;1
2020-06-14 07:00:00;0;9;9;9;6;0;0
2020-06-14 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-14 07:30:00;0;3;11;13;9;0;0
2020-06-14 07:45:00;1;0;20;18;15;1;1
2020-06-14 08:00:00;0;0;22;13;11;2;2
2020-06-14 08:15:00;0;0;28;11;12;0;0
2020-06-14 08:30:00;0;0;29;12;8;2;2
2020-06-14 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-14 09:00:00;0;8;27;24;16;1;1
2020-06-14 09:15:00;0;33;18;28;14;0;0
2020-06-14 09:30:00;3;20;41;33;26;3;3
2020-06-14 09:45:00;9;8;63;39;28;0;0
2020-06-14 10:00:00;3;1;63;43;26;2;2
2020-06-14 10:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-14 10:30:00;2;1;89;53;35;2;2
2020-06-14 10:45:00;3;2;96;58;48;0;0
2020-06-14 11:00:00;7;45;57;53;31;2;2
2020-06-14 11:15:00;9;45;43;65;49;0;0
2020-06-14 11:30:00;2;54;47;64;46;2;2
2020-06-14 11:45:00;1;53;47;69;60;0;0
2020-06-14 12:00:00;13;54;56;65;50;2;2
2020-06-14 12:15:00;5;59;48;71;57;0;0
2020-06-14 12:30:00;3;72;62;73;73;2;2
2020-06-14 12:45:00;1;55;53;90;93;1;1
2020-06-14 13:00:00;1;63;69;82;60;2;2
2020-06-14 13:15:00;10;63;62;84;59;0;0
2020-06-14 13:30:00;0;84;78;82;52;1;1
2020-06-14 13:45:00;4;73;70;96;82;0;0
2020-06-14 14:00:00;3;72;67;84;61;2;2
2020-06-14 14:15:00;9;67;71;86;71;0;0
2020-06-14 14:30:00;4;72;69;80;81;2;2
2020-06-14 14:45:00;6;71;76;88;76;0;0
2020-06-14 15:00:00;0;77;85;87;51;2;2
2020-06-14 15:15:00;2;63;58;86;64;0;0
2020-06-14 15:30:00;1;62;71;91;74;2;1
2020-06-14 15:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-14 16:00:00;0;60;59;68;50;2;2
2020-06-14 16:15:00;18;59;58;66;51;0;0
2020-06-14 16:30:00;5;56;55;80;65;2;2
2020-06-14 16:45:00;5;70;68;96;79;0;0
2020-06-14 17:00:00;3;80;61;84;88;2;2
2020-06-14 17:15:00;0;78;69;81;76;0;0
2020-06-14 17:30:00;12;66;69;78;89;2;2
2020-06-14 17:45:00;2;76;76;105;85;1;1
2020-06-14 18:00:00;11;59;70;93;76;2;2
2020-06-14 18:15:00;1;64;83;89;69;0;0
2020-06-14 18:30:00;2;40;82;78;73;1;1
2020-06-14 18:45:00;7;26;102;70;85;0;0
2020-06-14 19:00:00;5;35;101;67;52;2;2
2020-06-14 19:15:00;2;2;122;66;39;1;1
2020-06-14 19:30:00;0;3;101;74;46;2;2
2020-06-14 19:45:00;105;30;94;50;43;0;0
2020-06-14 20:00:00;3;52;60;55;53;2;2
2020-06-14 20:15:00;0;48;43;57;46;0;0
2020-06-14 20:30:00;1;42;35;44;33;1;1
2020-06-14 20:45:00;2;39;40;45;42;0;0
2020-06-14 21:00:00;2;45;34;52;38;2;2
2020-06-14 21:15:00;0;36;36;32;19;1;1
2020-06-14 21:30:00;1;31;17;45;33;1;1
2020-06-14 21:45:00;0;18;18;42;37;1;1
2020-06-14 22:00:00;4;24;16;32;34;2;2
2020-06-14 22:15:00;2;28;25;49;29;1;1
2020-06-14 22:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-14 22:45:00;0;17;11;19;21;1;1
2020-06-14 23:00:00;0;16;8;16;17;2;2
2020-06-14 23:15:00;0;10;7;23;13;1;1
2020-06-14 23:30:00;0;11;8;11;11;1;1
2020-06-14 23:45:00;0;4;5;16;10;0;0
