DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-03-22 00:00:00;5;2;1;2;1;1
2020-03-22 00:15:00;5;2;2;0;0;1
2020-03-22 00:30:00;5;2;0;0;0;0
2020-03-22 00:45:00;2;0;0;1;0;1
2020-03-22 01:00:00;3;1;0;6;1;1
2020-03-22 01:15:00;0;1;3;1;0;1
2020-03-22 01:30:00;3;0;0;0;0;1
2020-03-22 01:45:00;2;1;0;0;0;0
2020-03-22 02:00:00;5;3;0;1;2;0
2020-03-22 02:15:00;3;1;1;1;0;0
2020-03-22 02:30:00;2;0;0;0;0;0
2020-03-22 02:45:00;1;1;0;1;0;1
2020-03-22 03:00:00;2;3;0;1;1;1
2020-03-22 03:15:00;3;0;2;2;0;0
2020-03-22 03:30:00;2;0;1;0;0;0
2020-03-22 03:45:00;1;0;0;0;0;0
2020-03-22 04:00:00;1;2;3;2;0;0
2020-03-22 04:15:00;0;0;0;4;1;1
2020-03-22 04:30:00;1;0;2;2;1;1
2020-03-22 04:45:00;2;2;0;1;1;1
2020-03-22 05:00:00;9;0;2;1;0;0
2020-03-22 05:15:00;6;3;1;0;0;2
2020-03-22 05:30:00;12;1;1;7;1;2
2020-03-22 05:45:00;13;4;6;6;0;0
2020-03-22 06:00:00;6;1;3;12;1;1
2020-03-22 06:15:00;8;1;1;8;1;1
2020-03-22 06:30:00;8;3;4;4;0;0
2020-03-22 06:45:00;6;2;6;4;1;2
2020-03-22 07:00:00;8;2;4;5;1;3
2020-03-22 07:15:00;8;1;4;6;1;3
2020-03-22 07:30:00;5;0;5;7;1;3
2020-03-22 07:45:00;12;1;4;3;0;2
2020-03-22 08:00:00;6;4;8;9;3;5
2020-03-22 08:15:00;8;3;5;4;0;3
2020-03-22 08:30:00;14;2;3;5;1;4
2020-03-22 08:45:00;11;5;3;7;0;3
2020-03-22 09:00:00;12;3;3;9;0;3
2020-03-22 09:15:00;16;5;7;6;0;3
2020-03-22 09:30:00;17;5;9;8;0;2
2020-03-22 09:45:00;25;12;12;13;3;7
2020-03-22 10:00:00;25;8;21;21;0;6
2020-03-22 10:15:00;24;7;11;17;1;5
2020-03-22 10:30:00;22;12;7;11;1;1
2020-03-22 10:45:00;16;11;20;14;2;5
2020-03-22 11:00:00;37;11;16;17;0;2
2020-03-22 11:15:00;19;9;15;21;0;6
2020-03-22 11:30:00;36;14;16;15;1;9
2020-03-22 11:45:00;26;8;13;20;2;5
2020-03-22 12:00:00;26;7;13;21;3;10
2020-03-22 12:15:00;35;16;12;26;3;8
2020-03-22 12:30:00;37;15;22;17;1;7
2020-03-22 12:45:00;26;9;11;12;2;7
2020-03-22 13:00:00;35;13;11;25;0;7
2020-03-22 13:15:00;41;16;22;26;1;3
2020-03-22 13:30:00;35;13;13;26;2;4
2020-03-22 13:45:00;34;23;29;29;2;3
2020-03-22 14:00:00;39;12;19;24;4;7
2020-03-22 14:15:00;32;12;18;34;4;6
2020-03-22 14:30:00;34;19;15;19;2;3
2020-03-22 14:45:00;40;17;23;37;1;8
2020-03-22 15:00:00;24;21;25;22;0;12
2020-03-22 15:15:00;31;16;16;26;3;7
2020-03-22 15:30:00;46;21;22;25;0;5
2020-03-22 15:45:00;40;20;16;17;1;6
2020-03-22 16:00:00;33;15;22;29;6;10
2020-03-22 16:15:00;38;13;20;24;2;6
2020-03-22 16:30:00;43;10;19;29;1;12
2020-03-22 16:45:00;37;18;32;45;3;7
2020-03-22 17:00:00;40;15;15;24;3;5
2020-03-22 17:15:00;44;16;26;40;2;7
2020-03-22 17:30:00;37;18;17;29;3;5
2020-03-22 17:45:00;39;13;23;30;3;7
2020-03-22 18:00:00;38;21;19;29;2;8
2020-03-22 18:15:00;37;17;9;27;1;4
2020-03-22 18:30:00;42;16;25;35;4;13
2020-03-22 18:45:00;26;19;23;26;3;4
2020-03-22 19:00:00;26;13;18;27;1;8
2020-03-22 19:15:00;36;13;11;26;1;7
2020-03-22 19:30:00;33;13;19;27;2;5
2020-03-22 19:45:00;32;15;12;27;1;3
2020-03-22 20:00:00;28;14;13;25;2;4
2020-03-22 20:15:00;22;10;13;23;2;5
2020-03-22 20:30:00;19;9;12;19;5;6
2020-03-22 20:45:00;20;10;5;19;3;3
2020-03-22 21:00:00;24;5;5;7;0;5
2020-03-22 21:15:00;17;8;10;8;0;5
2020-03-22 21:30:00;20;10;10;11;2;2
2020-03-22 21:45:00;13;6;5;9;1;4
2020-03-22 22:00:00;22;5;5;7;0;6
2020-03-22 22:15:00;5;3;5;6;1;2
2020-03-22 22:30:00;12;2;4;10;0;2
2020-03-22 22:45:00;8;7;4;8;0;1
2020-03-22 23:00:00;6;1;4;3;0;2
2020-03-22 23:15:00;4;2;2;5;0;3
2020-03-22 23:30:00;6;2;1;4;0;0
2020-03-22 23:45:00;5;0;1;4;0;0
