DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-07-11 00:00:00;5;0;2;0;0;0;0;0;0
2020-07-11 00:15:00;2;0;0;0;0;0;0;0;0
2020-07-11 00:30:00;6;0;1;0;0;0;0;0;0
2020-07-11 00:45:00;6;1;1;0;0;0;0;0;0
2020-07-11 01:00:00;7;0;1;0;0;0;0;0;0
2020-07-11 01:15:00;2;0;1;0;0;0;0;0;0
2020-07-11 01:30:00;3;0;0;0;0;0;0;0;0
2020-07-11 01:45:00;2;0;0;0;0;0;0;0;0
2020-07-11 02:00:00;1;0;0;0;0;0;0;0;0
2020-07-11 02:15:00;3;0;2;0;0;0;0;0;0
2020-07-11 02:30:00;0;0;1;0;0;0;0;0;0
2020-07-11 02:45:00;0;1;0;0;0;0;0;0;0
2020-07-11 03:00:00;1;0;0;0;0;0;0;0;0
2020-07-11 03:15:00;0;0;1;0;0;0;0;0;0
2020-07-11 03:30:00;0;0;0;0;0;0;0;0;0
2020-07-11 03:45:00;0;1;1;0;0;0;0;0;0
2020-07-11 04:00:00;2;0;2;0;0;0;0;0;0
2020-07-11 04:15:00;0;0;0;0;0;0;0;0;0
2020-07-11 04:30:00;0;0;0;0;0;0;0;0;0
2020-07-11 04:45:00;3;0;0;0;0;0;0;0;0
2020-07-11 05:00:00;1;0;0;0;0;0;0;0;0
2020-07-11 05:15:00;3;0;0;0;0;0;0;0;0
2020-07-11 05:30:00;1;0;2;0;0;0;0;0;0
2020-07-11 05:45:00;6;0;0;0;0;0;0;0;0
2020-07-11 06:00:00;2;0;0;0;0;0;0;0;0
2020-07-11 06:15:00;0;0;0;0;0;0;0;0;0
2020-07-11 06:30:00;3;1;1;0;0;0;0;0;1
2020-07-11 06:45:00;1;0;3;0;0;0;0;0;0
2020-07-11 07:00:00;4;1;1;0;0;0;0;0;0
2020-07-11 07:15:00;2;0;1;0;0;0;0;0;0
2020-07-11 07:30:00;3;0;1;0;0;0;0;0;0
2020-07-11 07:45:00;8;2;2;0;0;0;1;0;0
2020-07-11 08:00:00;7;0;1;0;0;0;0;0;0
2020-07-11 08:15:00;14;2;4;1;0;0;0;0;1
2020-07-11 08:30:00;18;1;4;3;6;1;0;0;0
2020-07-11 08:45:00;23;8;7;6;1;0;1;2;0
2020-07-11 09:00:00;27;6;6;2;2;2;0;0;0
2020-07-11 09:15:00;39;7;11;0;2;0;3;0;2
2020-07-11 09:30:00;34;4;5;1;2;0;0;2;2
2020-07-11 09:45:00;43;7;8;3;7;0;0;1;0
2020-07-11 10:00:00;58;7;8;7;2;1;3;0;0
2020-07-11 10:15:00;50;8;12;2;5;0;2;0;5
2020-07-11 10:30:00;48;3;9;3;3;1;2;3;0
2020-07-11 10:45:00;66;5;8;3;4;1;3;0;0
2020-07-11 11:00:00;60;7;12;2;4;0;1;0;0
2020-07-11 11:15:00;64;10;13;3;9;2;1;0;0
2020-07-11 11:30:00;80;14;23;8;1;1;2;9;0
2020-07-11 11:45:00;64;11;13;3;4;0;1;0;0
2020-07-11 12:00:00;79;9;11;4;2;3;4;7;0
2020-07-11 12:15:00;68;10;18;4;9;0;3;0;0
2020-07-11 12:30:00;73;14;19;1;5;2;1;2;2
2020-07-11 12:45:00;79;8;6;4;5;4;3;28;2
2020-07-11 13:00:00;83;11;15;2;4;2;3;0;1
2020-07-11 13:15:00;77;14;16;5;1;0;1;0;0
2020-07-11 13:30:00;90;13;25;2;1;0;2;0;0
2020-07-11 13:45:00;77;15;14;2;1;4;2;0;0
2020-07-11 14:00:00;71;17;21;3;3;3;1;33;1
2020-07-11 14:15:00;80;11;19;4;9;1;2;6;3
2020-07-11 14:30:00;72;13;18;3;1;1;4;4;1
2020-07-11 14:45:00;79;14;18;4;5;3;6;0;1
2020-07-11 15:00:00;90;9;28;3;7;1;2;2;0
2020-07-11 15:15:00;83;7;19;4;3;3;2;0;0
2020-07-11 15:30:00;74;14;17;0;5;0;2;0;6
2020-07-11 15:45:00;71;12;34;3;1;2;4;0;0
2020-07-11 16:00:00;83;13;28;3;7;0;3;1;3
2020-07-11 16:15:00;86;18;25;9;4;0;5;25;2
2020-07-11 16:30:00;84;10;22;2;4;6;0;2;1
2020-07-11 16:45:00;85;12;23;1;0;4;7;6;0
2020-07-11 17:00:00;84;20;36;7;1;7;1;3;6
2020-07-11 17:15:00;73;6;15;7;9;2;3;1;1
2020-07-11 17:30:00;76;10;19;2;2;1;1;1;2
2020-07-11 17:45:00;94;11;23;3;5;6;4;2;0
2020-07-11 18:00:00;80;10;23;4;2;9;1;2;0
2020-07-11 18:15:00;70;11;23;5;8;4;3;0;0
2020-07-11 18:30:00;75;10;11;3;3;0;2;0;0
2020-07-11 18:45:00;71;9;16;2;4;1;1;3;0
2020-07-11 19:00:00;81;8;18;1;5;0;4;1;18
2020-07-11 19:15:00;80;7;12;7;2;1;0;0;0
2020-07-11 19:30:00;58;13;16;7;2;1;0;1;5
2020-07-11 19:45:00;60;9;12;1;2;0;2;0;0
2020-07-11 20:00:00;62;13;12;8;1;2;3;2;0
2020-07-11 20:15:00;32;2;16;5;0;0;1;13;0
2020-07-11 20:30:00;19;5;6;1;6;1;0;7;9
2020-07-11 20:45:00;15;4;7;4;1;0;1;1;3
2020-07-11 21:00:00;14;4;13;0;0;4;4;0;0
2020-07-11 21:15:00;19;2;11;2;1;1;3;5;0
2020-07-11 21:30:00;14;4;3;2;1;1;0;2;0
2020-07-11 21:45:00;9;2;5;1;0;0;0;0;0
2020-07-11 22:00:00;20;2;2;2;0;0;0;0;0
2020-07-11 22:15:00;10;3;3;0;3;0;1;0;0
2020-07-11 22:30:00;10;5;8;1;2;1;0;0;5
2020-07-11 22:45:00;19;3;4;0;2;0;1;0;3
2020-07-11 23:00:00;11;0;3;0;0;0;0;0;0
2020-07-11 23:15:00;5;1;3;0;0;0;0;0;0
2020-07-11 23:30:00;4;0;2;0;0;0;0;0;0
2020-07-11 23:45:00;6;0;0;0;0;0;0;0;0
