DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-01-19 00:00:00;26;23;4;10;2;7;0;0;0;0
2020-01-19 00:15:00;34;17;4;5;4;7;0;0;0;0
2020-01-19 00:30:00;21;32;12;19;4;6;0;0;0;0
2020-01-19 00:45:00;23;29;4;13;3;14;0;0;0;0
2020-01-19 01:00:00;21;18;6;22;1;2;0;0;0;0
2020-01-19 01:15:00;22;15;8;13;3;1;0;0;0;0
2020-01-19 01:30:00;21;13;4;18;6;6;0;0;0;0
2020-01-19 01:45:00;23;21;5;23;4;7;0;0;0;0
2020-01-19 02:00:00;15;24;6;25;2;4;0;0;0;0
2020-01-19 02:15:00;16;13;6;22;6;10;0;0;0;0
2020-01-19 02:30:00;19;19;1;24;2;8;0;0;0;0
2020-01-19 02:45:00;16;15;1;22;0;4;0;0;0;0
2020-01-19 03:00:00;14;12;5;26;8;4;0;0;0;0
2020-01-19 03:15:00;16;15;5;18;1;2;0;0;0;0
2020-01-19 03:30:00;12;13;3;2;3;7;0;0;0;0
2020-01-19 03:45:00;7;9;4;7;2;7;0;0;0;0
2020-01-19 04:00:00;14;16;4;8;3;5;0;0;0;0
2020-01-19 04:15:00;14;12;3;6;0;3;0;0;0;0
2020-01-19 04:30:00;9;6;1;3;2;6;0;0;0;0
2020-01-19 04:45:00;7;5;1;1;2;5;0;0;0;0
2020-01-19 05:00:00;10;12;3;5;2;0;0;0;0;0
2020-01-19 05:15:00;13;10;0;1;0;5;0;0;0;0
2020-01-19 05:30:00;7;7;0;0;5;6;0;0;0;0
2020-01-19 05:45:00;8;12;1;2;2;4;0;0;0;0
2020-01-19 06:00:00;2;8;3;6;0;2;0;0;0;0
2020-01-19 06:15:00;7;12;5;1;1;2;0;0;0;0
2020-01-19 06:30:00;1;5;2;2;1;3;0;0;0;0
2020-01-19 06:45:00;2;2;2;1;1;2;0;0;0;0
2020-01-19 07:00:00;4;8;3;5;4;2;0;0;0;0
2020-01-19 07:15:00;5;6;3;2;7;3;0;0;0;0
2020-01-19 07:30:00;4;7;3;2;4;6;0;0;0;0
2020-01-19 07:45:00;4;7;18;7;8;11;0;0;0;0
2020-01-19 08:00:00;3;5;6;5;7;12;0;0;0;0
2020-01-19 08:15:00;3;7;9;8;2;9;0;0;0;0
2020-01-19 08:30:00;9;19;5;11;10;15;0;0;0;0
2020-01-19 08:45:00;7;7;8;6;10;14;0;0;0;0
2020-01-19 09:00:00;4;18;19;10;7;12;0;0;0;0
2020-01-19 09:15:00;8;21;14;10;9;8;0;0;0;0
2020-01-19 09:30:00;19;19;12;16;16;24;0;0;0;0
2020-01-19 09:45:00;11;18;18;15;11;24;0;0;0;0
2020-01-19 10:00:00;19;19;12;16;17;25;0;0;0;0
2020-01-19 10:15:00;23;25;19;17;17;30;0;0;0;0
2020-01-19 10:30:00;21;28;19;38;18;19;0;0;0;0
2020-01-19 10:45:00;21;24;29;27;20;37;0;0;0;0
2020-01-19 11:00:00;19;21;16;20;16;26;0;0;0;0
2020-01-19 11:15:00;18;22;24;26;20;23;0;0;0;0
2020-01-19 11:30:00;27;32;23;25;15;43;0;0;0;0
2020-01-19 11:45:00;31;35;24;29;28;42;0;0;0;0
2020-01-19 12:00:00;32;31;15;20;17;28;0;0;0;0
2020-01-19 12:15:00;26;23;18;22;19;25;0;0;0;0
2020-01-19 12:30:00;34;23;19;34;14;23;0;0;0;0
2020-01-19 12:45:00;16;18;31;39;19;20;0;0;0;0
2020-01-19 13:00:00;27;29;16;34;16;27;0;0;0;0
2020-01-19 13:15:00;27;26;12;38;17;36;0;0;0;0
2020-01-19 13:30:00;39;36;19;33;19;32;0;0;0;0
2020-01-19 13:45:00;23;26;18;29;14;17;0;0;0;0
2020-01-19 14:00:00;41;42;22;37;23;27;0;0;0;0
2020-01-19 14:15:00;43;46;31;30;18;40;0;0;0;0
2020-01-19 14:30:00;35;28;37;29;20;34;0;0;0;0
2020-01-19 14:45:00;40;32;20;34;19;40;0;0;0;0
2020-01-19 15:00:00;46;35;20;31;14;34;0;0;0;0
2020-01-19 15:15:00;30;53;21;22;20;27;0;0;0;0
2020-01-19 15:30:00;37;41;15;32;27;31;0;0;0;0
2020-01-19 15:45:00;20;30;21;22;17;33;0;0;0;0
2020-01-19 16:00:00;50;39;22;27;26;35;0;0;0;0
2020-01-19 16:15:00;32;28;25;22;28;46;0;0;0;0
2020-01-19 16:30:00;43;34;34;31;26;47;0;0;0;0
2020-01-19 16:45:00;36;38;25;33;15;42;0;0;0;0
2020-01-19 17:00:00;36;22;21;23;22;30;0;0;0;0
2020-01-19 17:15:00;50;41;26;38;20;42;0;0;0;0
2020-01-19 17:30:00;40;38;19;27;18;41;0;0;0;0
2020-01-19 17:45:00;21;39;13;26;21;32;0;0;0;0
2020-01-19 18:00:00;25;32;17;35;28;40;0;0;0;0
2020-01-19 18:15:00;33;47;27;28;50;44;0;0;0;0
2020-01-19 18:30:00;52;37;18;24;53;31;0;0;0;0
2020-01-19 18:45:00;24;23;21;24;22;22;0;0;0;0
2020-01-19 19:00:00;30;24;34;41;10;23;0;0;0;0
2020-01-19 19:15:00;28;29;25;20;8;20;0;0;0;0
2020-01-19 19:30:00;34;35;12;20;14;25;0;0;0;0
2020-01-19 19:45:00;30;24;6;22;11;22;0;0;0;0
2020-01-19 20:00:00;49;31;26;32;6;25;0;0;0;0
2020-01-19 20:15:00;17;22;17;12;9;8;0;0;0;0
2020-01-19 20:30:00;45;24;12;19;8;12;0;0;0;0
2020-01-19 20:45:00;21;28;6;20;6;9;0;0;0;0
2020-01-19 21:00:00;23;13;9;18;7;9;0;0;0;0
