DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-11-13 00:00:00;2;0;1;0;0;0;0;0;0
2020-11-13 00:15:00;0;0;0;0;0;0;0;0;0
2020-11-13 00:30:00;0;1;0;0;0;0;0;0;0
2020-11-13 00:45:00;0;0;0;0;0;0;0;0;0
2020-11-13 01:00:00;0;0;0;0;0;0;0;0;0
2020-11-13 01:15:00;0;0;0;0;0;0;0;0;0
2020-11-13 01:30:00;1;0;1;0;0;0;0;0;0
2020-11-13 01:45:00;0;0;0;0;0;0;0;0;0
2020-11-13 02:00:00;0;0;0;0;0;0;0;0;0
2020-11-13 02:15:00;0;0;0;0;0;0;0;0;0
2020-11-13 02:30:00;0;0;0;0;0;0;0;0;0
2020-11-13 02:45:00;0;0;0;0;0;0;0;0;0
2020-11-13 03:00:00;0;0;0;0;0;0;0;0;0
2020-11-13 03:15:00;0;0;0;0;0;0;0;0;0
2020-11-13 03:30:00;0;0;0;0;0;0;0;0;0
2020-11-13 03:45:00;0;0;0;0;0;0;0;0;0
2020-11-13 04:00:00;0;0;0;0;0;0;0;0;0
2020-11-13 04:15:00;1;0;0;0;0;0;0;0;0
2020-11-13 04:30:00;0;0;0;0;0;0;0;0;0
2020-11-13 04:45:00;1;0;1;0;0;0;0;0;0
2020-11-13 05:00:00;0;0;0;0;0;0;0;0;0
2020-11-13 05:15:00;0;1;1;0;0;0;0;0;0
2020-11-13 05:30:00;6;0;3;0;0;0;1;0;0
2020-11-13 05:45:00;2;1;3;1;0;0;0;2;0
2020-11-13 06:00:00;7;1;3;1;1;0;0;4;0
2020-11-13 06:15:00;2;0;2;1;0;0;0;0;0
2020-11-13 06:30:00;2;3;3;0;0;0;0;0;0
2020-11-13 06:45:00;5;1;4;1;0;0;0;0;0
2020-11-13 07:00:00;4;6;5;2;0;0;0;3;0
2020-11-13 07:15:00;14;4;7;2;0;0;0;0;0
2020-11-13 07:30:00;14;4;12;2;1;0;0;0;0
2020-11-13 07:45:00;10;6;6;3;0;0;0;0;0
2020-11-13 08:00:00;17;2;9;8;1;0;1;0;0
2020-11-13 08:15:00;14;2;9;4;2;1;3;0;0
2020-11-13 08:30:00;18;3;7;4;1;5;2;0;0
2020-11-13 08:45:00;32;5;7;1;3;3;3;0;0
2020-11-13 09:00:00;34;11;8;6;5;1;2;0;0
2020-11-13 09:15:00;35;3;12;12;5;0;0;0;0
2020-11-13 09:30:00;42;3;10;7;1;1;2;7;0
2020-11-13 09:45:00;48;3;9;7;5;1;2;0;0
2020-11-13 10:00:00;36;6;8;5;5;0;4;2;6
2020-11-13 10:15:00;44;6;12;2;3;0;0;0;0
2020-11-13 10:30:00;52;8;11;3;6;0;2;1;0
2020-11-13 10:45:00;55;9;13;8;2;0;1;0;4
2020-11-13 11:00:00;51;8;19;5;4;1;1;6;0
2020-11-13 11:15:00;58;8;13;1;4;1;2;0;1
2020-11-13 11:30:00;69;7;9;7;2;0;1;0;1
2020-11-13 11:45:00;53;2;6;2;7;2;0;0;2
2020-11-13 12:00:00;73;8;16;3;1;4;4;0;5
2020-11-13 12:15:00;46;9;19;4;3;0;1;10;1
2020-11-13 12:30:00;52;15;18;2;6;2;1;0;2
2020-11-13 12:45:00;64;6;15;2;7;4;2;0;3
2020-11-13 13:00:00;54;13;9;8;5;0;2;9;7
2020-11-13 13:15:00;62;9;20;2;2;0;3;0;5
2020-11-13 13:30:00;55;15;15;2;4;0;1;0;1
2020-11-13 13:45:00;49;14;21;2;4;2;2;0;14
2020-11-13 14:00:00;62;13;17;2;4;0;0;3;8
2020-11-13 14:15:00;64;14;21;6;3;1;2;0;3
2020-11-13 14:30:00;56;12;17;6;0;3;4;0;0
2020-11-13 14:45:00;54;13;8;5;3;2;2;0;119
2020-11-13 15:00:00;64;12;18;6;6;3;1;0;0
2020-11-13 15:15:00;60;9;21;2;0;0;5;0;0
2020-11-13 15:30:00;72;11;12;3;8;0;1;1;0
2020-11-13 15:45:00;56;11;17;5;2;0;2;1;4
2020-11-13 16:00:00;70;12;16;1;2;0;1;0;7
2020-11-13 16:15:00;72;14;21;3;1;3;1;0;0
2020-11-13 16:30:00;69;11;17;0;3;1;4;0;1
2020-11-13 16:45:00;54;5;11;3;4;0;1;0;0
2020-11-13 17:00:00;73;18;14;5;3;0;4;1;1
2020-11-13 17:15:00;67;12;10;2;2;0;3;0;1
2020-11-13 17:30:00;67;7;11;5;2;5;6;3;0
2020-11-13 17:45:00;69;6;6;2;7;0;0;0;0
2020-11-13 18:00:00;70;3;8;5;0;0;1;2;6
2020-11-13 18:15:00;73;7;11;5;1;3;0;2;0
2020-11-13 18:30:00;63;11;17;2;2;3;3;0;2
2020-11-13 18:45:00;44;5;10;3;0;2;4;0;1
2020-11-13 19:00:00;53;26;6;3;0;1;1;1;0
2020-11-13 19:15:00;51;6;2;6;2;2;1;3;0
2020-11-13 19:30:00;40;7;8;0;1;1;3;0;0
2020-11-13 19:45:00;25;2;1;1;1;0;1;1;0
2020-11-13 20:00:00;33;2;3;3;2;2;0;0;0
2020-11-13 20:15:00;15;4;4;0;0;1;4;1;0
2020-11-13 20:30:00;8;0;0;0;0;0;0;0;0
2020-11-13 20:45:00;5;2;3;0;1;0;0;0;1
2020-11-13 21:00:00;8;1;0;0;0;0;0;0;0
2020-11-13 21:15:00;5;3;3;0;0;0;1;0;0
2020-11-13 21:30:00;4;0;2;0;0;0;0;0;0
2020-11-13 21:45:00;9;0;0;0;0;0;0;0;0
2020-11-13 22:00:00;11;2;6;1;0;1;0;0;0
2020-11-13 22:15:00;7;2;6;0;0;0;0;0;0
2020-11-13 22:30:00;2;0;0;1;0;0;0;0;0
2020-11-13 22:45:00;7;0;0;0;0;0;1;0;0
2020-11-13 23:00:00;5;0;0;0;0;0;0;0;0
2020-11-13 23:15:00;7;0;0;0;0;4;0;0;0
2020-11-13 23:30:00;3;0;0;0;0;0;0;0;0
2020-11-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
