DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-02-04 00:00:00;4;8;0;0;1;8;8;2;1;2;0;0
2020-02-04 00:15:00;4;5;1;0;0;7;2;3;2;2;0;0
2020-02-04 00:30:00;8;5;1;1;2;9;8;2;4;2;0;0
2020-02-04 00:45:00;7;4;0;0;1;5;3;1;3;2;0;0
2020-02-04 01:00:00;5;3;1;2;4;6;5;2;2;2;0;0
2020-02-04 01:15:00;3;2;2;3;4;4;3;2;2;1;0;0
2020-02-04 01:30:00;2;2;0;0;0;4;4;0;0;0;0;0
2020-02-04 01:45:00;4;1;1;1;1;3;2;1;3;1;0;0
2020-02-04 02:00:00;1;1;0;0;0;1;5;3;2;1;0;0
2020-02-04 02:15:00;6;3;0;1;1;2;2;2;4;3;0;0
2020-02-04 02:30:00;1;0;1;0;1;1;1;0;1;0;0;0
2020-02-04 02:45:00;2;1;0;1;2;4;3;2;1;2;0;0
2020-02-04 03:00:00;1;1;0;0;0;1;2;1;3;2;0;0
2020-02-04 03:15:00;2;2;0;1;1;2;5;2;0;0;0;0
2020-02-04 03:30:00;5;3;0;0;0;2;1;1;0;3;0;0
2020-02-04 03:45:00;3;4;0;0;0;3;2;2;2;3;0;0
2020-02-04 04:00:00;2;1;0;2;1;4;3;1;3;1;0;0
2020-02-04 04:15:00;8;6;0;2;2;8;8;4;4;3;0;0
2020-02-04 04:30:00;9;13;2;0;3;9;6;1;4;7;0;0
2020-02-04 04:45:00;21;6;1;4;5;6;5;4;13;2;0;0
2020-02-04 05:00:00;27;6;0;7;9;27;26;7;13;9;0;0
2020-02-04 05:15:00;49;21;3;6;12;45;41;10;24;14;0;0
2020-02-04 05:30:00;58;22;2;14;19;55;46;22;49;16;0;1
2020-02-04 05:45:00;50;30;4;3;14;72;69;31;43;12;1;0
2020-02-04 06:00:00;52;24;4;13;17;64;74;44;45;41;4;3
2020-02-04 06:15:00;60;41;5;7;16;100;109;58;41;49;3;0
2020-02-04 06:30:00;71;30;4;13;19;149;157;62;74;47;1;1
2020-02-04 06:45:00;70;30;5;12;25;134;134;74;86;25;1;0
2020-02-04 07:00:00;68;42;4;29;36;185;159;90;63;31;2;4
2020-02-04 07:15:00;71;37;1;31;36;247;164;120;68;57;5;11
2020-02-04 07:30:00;84;49;7;41;114;212;136;104;83;44;8;23
2020-02-04 07:45:00;102;60;10;24;31;192;102;96;103;29;3;10
2020-02-04 08:00:00;96;40;10;16;22;162;115;84;86;16;1;11
2020-02-04 08:15:00;68;27;10;17;19;141;111;83;76;23;5;9
2020-02-04 08:30:00;40;20;6;11;13;68;79;44;37;17;1;12
2020-02-04 08:45:00;
2020-02-04 09:00:00;31;17;6;6;5;45;33;22;27;9;2;0
2020-02-04 09:15:00;72;33;4;16;16;83;70;38;61;16;2;7
2020-02-04 09:30:00;60;25;4;8;15;75;73;196;43;17;2;2
2020-02-04 09:45:00;41;24;2;5;9;41;47;35;27;13;1;6
2020-02-04 10:00:00;63;42;4;9;10;71;72;56;63;19;3;10
2020-02-04 10:15:00;64;42;5;16;18;63;67;51;48;18;2;19
2020-02-04 10:30:00;76;32;0;8;16;84;60;52;53;8;6;22
2020-02-04 10:45:00;72;42;6;11;18;76;76;52;73;24;1;3
2020-02-04 11:00:00;67;36;7;16;21;74;74;48;70;22;3;3
2020-02-04 11:15:00;68;47;3;8;13;56;57;43;46;18;4;11
2020-02-04 11:30:00;56;50;5;9;10;57;60;40;69;15;1;10
2020-02-04 11:45:00;65;49;4;13;17;64;70;53;60;14;10;23
2020-02-04 12:00:00;87;53;4;10;11;68;65;61;64;15;14;7
2020-02-04 12:15:00;80;50;11;12;22;64;67;42;76;20;1;0
2020-02-04 12:30:00;71;47;1;10;14;56;66;49;76;14;1;2
2020-02-04 12:45:00;83;51;8;14;22;78;81;51;78;22;1;3
2020-02-04 13:00:00;77;51;2;21;19;66;61;36;74;11;5;1
2020-02-04 13:15:00;104;65;6;15;18;80;94;46;93;19;8;106
2020-02-04 13:30:00;93;69;4;12;17;87;88;77;83;46;4;1
2020-02-04 13:45:00;78;50;3;15;21;82;85;52;86;13;0;5
2020-02-04 14:00:00;95;60;5;13;20;92;80;61;75;16;2;9
2020-02-04 14:15:00;103;54;10;12;19;79;86;57;68;15;3;2
2020-02-04 14:30:00;114;71;13;16;27;82;66;69;83;14;4;5
2020-02-04 14:45:00;95;73;9;20;29;92;72;72;102;30;5;5
2020-02-04 15:00:00;95;80;7;22;28;74;78;67;91;17;3;8
2020-02-04 15:15:00;140;96;6;16;18;97;55;69;93;20;4;6
2020-02-04 15:30:00;108;75;7;20;28;87;68;59;96;27;3;21
2020-02-04 15:45:00;120;92;4;19;29;93;77;62;101;12;2;0
2020-02-04 16:00:00;162;118;15;16;29;112;44;59;130;15;10;19
2020-02-04 16:15:00;179;104;11;20;44;170;56;58;137;21;10;36
2020-02-04 16:30:00;174;139;6;26;41;159;65;63;139;19;7;22
2020-02-04 16:45:00;142;106;6;34;42;142;71;70;117;19;3;36
2020-02-04 17:00:00;169;99;7;21;26;117;54;68;131;17;7;22
2020-02-04 17:15:00;148;127;7;16;27;121;46;76;139;23;5;19
2020-02-04 17:30:00;141;86;7;20;28;99;62;67;101;30;13;14
2020-02-04 17:45:00;109;74;9;16;24;92;69;74;107;20;1;4
2020-02-04 18:00:00;121;70;11;15;27;92;66;65;114;19;6;14
2020-02-04 18:15:00;115;72;5;12;16;80;46;58;84;14;4;12
2020-02-04 18:30:00;80;56;13;13;20;81;77;66;71;12;3;34
2020-02-04 18:45:00;75;51;5;16;26;69;66;63;60;14;1;118
2020-02-04 19:00:00;61;43;6;5;12;69;63;56;62;16;2;13
