DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-06-25 00:00:00;3;7;8;2;3;0;0;0;0;0
2020-06-25 00:15:00;3;4;4;2;3;1;2;3;0;0
2020-06-25 00:30:00;4;4;2;2;0;0;3;0;0;0
2020-06-25 00:45:00;3;4;0;0;0;0;0;0;0;0
2020-06-25 01:00:00;6;4;2;0;0;0;0;3;0;0
2020-06-25 01:15:00;4;6;3;0;1;0;0;1;0;0
2020-06-25 01:30:00;1;1;2;0;1;1;0;2;0;0
2020-06-25 01:45:00;2;3;1;1;1;0;0;1;0;0
2020-06-25 02:00:00;0;1;2;0;1;0;0;2;0;0
2020-06-25 02:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 02:30:00;3;1;1;2;0;0;1;0;0;0
2020-06-25 02:45:00;1;2;1;0;0;0;0;2;0;0
2020-06-25 03:00:00;4;3;5;1;0;1;2;0;0;0
2020-06-25 03:15:00;1;0;2;0;0;0;1;0;0;0
2020-06-25 03:30:00;4;6;5;1;0;0;2;1;0;0
2020-06-25 03:45:00;5;6;2;4;0;0;0;0;0;0
2020-06-25 04:00:00;2;0;0;0;1;0;1;1;0;0
2020-06-25 04:15:00;2;2;2;0;0;0;1;0;0;0
2020-06-25 04:30:00;11;7;8;3;2;0;0;2;0;0
2020-06-25 04:45:00;20;8;18;1;0;2;1;1;0;0
2020-06-25 05:00:00;55;11;33;4;4;3;2;1;0;0
2020-06-25 05:15:00;88;12;131;7;1;2;1;4;2;0
2020-06-25 05:30:00;139;14;124;8;5;8;14;17;1;12
2020-06-25 05:45:00;78;33;57;12;25;6;69;60;0;0
2020-06-25 06:00:00;34;24;56;9;63;2;124;90;0;0
2020-06-25 06:15:00;51;24;65;1;11;0;28;28;0;0
2020-06-25 06:30:00;51;42;88;7;3;0;10;14;0;0
2020-06-25 06:45:00;53;31;77;1;0;1;2;7;0;0
2020-06-25 07:00:00;43;28;68;2;1;6;7;5;0;0
2020-06-25 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 07:30:00;60;61;92;6;2;2;16;7;2;5
2020-06-25 07:45:00;54;49;83;8;3;4;8;11;1;0
2020-06-25 08:00:00;56;50;85;7;3;5;5;10;3;16
2020-06-25 08:15:00;40;53;59;7;5;3;17;5;2;2
2020-06-25 08:30:00;51;44;59;7;5;2;8;4;1;0
2020-06-25 08:45:00;43;48;53;5;5;2;9;6;2;0
2020-06-25 09:00:00;40;41;50;2;8;9;4;7;0;0
2020-06-25 09:15:00;32;40;51;3;1;3;8;7;8;0
2020-06-25 09:30:00;36;35;36;3;4;3;15;5;2;0
2020-06-25 09:45:00;21;35;43;3;2;1;9;6;0;0
2020-06-25 10:00:00;36;39;52;7;8;1;6;6;0;0
