DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-02-14 00:00:00;8;2;2;6;4;6;2;1;1
2020-02-14 00:15:00;5;3;1;6;2;5;2;5;5
2020-02-14 00:30:00;6;3;0;4;0;6;2;3;3
2020-02-14 00:45:00;2;3;1;3;3;5;4;2;2
2020-02-14 01:00:00;5;9;5;4;1;4;2;2;2
2020-02-14 01:15:00;2;3;0;3;1;5;2;0;0
2020-02-14 01:30:00;3;3;4;5;3;8;2;0;0
2020-02-14 01:45:00;4;1;0;3;2;5;1;1;1
2020-02-14 02:00:00;4;3;2;5;4;5;2;3;3
2020-02-14 02:15:00;6;3;2;6;1;2;4;1;1
2020-02-14 02:30:00;5;0;1;3;1;3;3;3;3
2020-02-14 02:45:00;3;2;1;2;1;0;0;0;0
2020-02-14 03:00:00;4;2;1;2;3;2;0;5;5
2020-02-14 03:15:00;3;0;0;2;0;1;1;5;5
2020-02-14 03:30:00;2;0;1;9;2;3;2;3;3
2020-02-14 03:45:00;2;4;1;6;1;3;2;4;4
2020-02-14 04:00:00;5;1;2;8;3;4;2;2;2
2020-02-14 04:15:00;4;5;1;7;2;5;2;3;3
2020-02-14 04:30:00;7;3;4;6;1;8;8;6;6
2020-02-14 04:45:00;13;3;0;11;5;3;10;4;4
2020-02-14 05:00:00;19;4;2;13;10;23;27;5;5
2020-02-14 05:15:00;32;15;2;32;9;32;29;5;5
2020-02-14 05:30:00;45;29;4;29;18;43;44;12;12
2020-02-14 05:45:00;39;45;9;47;43;58;58;10;10
2020-02-14 06:00:00;41;25;4;64;67;49;74;13;13
2020-02-14 06:15:00;44;22;10;48;59;68;83;13;13
2020-02-14 06:30:00;45;33;11;43;43;103;134;14;14
2020-02-14 06:45:00;59;46;9;37;38;92;130;11;11
2020-02-14 07:00:00;48;28;12;28;25;160;159;25;25
2020-02-14 07:15:00;62;34;10;34;37;179;141;22;23
2020-02-14 07:30:00;58;50;20;38;29;140;117;25;24
2020-02-14 07:45:00;74;56;19;31;31;121;105;20;20
2020-02-14 08:00:00;54;31;21;25;27;97;105;23;23
2020-02-14 08:15:00;62;34;36;37;20;76;98;11;12
2020-02-14 08:30:00;46;38;23;32;25;76;100;16;15
2020-02-14 08:45:00;63;41;26;33;30;76;77;15;15
2020-02-14 09:00:00;55;31;16;40;36;57;79;20;20
2020-02-14 09:15:00;63;38;15;48;27;53;64;10;10
2020-02-14 09:30:00;55;31;15;31;32;63;80;15;15
2020-02-14 09:45:00;77;43;26;38;35;56;68;23;24
2020-02-14 10:00:00;79;37;18;50;34;57;64;32;31
2020-02-14 10:15:00;70;43;23;43;33;64;67;23;23
2020-02-14 10:30:00;80;55;18;46;34;60;68;25;25
2020-02-14 10:45:00;73;44;11;52;56;69;68;18;18
2020-02-14 11:00:00;61;38;18;46;38;56;54;29;29
2020-02-14 11:15:00;88;49;23;47;45;58;58;22;22
2020-02-14 11:30:00;95;52;22;51;52;58;70;19;19
2020-02-14 11:45:00;77;57;24;59;60;66;64;22;22
2020-02-14 12:00:00;89;75;18;56;67;72;81;23;24
2020-02-14 12:15:00;113;89;36;74;82;69;63;25;25
2020-02-14 12:30:00;120;99;18;61;64;78;80;20;19
2020-02-14 12:45:00;115;112;23;73;76;96;83;25;26
2020-02-14 13:00:00;125;99;18;58;62;58;68;22;21
2020-02-14 13:15:00;158;145;23;66;79;88;99;18;19
2020-02-14 13:30:00;125;123;33;75;93;89;92;19;18
2020-02-14 13:45:00;91;81;15;71;85;76;68;24;24
2020-02-14 14:00:00;120;118;29;79;87;83;103;35;35
2020-02-14 14:15:00;103;108;24;87;90;76;76;28;28
2020-02-14 14:30:00;108;95;18;109;120;79;87;20;21
2020-02-14 14:45:00;129;116;27;105;92;84;82;11;11
2020-02-14 15:00:00;124;98;20;104;108;76;71;25;25
2020-02-14 15:15:00;109;120;24;115;98;83;71;26;26
2020-02-14 15:30:00;111;93;30;92;100;95;92;33;33
2020-02-14 15:45:00;55;45;5;46;35;34;28;10;10
2020-02-14 16:00:00;125;102;25;73;81;62;82;20;22
2020-02-14 16:15:00;102;92;29;84;76;100;88;62;61
2020-02-14 16:30:00;126;88;26;90;84;73;86;41;40
2020-02-14 16:45:00;115;83;24;70;65;89;92;39;39
2020-02-14 17:00:00;102;78;25;71;64;80;90;23;23
2020-02-14 17:15:00;99;70;32;93;79;88;93;28;28
2020-02-14 17:30:00;90;74;24;74;60;80;83;24;24
2020-02-14 17:45:00;106;68;27;74;59;81;100;45;45
2020-02-14 18:00:00;84;59;22;66;63;81;92;31;31
2020-02-14 18:15:00;109;66;14;71;72;74;96;45;43
2020-02-14 18:30:00;94;50;22;57;58;79;100;23;23
2020-02-14 18:45:00;87;39;20;60;37;62;75;17;17
2020-02-14 19:00:00;67;27;24;46;34;64;78;11;11
2020-02-14 19:15:00;59;38;10;44;37;45;55;10;10
2020-02-14 19:30:00;63;27;11;43;39;60;63;10;10
2020-02-14 19:45:00;61;43;16;36;36;44;57;5;5
2020-02-14 20:00:00;50;34;16;37;22;57;57;4;4
2020-02-14 20:15:00;55;34;14;47;32;36;47;6;6
2020-02-14 20:30:00;54;32;14;36;25;33;30;9;9
2020-02-14 20:45:00;41;24;7;36;21;34;22;5;5
2020-02-14 21:00:00;45;23;11;28;17;27;36;3;3
2020-02-14 21:15:00;41;21;10;29;24;21;21;4;4
2020-02-14 21:30:00;48;13;8;24;15;19;27;4;4
2020-02-14 21:45:00;43;17;11;46;42;27;20;5;5
2020-02-14 22:00:00;103;42;7;74;63;28;30;5;5
2020-02-14 22:15:00;60;32;17;69;50;31;32;5;5
2020-02-14 22:30:00;37;19;10;37;18;23;21;4;4
2020-02-14 22:45:00;42;12;9;21;9;18;15;5;5
2020-02-14 23:00:00;40;14;9;14;8;17;17;1;1
2020-02-14 23:15:00;35;8;4;14;12;14;12;4;4
2020-02-14 23:30:00;23;7;5;9;6;12;12;5;5
2020-02-14 23:45:00;22;9;1;10;1;12;9;6;6
