DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-03-17 00:00:00;4;1;0;0;0;7;6;7;0;0;0
2020-03-17 00:15:00;6;2;2;0;0;4;1;4;1;1;0
2020-03-17 00:30:00;3;1;1;0;0;7;0;7;0;0;0
2020-03-17 00:45:00;3;4;4;0;0;4;1;4;0;1;0
2020-03-17 01:00:00;4;2;1;0;0;3;2;3;1;0;0
2020-03-17 01:15:00;3;4;0;0;0;2;3;2;2;3;0
2020-03-17 01:30:00;3;2;2;0;0;2;1;1;1;1;0
2020-03-17 01:45:00;2;3;2;0;0;4;0;4;0;0;0
2020-03-17 02:00:00;4;5;5;0;0;1;2;1;1;1;0
2020-03-17 02:15:00;4;4;4;0;2;6;2;6;0;1;0
2020-03-17 02:30:00;1;0;0;0;0;4;3;4;0;1;0
2020-03-17 02:45:00;6;2;1;0;0;3;8;3;0;1;0
2020-03-17 03:00:00;5;1;1;0;0;5;0;5;3;1;0
2020-03-17 03:15:00;6;5;4;0;0;4;5;4;1;4;0
2020-03-17 03:30:00;8;5;5;0;0;3;5;3;4;7;0
2020-03-17 03:45:00;3;1;1;1;0;3;9;3;3;3;0
2020-03-17 04:00:00;9;1;1;0;1;8;9;8;4;6;0
2020-03-17 04:15:00;4;0;0;0;0;3;5;3;3;6;0
2020-03-17 04:30:00;9;3;2;0;0;7;4;7;0;0;0
2020-03-17 04:45:00;18;1;1;0;1;9;5;9;1;1;0
2020-03-17 05:00:00;39;6;3;0;0;29;3;29;1;5;0
2020-03-17 05:15:00;39;2;2;0;0;22;3;22;2;2;0
2020-03-17 05:30:00;81;1;2;0;1;44;14;46;3;8;0
2020-03-17 05:45:00;76;0;0;0;0;51;14;51;5;5;0
2020-03-17 06:00:00;88;9;5;0;2;58;15;59;13;12;0
2020-03-17 06:15:00;123;7;5;0;0;59;9;59;11;9;0
2020-03-17 06:30:00;165;8;3;0;0;66;6;66;11;5;0
2020-03-17 06:45:00;206;2;2;0;0;71;14;71;4;3;1
2020-03-17 07:00:00;134;1;0;0;0;50;16;49;8;4;0
2020-03-17 07:15:00;149;5;2;0;3;57;15;57;12;6;0
2020-03-17 07:30:00;140;3;1;0;1;64;21;64;9;5;0
2020-03-17 07:45:00;147;5;4;0;1;52;29;51;6;8;0
2020-03-17 08:00:00;110;2;1;0;5;51;24;52;14;8;0
2020-03-17 08:15:00;90;3;1;0;2;52;26;52;20;5;0
2020-03-17 08:30:00;83;2;1;0;0;53;25;53;21;8;0
2020-03-17 08:45:00;85;5;4;0;1;56;27;56;19;6;0
2020-03-17 09:00:00;77;4;1;0;0;61;38;62;19;16;0
2020-03-17 09:15:00;101;1;1;0;2;50;47;51;42;20;0
2020-03-17 09:30:00;87;0;0;1;1;60;36;61;29;12;0
2020-03-17 09:45:00;114;4;5;0;0;65;29;65;38;22;0
2020-03-17 10:00:00;84;2;1;0;0;65;42;65;79;18;0
2020-03-17 10:15:00;91;3;2;1;4;72;32;72;28;16;0
2020-03-17 10:30:00;91;4;2;0;0;83;47;82;33;13;0
2020-03-17 10:45:00;83;2;1;1;1;82;30;82;30;21;0
2020-03-17 11:00:00;75;3;1;0;1;72;32;73;34;7;0
2020-03-17 11:15:00;84;2;0;0;0;98;35;98;33;12;0
2020-03-17 11:30:00;76;1;0;0;1;77;31;74;32;16;0
2020-03-17 11:45:00;69;6;2;1;0;58;32;59;42;10;0
2020-03-17 12:00:00;68;1;1;0;3;87;30;87;36;11;0
2020-03-17 12:15:00;70;2;2;0;0;92;37;92;23;18;1
2020-03-17 12:30:00;70;3;1;0;1;77;33;77;37;11;0
2020-03-17 12:45:00;107;9;5;1;2;90;35;89;21;18;1
2020-03-17 13:00:00;94;7;3;1;4;79;45;79;29;11;0
2020-03-17 13:15:00;86;5;1;1;1;84;25;84;37;17;0
2020-03-17 13:30:00;87;2;1;0;1;81;29;82;35;11;5
2020-03-17 13:45:00;85;3;1;0;1;81;24;82;27;9;0
2020-03-17 14:00:00;97;1;0;0;3;88;24;87;22;13;0
2020-03-17 14:15:00;106;4;2;0;2;105;23;106;12;9;0
2020-03-17 14:30:00;96;4;1;1;0;142;20;139;22;6;0
2020-03-17 14:45:00;80;3;2;0;1;107;23;107;12;17;0
2020-03-17 15:00:00;113;6;1;0;0;93;25;93;22;14;0
2020-03-17 15:15:00;96;1;2;0;2;101;22;101;21;7;0
2020-03-17 15:30:00;104;8;5;0;0;132;26;133;20;12;0
2020-03-17 15:45:00;118;4;2;0;0;132;19;131;23;9;0
2020-03-17 16:00:00;116;9;4;0;1;166;22;167;19;11;0
2020-03-17 16:15:00;124;0;0;0;2;202;27;156;19;8;0
2020-03-17 16:30:00;118;1;0;0;2;192;24;192;23;16;0
2020-03-17 16:45:00;106;4;1;0;2;155;20;154;25;12;1
2020-03-17 17:00:00;90;4;1;0;0;160;22;161;17;10;0
2020-03-17 17:15:00;102;4;0;0;2;148;13;148;24;12;2
2020-03-17 17:30:00;86;3;2;0;2;118;17;118;15;6;0
2020-03-17 17:45:00;68;4;3;1;0;104;17;103;7;10;0
2020-03-17 18:00:00;68;3;3;0;1;103;9;103;16;3;0
2020-03-17 18:15:00;85;7;4;0;1;88;9;88;18;3;0
2020-03-17 18:30:00;72;5;3;0;0;93;14;94;5;4;0
2020-03-17 18:45:00;48;4;0;0;0;76;5;75;8;6;0
2020-03-17 19:00:00;44;1;0;0;0;44;3;45;1;5;0
2020-03-17 19:15:00;25;1;0;0;1;52;5;53;2;0;0
2020-03-17 19:30:00;24;3;0;0;0;47;6;46;2;0;0
2020-03-17 19:45:00;26;3;1;0;0;34;4;34;0;0;0
2020-03-17 20:00:00;30;2;1;0;0;32;0;32;0;0;0
2020-03-17 20:15:00;15;3;1;0;0;26;1;27;1;1;0
2020-03-17 20:30:00;31;6;3;1;0;32;1;32;1;2;0
2020-03-17 20:45:00;19;1;1;0;0;22;0;22;1;0;0
2020-03-17 21:00:00;28;5;4;0;0;32;2;32;1;4;0
2020-03-17 21:15:00;17;2;0;0;0;13;2;13;0;0;0
2020-03-17 21:30:00;24;3;2;0;0;13;3;13;1;2;0
2020-03-17 21:45:00;10;2;3;0;0;13;1;13;0;0;0
2020-03-17 22:00:00;20;9;8;0;0;17;3;17;0;1;0
2020-03-17 22:15:00;10;2;1;0;0;29;2;29;5;4;0
2020-03-17 22:30:00;12;4;2;0;0;17;3;17;0;0;0
2020-03-17 22:45:00;13;3;1;0;0;12;1;12;0;0;0
2020-03-17 23:00:00;12;3;2;0;0;12;1;12;1;1;0
2020-03-17 23:15:00;9;1;0;0;0;13;1;13;0;0;0
2020-03-17 23:30:00;12;1;1;0;0;9;1;9;4;5;0
