DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2019-10-06 00:00:00;18;0;6;5;23;2;5;7;0;0;0;0;0;0;0
2019-10-06 00:15:00;26;0;4;3;36;4;7;4;0;0;0;0;0;0;0
2019-10-06 00:30:00;14;0;3;6;23;3;3;8;0;0;0;0;0;0;0
2019-10-06 00:45:00;17;0;1;1;23;4;4;4;0;0;0;0;0;0;0
2019-10-06 01:00:00;23;2;5;2;23;5;10;8;0;0;0;0;0;0;0
2019-10-06 01:15:00;18;0;2;4;24;2;2;6;0;0;0;0;0;0;0
2019-10-06 01:30:00;19;0;0;2;26;0;3;4;0;0;0;0;0;0;0
2019-10-06 01:45:00;15;1;2;3;17;1;3;6;0;0;0;0;0;0;0
2019-10-06 02:00:00;11;0;3;0;18;4;7;7;0;0;0;0;0;0;0
2019-10-06 02:15:00;15;0;5;3;11;0;2;5;0;0;0;0;0;0;0
2019-10-06 02:30:00;9;0;2;2;10;0;6;6;0;0;0;0;0;0;0
2019-10-06 02:45:00;14;1;5;0;6;2;6;5;0;0;0;0;0;0;0
2019-10-06 03:00:00;6;0;2;2;8;0;4;5;0;0;0;0;0;0;0
2019-10-06 03:15:00;9;3;2;2;11;0;2;5;0;0;0;0;0;0;0
2019-10-06 03:30:00;10;0;0;2;10;0;3;4;0;0;0;0;0;0;0
2019-10-06 03:45:00;7;2;3;0;5;3;5;2;0;0;0;0;0;0;0
2019-10-06 04:00:00;6;0;3;1;7;0;2;3;0;0;0;0;0;0;0
2019-10-06 04:15:00;2;1;1;1;6;0;4;4;0;0;0;0;0;0;0
2019-10-06 04:30:00;4;1;6;3;5;0;2;5;0;0;0;0;0;0;0
2019-10-06 04:45:00;13;0;2;1;3;0;2;2;0;0;0;0;0;0;0
2019-10-06 05:00:00;11;0;1;0;9;0;9;1;0;0;0;0;0;0;0
2019-10-06 05:15:00;6;0;5;2;5;3;4;7;0;0;0;0;0;0;0
2019-10-06 05:30:00;23;1;6;0;5;0;6;6;0;0;0;0;0;0;0
2019-10-06 05:45:00;25;1;6;2;5;1;10;8;0;0;0;0;0;0;0
2019-10-06 06:00:00;17;1;2;3;16;1;3;4;0;0;0;0;0;0;0
2019-10-06 06:15:00;15;1;5;1;4;1;7;9;0;0;0;0;0;0;0
2019-10-06 06:30:00;14;0;1;1;7;2;10;6;0;0;0;0;0;0;0
2019-10-06 06:45:00;11;0;1;2;4;0;12;6;0;0;0;0;0;0;0
2019-10-06 07:00:00;12;1;2;3;10;1;7;7;0;0;0;0;0;0;0
2019-10-06 07:15:00;10;1;2;4;5;2;6;8;0;0;0;0;0;0;0
2019-10-06 07:30:00;25;0;6;5;18;2;8;9;0;1;0;2;0;0;0
2019-10-06 07:45:00;28;0;4;5;7;2;11;9;0;0;0;0;0;0;0
2019-10-06 08:00:00;27;0;4;1;16;1;10;4;0;0;0;3;0;0;0
2019-10-06 08:15:00;29;1;9;1;14;3;10;7;0;0;0;0;0;0;0
2019-10-06 08:30:00;43;1;7;2;23;4;15;11;0;0;0;0;0;0;0
2019-10-06 08:45:00;52;0;17;5;27;5;14;18;0;0;0;0;0;0;0
2019-10-06 09:00:00;41;1;2;3;22;5;13;7;0;0;0;0;0;0;0
2019-10-06 09:15:00;70;3;7;10;34;4;15;15;0;0;0;0;0;0;0
2019-10-06 09:30:00;63;11;14;11;29;1;24;26;0;0;0;0;1;0;0
2019-10-06 09:45:00;98;12;14;11;31;6;30;30;0;1;1;0;0;0;0
2019-10-06 10:00:00;47;2;11;3;35;6;18;12;0;0;0;0;0;0;0
2019-10-06 10:15:00;68;2;15;8;51;7;19;17;0;0;0;0;0;0;0
2019-10-06 10:30:00;72;2;14;5;60;9;23;23;0;0;0;0;0;0;0
2019-10-06 10:45:00;73;0;14;7;53;9;33;16;0;0;1;0;0;0;0
2019-10-06 11:00:00;100;1;11;14;68;3;35;28;0;4;0;0;0;0;0
2019-10-06 11:15:00;109;4;23;10;78;5;23;18;0;0;0;0;0;0;0
2019-10-06 11:30:00;88;2;14;21;80;13;28;27;0;2;0;0;0;0;0
2019-10-06 11:45:00;112;3;17;13;76;7;24;26;0;0;0;0;0;0;0
2019-10-06 12:00:00;97;2;25;5;79;6;22;21;0;0;5;0;0;0;0
2019-10-06 12:15:00;90;2;18;6;76;3;22;22;0;0;0;0;0;0;0
2019-10-06 12:30:00;105;2;20;11;66;7;33;17;0;0;0;0;0;0;0
2019-10-06 12:45:00;99;3;19;6;62;6;32;20;0;0;0;0;0;0;0
2019-10-06 13:00:00;97;5;17;13;84;6;35;24;0;1;0;0;0;0;0
