DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-10-17 00:00:00;21;24;20;1;6;30;0;2;14;13;9;11;0;0;0;0
2020-10-17 00:15:00;22;38;38;2;3;38;1;4;13;13;12;12;0;0;0;0
2020-10-17 00:30:00;24;27;34;3;7;29;1;5;7;7;7;7;0;0;0;0
2020-10-17 00:45:00;16;26;29;1;4;26;0;2;5;5;6;6;0;0;0;0
2020-10-17 01:00:00;25;21;17;1;6;21;0;1;3;3;2;2;0;0;0;0
2020-10-17 01:15:00;14;21;15;1;1;21;0;4;4;4;4;4;0;0;0;0
2020-10-17 01:30:00;13;18;18;1;7;23;0;2;4;4;5;4;0;0;0;0
2020-10-17 01:45:00;18;17;21;1;5;18;0;5;7;7;7;7;0;0;0;0
2020-10-17 02:00:00;11;15;19;1;5;16;0;1;3;2;0;2;0;0;0;0
2020-10-17 02:15:00;7;7;266;0;6;10;0;0;4;4;4;4;0;0;2;0
2020-10-17 02:30:00;12;16;18;1;5;15;1;3;2;2;3;2;0;0;0;0
2020-10-17 02:45:00;7;11;13;1;6;8;3;1;0;0;0;0;0;0;0;0
2020-10-17 03:00:00;14;7;13;0;5;9;0;0;4;4;4;4;0;0;0;0
2020-10-17 03:15:00;6;11;264;0;1;13;1;1;1;1;2;259;0;0;0;0
2020-10-17 03:30:00;14;4;4;0;3;7;0;1;2;2;1;1;0;0;0;0
2020-10-17 03:45:00;5;2;7;1;4;1;1;1;3;2;2;2;0;0;0;0
2020-10-17 04:00:00;2;7;9;0;2;8;0;0;0;0;0;0;0;0;0;0
2020-10-17 04:15:00;2;4;265;1;4;4;1;0;1;1;1;1;0;0;0;0
2020-10-17 04:30:00;6;4;6;1;3;6;0;1;3;3;3;3;0;0;0;0
2020-10-17 04:45:00;15;5;263;1;5;5;1;1;5;5;4;4;0;0;0;0
2020-10-17 05:00:00;11;6;10;2;0;6;0;2;2;2;2;2;0;0;0;0
2020-10-17 05:15:00;11;11;269;1;3;13;0;6;10;9;8;10;0;0;0;0
2020-10-17 05:30:00;20;27;24;1;7;25;1;4;16;17;17;17;0;0;0;0
2020-10-17 05:45:00;20;30;34;6;9;36;0;1;10;10;9;10;0;0;0;0
2020-10-17 06:00:00;13;26;21;15;12;21;2;3;3;2;2;2;0;0;0;0
2020-10-17 06:15:00;19;21;15;8;12;20;0;6;10;10;10;10;0;0;0;0
2020-10-17 06:30:00;17;30;29;12;9;28;0;7;10;10;9;10;0;0;0;0
2020-10-17 06:45:00;33;27;24;9;16;24;3;16;18;16;14;13;0;0;0;0
2020-10-17 07:00:00;29;25;23;4;18;25;2;16;18;19;13;18;0;0;2;0
2020-10-17 07:15:00;28;37;30;9;19;32;1;9;11;12;9;9;0;0;0;0
2020-10-17 07:30:00;59;44;35;5;13;43;2;12;22;21;20;21;0;0;0;0
2020-10-17 07:45:00;63;59;46;7;34;48;1;20;13;14;16;15;0;0;0;0
2020-10-17 08:00:00;44;53;45;13;19;49;5;21;21;20;17;18;0;0;0;0
2020-10-17 08:15:00;46;49;37;11;17;46;6;23;21;22;26;27;0;0;1;0
2020-10-17 08:30:00;83;89;58;17;23;74;6;24;38;35;29;31;0;0;0;0
2020-10-17 08:45:00;92;84;51;29;34;80;6;37;25;28;24;24;0;0;0;0
2020-10-17 09:00:00;95;119;89;34;38;94;6;34;40;40;36;38;0;0;0;0
2020-10-17 09:15:00;101;117;84;35;33;114;16;47;54;56;46;49;0;0;7;0
2020-10-17 09:30:00;103;158;95;32;34;134;12;52;42;41;40;38;0;0;0;0
2020-10-17 09:45:00;123;145;86;37;42;134;12;42;40;40;36;38;0;0;2;1
2020-10-17 10:00:00;131;169;93;43;45;140;10;61;50;49;42;42;0;0;0;0
2020-10-17 10:15:00;149;173;101;50;47;156;9;65;58;53;55;51;0;0;4;0
2020-10-17 10:30:00;134;191;85;47;50;181;6;55;50;49;43;44;0;0;0;0
2020-10-17 10:45:00;147;179;80;43;47;146;14;60;69;71;66;69;0;0;0;0
2020-10-17 11:00:00;130;173;97;45;40;155;11;63;62;63;63;63;0;0;0;0
2020-10-17 11:15:00;154;201;115;60;48;176;17;60;59;55;50;51;3;1;0;2
2020-10-17 11:30:00;157;173;92;43;49;160;19;72;53;53;57;55;0;0;0;0
2020-10-17 11:45:00;192;197;104;60;52;151;11;68;55;56;50;54;1;0;9;0
2020-10-17 12:00:00;163;199;94;46;49;178;11;303;62;63;56;58;0;0;0;3
2020-10-17 12:15:00;153;185;69;50;56;166;17;59;60;55;51;56;0;0;3;0
2020-10-17 12:30:00;168;181;83;47;46;160;12;47;66;65;62;65;0;1;1;0
2020-10-17 12:45:00;172;211;89;61;48;173;11;66;58;59;54;53;0;0;1;0
2020-10-17 13:00:00;170;213;104;54;49;179;11;59;57;60;56;57;0;0;0;0
2020-10-17 13:15:00;170;181;91;46;46;153;15;37;60;57;54;54;0;0;0;0
2020-10-17 13:30:00;165;211;95;47;55;195;10;58;56;58;52;54;0;0;0;0
2020-10-17 13:45:00;173;186;94;39;55;170;13;63;66;67;66;62;1;0;0;2
2020-10-17 14:00:00;168;208;94;38;45;185;9;67;56;53;50;52;0;0;0;1
2020-10-17 14:15:00;171;217;106;47;60;180;8;65;66;68;56;61;0;2;1;1
2020-10-17 14:30:00;201;216;120;57;64;187;10;67;59;58;50;52;1;0;0;0
2020-10-17 14:45:00;181;199;107;71;53;182;11;54;64;62;55;54;0;0;0;0
2020-10-17 15:00:00;199;251;103;46;67;224;8;55;58;53;56;57;0;0;0;4
2020-10-17 15:15:00;171;202;91;50;52;218;14;66;63;61;50;55;0;0;1;0
2020-10-17 15:30:00;172;217;87;34;59;191;19;55;52;52;53;55;2;0;0;15
2020-10-17 15:45:00;193;173;78;51;53;144;11;63;62;59;50;52;3;1;2;0
2020-10-17 16:00:00;211;196;106;41;45;177;12;60;52;52;47;49;0;1;0;1
2020-10-17 16:15:00;172;187;88;54;49;162;9;64;60;59;56;57;3;3;0;5
2020-10-17 16:30:00;183;178;120;38;70;156;10;53;65;69;62;65;5;0;0;4
2020-10-17 16:45:00;177;177;84;40;47;167;19;88;70;70;61;59;0;0;0;0
2020-10-17 17:00:00;191;196;99;35;64;175;11;59;57;53;47;50;1;0;1;0
2020-10-17 17:15:00;172;184;83;55;58;159;9;60;46;51;46;46;0;1;7;2
2020-10-17 17:30:00;187;187;98;63;57;150;7;53;52;52;52;54;3;1;2;1
2020-10-17 17:45:00;196;164;87;46;51;158;9;53;64;60;48;50;0;0;0;0
2020-10-17 18:00:00;179;193;85;36;50;168;9;50;39;40;37;42;0;0;3;2
2020-10-17 18:15:00;153;183;93;33;53;153;8;45;53;53;45;45;4;13;0;0
2020-10-17 18:30:00;177;143;80;26;66;140;9;45;44;46;41;44;1;0;0;0
2020-10-17 18:45:00;163;156;85;27;42;150;2;38;42;45;40;41;1;0;1;0
2020-10-17 19:00:00;135;145;78;27;49;124;3;38;44;44;38;37;0;0;0;0
2020-10-17 19:15:00;136;119;62;12;53;114;9;23;42;40;37;38;0;1;1;2
2020-10-17 19:30:00;137;112;57;22;33;103;8;21;27;27;24;27;0;0;2;0
2020-10-17 19:45:00;121;102;51;17;42;105;4;20;46;46;40;43;0;0;1;1
2020-10-17 20:00:00;142;106;61;29;46;95;6;19;25;27;22;23;0;0;0;0
2020-10-17 20:15:00;101;85;55;7;31;76;1;16;20;18;18;20;0;0;0;0
2020-10-17 20:30:00;97;75;45;5;23;66;5;12;18;18;16;17;0;0;0;0
2020-10-17 20:45:00;76;48;30;5;13;58;1;4;21;22;19;22;1;0;0;0
2020-10-17 21:00:00;61;61;47;3;15;60;2;9;18;18;15;16;0;2;0;0
2020-10-17 21:15:00;66;65;35;5;13;57;0;8;18;18;18;18;0;0;0;0
2020-10-17 21:30:00;76;47;34;8;13;56;2;9;15;14;11;12;0;0;1;1
2020-10-17 21:45:00;67;68;44;2;13;68;1;8;13;14;16;15;0;0;0;1
2020-10-17 22:00:00;59;80;42;4;10;81;2;8;20;18;17;16;0;0;0;0
2020-10-17 22:15:00;65;46;34;4;7;45;3;6;15;16;16;16;0;0;0;0
