DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-11-21 00:00:00;5;2;10;1;0;0
2020-11-21 00:15:00;10;1;6;0;0;0
2020-11-21 00:30:00;7;1;11;1;0;0
2020-11-21 00:45:00;9;0;6;0;0;0
2020-11-21 01:00:00;6;0;7;0;0;0
2020-11-21 01:15:00;3;0;4;0;0;0
2020-11-21 01:30:00;8;2;7;0;0;0
2020-11-21 01:45:00;2;0;3;0;0;0
2020-11-21 02:00:00;3;1;3;2;0;0
2020-11-21 02:15:00;2;0;5;0;0;0
2020-11-21 02:30:00;3;0;5;0;0;0
2020-11-21 02:45:00;8;1;3;0;0;0
2020-11-21 03:00:00;4;1;6;0;0;0
2020-11-21 03:15:00;6;0;0;0;0;0
2020-11-21 03:30:00;2;0;10;0;0;0
2020-11-21 03:45:00;5;0;4;0;0;0
2020-11-21 04:00:00;5;0;4;0;0;0
2020-11-21 04:15:00;1;0;5;0;0;0
2020-11-21 04:30:00;5;0;7;0;0;0
2020-11-21 04:45:00;5;2;9;0;0;0
2020-11-21 05:00:00;6;3;18;1;0;0
2020-11-21 05:15:00;6;5;22;3;0;0
2020-11-21 05:30:00;18;2;29;9;1;4
2020-11-21 05:45:00;60;7;31;36;10;8
2020-11-21 06:00:00;80;1;19;61;4;1
2020-11-21 06:15:00;33;1;16;35;1;4
2020-11-21 06:30:00;14;2;12;16;0;0
2020-11-21 06:45:00;8;2;21;4;0;0
2020-11-21 07:00:00;10;0;12;4;0;0
2020-11-21 07:15:00;10;0;10;2;0;0
2020-11-21 07:30:00;17;0;25;0;0;0
2020-11-21 07:45:00;16;0;21;0;0;0
2020-11-21 08:00:00;10;0;14;3;0;0
2020-11-21 08:15:00;16;1;13;0;0;0
2020-11-21 08:30:00;9;0;16;0;0;0
2020-11-21 08:45:00;13;0;18;0;0;0
2020-11-21 09:00:00;13;0;20;0;0;0
2020-11-21 09:15:00;21;0;22;0;0;0
2020-11-21 09:30:00;20;0;38;0;0;0
2020-11-21 09:45:00;20;1;35;0;1;0
2020-11-21 10:00:00;36;1;33;0;0;0
2020-11-21 10:15:00;19;1;43;1;0;0
2020-11-21 10:30:00;29;0;40;0;0;0
2020-11-21 10:45:00;34;0;36;0;0;0
2020-11-21 11:00:00;25;0;33;1;0;0
2020-11-21 11:15:00;33;1;32;3;1;0
2020-11-21 11:30:00;31;1;45;1;0;3
2020-11-21 11:45:00;34;0;30;0;0;0
2020-11-21 12:00:00;45;0;42;3;0;0
2020-11-21 12:15:00;43;0;32;0;0;0
2020-11-21 12:30:00;38;3;34;1;1;0
2020-11-21 12:45:00;37;0;32;0;0;0
2020-11-21 13:00:00;45;3;41;0;2;0
2020-11-21 13:15:00;38;0;33;0;0;0
2020-11-21 13:30:00;45;0;35;1;0;0
2020-11-21 13:45:00;39;0;23;7;10;1
2020-11-21 14:00:00;38;1;20;6;6;0
2020-11-21 14:15:00;42;1;21;6;0;1
2020-11-21 14:30:00;53;0;46;12;3;3
2020-11-21 14:45:00;41;0;36;4;0;0
2020-11-21 15:00:00;42;0;29;0;0;0
2020-11-21 15:15:00;46;0;35;0;0;0
2020-11-21 15:30:00;33;0;35;0;0;0
2020-11-21 15:45:00;28;0;29;1;0;0
2020-11-21 16:00:00;33;2;36;5;0;0
2020-11-21 16:15:00;31;1;30;2;0;0
2020-11-21 16:30:00;38;0;34;1;0;0
2020-11-21 16:45:00;29;1;40;1;0;1
2020-11-21 17:00:00;28;0;28;4;0;0
2020-11-21 17:15:00;38;0;34;0;0;0
2020-11-21 17:30:00;36;2;36;1;1;0
2020-11-21 17:45:00;29;2;21;3;0;0
2020-11-21 18:00:00;21;0;22;1;0;0
2020-11-21 18:15:00;26;0;17;1;0;0
2020-11-21 18:30:00;29;0;24;0;0;0
2020-11-21 18:45:00;24;1;23;0;0;0
2020-11-21 19:00:00;21;0;33;0;0;0
2020-11-21 19:15:00;17;0;17;0;0;0
2020-11-21 19:30:00;27;0;15;0;0;0
2020-11-21 19:45:00;21;0;23;0;0;0
2020-11-21 20:00:00;23;0;14;0;0;0
2020-11-21 20:15:00;18;0;11;0;0;0
2020-11-21 20:30:00;13;0;17;0;0;0
2020-11-21 20:45:00;14;0;13;0;0;0
2020-11-21 21:00:00;13;1;15;1;0;0
2020-11-21 21:15:00;13;1;13;0;0;0
2020-11-21 21:30:00;12;0;6;0;0;0
2020-11-21 21:45:00;6;0;12;3;0;0
2020-11-21 22:00:00;17;0;12;1;0;0
2020-11-21 22:15:00;6;2;9;0;0;0
2020-11-21 22:30:00;9;1;8;0;0;0
2020-11-21 22:45:00;5;0;6;0;0;0
2020-11-21 23:00:00;11;0;11;0;0;0
2020-11-21 23:15:00;12;2;8;5;0;0
2020-11-21 23:30:00;7;0;5;0;0;0
2020-11-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
