DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-01-16 00:00:00;11;12;1;1;0;0;0
2020-01-16 00:15:00;15;9;0;0;0;0;0
2020-01-16 00:30:00;31;8;4;4;0;0;0
2020-01-16 00:45:00;8;9;0;0;0;0;0
2020-01-16 01:00:00;11;8;0;0;0;0;0
2020-01-16 01:15:00;13;9;1;1;0;0;0
2020-01-16 01:30:00;7;11;1;1;0;0;0
2020-01-16 01:45:00;9;6;0;0;0;0;0
2020-01-16 02:00:00;3;7;0;0;0;0;0
2020-01-16 02:15:00;8;4;0;0;0;0;0
2020-01-16 02:30:00;4;10;0;0;0;0;0
2020-01-16 02:45:00;4;6;0;0;0;0;0
2020-01-16 03:00:00;9;5;0;0;0;0;0
2020-01-16 03:15:00;5;6;0;0;0;0;0
2020-01-16 03:30:00;7;6;0;0;0;0;0
2020-01-16 03:45:00;5;4;0;0;0;0;0
2020-01-16 04:00:00;9;9;0;0;0;0;0
2020-01-16 04:15:00;10;8;0;0;0;0;0
2020-01-16 04:30:00;13;20;0;0;0;0;0
2020-01-16 04:45:00;13;14;0;0;0;0;0
2020-01-16 05:00:00;38;24;2;2;0;0;0
2020-01-16 05:15:00;48;42;0;0;0;0;0
2020-01-16 05:30:00;86;76;1;1;0;0;0
2020-01-16 05:45:00;110;69;4;4;0;0;0
2020-01-16 06:00:00;114;86;3;3;0;0;0
2020-01-16 06:15:00;138;110;3;3;0;0;0
2020-01-16 06:30:00;195;142;5;5;0;0;0
2020-01-16 06:45:00;200;133;8;8;0;0;0
2020-01-16 07:00:00;238;174;7;7;5;0;0
2020-01-16 07:15:00;204;216;15;15;3;0;0
2020-01-16 07:30:00;229;221;15;15;50;0;0
2020-01-16 07:45:00;256;185;17;17;8;0;0
2020-01-16 08:00:00;208;184;14;14;4;0;0
2020-01-16 08:15:00;225;162;9;9;11;0;0
2020-01-16 08:30:00;208;172;11;11;11;0;0
2020-01-16 08:45:00;186;150;8;8;9;0;0
2020-01-16 09:00:00;192;136;5;5;1;0;0
2020-01-16 09:15:00;198;142;6;6;1;0;0
2020-01-16 09:30:00;188;150;5;5;2;0;0
2020-01-16 09:45:00;187;166;11;11;1;0;0
2020-01-16 10:00:00;184;169;10;10;2;0;0
2020-01-16 10:15:00;167;184;7;7;0;0;0
2020-01-16 10:30:00;215;173;11;11;3;0;0
2020-01-16 10:45:00;177;138;3;3;12;0;0
2020-01-16 11:00:00;190;182;5;5;5;0;0
2020-01-16 11:15:00;185;154;12;12;11;0;0
2020-01-16 11:30:00;222;186;7;7;3;0;0
2020-01-16 11:45:00;212;171;9;9;11;0;0
2020-01-16 12:00:00;199;159;9;9;0;0;0
2020-01-16 12:15:00;186;191;10;10;0;0;0
2020-01-16 12:30:00;193;185;10;10;7;0;0
2020-01-16 12:45:00;205;193;10;10;3;0;0
2020-01-16 13:00:00;204;174;9;9;7;0;0
2020-01-16 13:15:00;233;197;8;8;10;0;0
2020-01-16 13:30:00;192;178;7;7;11;0;0
2020-01-16 13:45:00;204;170;12;12;0;0;0
2020-01-16 14:00:00;204;178;4;4;36;0;0
2020-01-16 14:15:00;188;214;11;11;65;0;0
2020-01-16 14:30:00;195;214;5;5;1;0;0
2020-01-16 14:45:00;222;203;7;7;12;0;0
2020-01-16 15:00:00;208;205;14;14;3;0;0
2020-01-16 15:15:00;233;213;11;11;4;0;0
2020-01-16 15:30:00;220;228;9;9;12;0;0
2020-01-16 15:45:00;244;238;16;16;22;0;0
2020-01-16 16:00:00;234;232;5;5;0;0;0
2020-01-16 16:15:00;263;252;11;11;11;0;0
2020-01-16 16:30:00;251;207;14;14;10;0;0
2020-01-16 16:45:00;236;225;8;8;6;0;0
2020-01-16 17:00:00;234;220;12;12;24;0;0
2020-01-16 17:15:00;288;202;12;12;7;0;0
2020-01-16 17:30:00;253;213;15;15;7;0;0
2020-01-16 17:45:00;223;206;9;9;5;0;0
2020-01-16 18:00:00;208;218;10;10;3;0;0
2020-01-16 18:15:00;210;217;11;11;11;0;0
2020-01-16 18:30:00;205;200;7;7;15;0;0
2020-01-16 18:45:00;185;237;17;17;5;0;0
2020-01-16 19:00:00;172;194;11;11;41;0;0
2020-01-16 19:15:00;195;160;9;9;14;0;0
2020-01-16 19:30:00;131;185;10;10;6;0;0
2020-01-16 19:45:00;109;158;8;8;3;0;0
2020-01-16 20:00:00;124;187;9;9;1;0;0
2020-01-16 20:15:00;108;146;9;9;7;0;0
2020-01-16 20:30:00;92;91;4;4;0;0;0
2020-01-16 20:45:00;118;99;4;4;3;0;0
2020-01-16 21:00:00;75;78;7;7;0;0;0
2020-01-16 21:15:00;110;88;6;6;0;0;0
2020-01-16 21:30:00;82;64;4;4;0;0;0
2020-01-16 21:45:00;68;79;3;3;0;0;0
2020-01-16 22:00:00;84;100;1;1;0;0;0
2020-01-16 22:15:00;127;77;7;7;0;0;0
2020-01-16 22:30:00;56;88;2;2;0;0;0
2020-01-16 22:45:00;58;50;0;0;0;0;0
2020-01-16 23:00:00;40;34;3;3;0;0;0
2020-01-16 23:15:00;30;34;0;0;0;0;0
2020-01-16 23:30:00;20;24;0;0;0;0;0
2020-01-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
