DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-07-12 00:00:00;18;19;9;22;17;3;0;1;0;0;0;0;0
2020-07-12 00:15:00;8;17;12;36;18;4;0;1;0;0;0;0;0
2020-07-12 00:30:00;7;11;11;31;28;4;0;1;0;0;0;0;0
2020-07-12 00:45:00;9;14;12;17;17;0;0;0;0;0;0;0;0
2020-07-12 01:00:00;5;16;10;24;12;2;0;0;0;0;0;0;0
2020-07-12 01:15:00;4;8;5;22;6;0;0;0;0;0;0;0;0
2020-07-12 01:30:00;5;15;7;21;15;4;0;0;0;0;0;0;0
2020-07-12 01:45:00;5;5;7;12;8;0;0;1;0;0;0;0;0
2020-07-12 02:00:00;5;10;3;12;6;0;0;0;0;0;0;0;0
2020-07-12 02:15:00;2;6;4;10;3;2;0;0;0;0;0;0;0
2020-07-12 02:30:00;3;6;5;13;7;1;0;0;0;0;0;0;0
2020-07-12 02:45:00;4;6;2;9;5;0;0;0;0;0;0;0;0
2020-07-12 03:00:00;4;6;4;8;4;1;0;0;0;0;0;0;0
2020-07-12 03:15:00;0;3;1;9;3;2;0;0;0;0;0;0;0
2020-07-12 03:30:00;1;3;1;6;3;0;0;0;0;0;0;0;0
2020-07-12 03:45:00;4;1;5;4;5;1;0;0;0;0;0;0;0
2020-07-12 04:00:00;4;5;8;5;5;0;0;0;0;0;0;0;0
2020-07-12 04:15:00;3;4;3;5;3;1;0;0;0;0;0;0;0
2020-07-12 04:30:00;3;3;3;6;4;3;0;0;0;0;0;0;0
2020-07-12 04:45:00;1;4;1;2;0;0;0;0;0;0;0;0;0
2020-07-12 05:00:00;2;5;4;11;3;0;0;0;0;0;0;0;0
2020-07-12 05:15:00;2;5;5;11;8;0;0;0;0;0;0;0;0
2020-07-12 05:30:00;4;4;4;9;7;0;0;0;0;0;0;0;0
2020-07-12 05:45:00;1;6;4;11;6;2;0;0;0;0;0;0;0
2020-07-12 06:00:00;3;10;4;10;2;0;0;0;0;0;0;0;0
2020-07-12 06:15:00;4;2;2;9;2;0;0;0;0;0;0;0;0
2020-07-12 06:30:00;1;6;4;15;8;1;0;0;0;0;0;0;0
2020-07-12 06:45:00;4;3;4;7;3;1;0;1;0;0;0;0;0
2020-07-12 07:00:00;5;2;3;8;3;0;0;0;0;0;0;0;0
2020-07-12 07:15:00;6;10;4;13;6;1;0;0;0;0;0;0;0
2020-07-12 07:30:00;7;10;7;21;4;1;0;0;0;0;0;0;0
2020-07-12 07:45:00;9;15;16;25;10;5;0;0;0;0;0;0;0
2020-07-12 08:00:00;10;11;9;26;12;2;0;0;0;0;0;0;0
2020-07-12 08:15:00;9;8;11;24;7;2;0;0;0;0;0;0;0
2020-07-12 08:30:00;4;15;17;21;12;0;0;1;0;0;0;0;0
2020-07-12 08:45:00;12;20;15;30;23;6;0;1;0;0;0;0;0
2020-07-12 09:00:00;12;28;22;41;19;5;0;1;0;0;0;1;0
2020-07-12 09:15:00;13;28;28;26;20;6;0;0;8;0;0;0;0
2020-07-12 09:30:00;12;27;24;38;24;5;0;1;2;0;0;0;0
2020-07-12 09:45:00;14;30;28;49;33;9;0;0;1;0;0;0;0
2020-07-12 10:00:00;23;28;31;61;31;5;0;0;0;0;0;0;0
2020-07-12 10:15:00;16;21;30;46;29;9;0;2;9;0;0;0;0
2020-07-12 10:30:00;23;26;16;49;34;7;0;0;0;0;0;0;0
2020-07-12 10:45:00;21;41;32;66;45;5;0;0;0;0;0;0;0
2020-07-12 11:00:00;15;28;29;59;44;2;0;1;2;0;0;0;0
2020-07-12 11:15:00;18;32;21;53;41;7;0;2;0;0;0;0;0
2020-07-12 11:30:00;26;45;33;59;52;13;0;1;15;0;0;0;0
2020-07-12 11:45:00;23;46;36;65;53;19;0;1;5;8;0;0;4
2020-07-12 12:00:00;30;41;30;87;50;5;0;1;0;0;0;0;0
2020-07-12 12:15:00;30;45;36;69;46;11;0;1;0;4;0;0;0
2020-07-12 12:30:00;26;44;47;80;57;12;0;0;4;0;0;0;0
2020-07-12 12:45:00;25;29;29;72;61;8;0;0;1;0;0;0;0
2020-07-12 13:00:00;24;47;27;62;48;7;0;2;10;17;0;1;1
2020-07-12 13:15:00;28;56;21;64;51;8;0;0;1;1;0;0;0
2020-07-12 13:30:00;31;44;42;72;61;11;0;1;2;0;0;0;0
2020-07-12 13:45:00;25;42;32;67;54;5;0;0;3;0;0;0;0
2020-07-12 14:00:00;34;55;30;64;55;14;0;0;0;12;0;0;0
2020-07-12 14:15:00;35;52;23;66;51;8;0;0;2;0;0;0;0
2020-07-12 14:30:00;28;49;35;71;55;11;0;1;0;0;0;0;0
2020-07-12 14:45:00;33;58;35;70;52;13;0;2;0;0;0;0;0
2020-07-12 15:00:00;41;53;42;63;53;15;0;1;7;0;0;0;0
2020-07-12 15:15:00;35;43;31;66;59;16;0;2;31;0;0;8;0
2020-07-12 15:30:00;40;56;36;61;43;10;0;1;8;0;0;78;0
2020-07-12 15:45:00;38;59;28;56;58;4;0;1;7;0;0;0;0
2020-07-12 16:00:00;29;47;37;74;54;13;0;1;7;0;0;0;0
2020-07-12 16:15:00;32;47;35;64;46;17;0;0;20;0;0;0;0
2020-07-12 16:30:00;35;41;28;70;51;12;0;1;13;0;0;0;0
2020-07-12 16:45:00;35;66;34;58;49;12;0;0;7;0;0;0;0
2020-07-12 17:00:00;32;43;31;89;71;12;0;1;10;0;0;0;1
2020-07-12 17:15:00;24;53;32;74;60;11;0;2;1;0;0;0;24
2020-07-12 17:30:00;37;49;38;67;66;9;0;0;4;0;0;2;0
2020-07-12 17:45:00;35;54;43;85;69;10;0;4;5;0;0;0;0
2020-07-12 18:00:00;28;41;38;80;70;10;0;1;6;0;0;0;0
2020-07-12 18:15:00;28;41;40;70;50;9;0;0;26;0;0;5;0
2020-07-12 18:30:00;47;53;32;87;75;10;0;0;10;0;0;3;2
2020-07-12 18:45:00;32;45;26;75;66;12;0;0;3;0;0;0;0
2020-07-12 19:00:00;30;53;36;84;75;16;0;0;4;0;0;0;0
2020-07-12 19:15:00;29;53;31;70;63;9;0;0;1;0;0;0;0
2020-07-12 19:30:00;24;53;32;74;63;8;0;2;4;0;0;0;0
2020-07-12 19:45:00;24;45;39;68;44;14;0;1;3;0;0;0;0
2020-07-12 20:00:00;22;43;20;74;51;11;0;1;5;0;0;0;0
2020-07-12 20:15:00;28;42;23;62;52;11;0;0;13;0;0;0;5
2020-07-12 20:30:00;26;38;26;56;51;2;0;2;10;0;0;0;0
2020-07-12 20:45:00;16;31;28;48;36;12;0;0;3;0;0;0;0
2020-07-12 21:00:00;21;40;28;61;41;4;0;0;1;0;0;9;0
2020-07-12 21:15:00;19;43;21;52;48;4;0;0;0;0;0;0;0
2020-07-12 21:30:00;13;30;25;56;53;8;0;0;2;0;0;0;0
2020-07-12 21:45:00;13;26;19;44;20;3;0;0;5;0;0;0;0
2020-07-12 22:00:00;27;20;16;58;45;6;0;0;0;0;0;2;0
2020-07-12 22:15:00;16;25;11;37;22;6;0;0;0;0;0;0;0
2020-07-12 22:30:00;12;20;13;37;27;3;0;0;14;0;0;0;1
2020-07-12 22:45:00;5;15;11;29;19;5;0;1;0;0;0;0;2
2020-07-12 23:00:00;8;12;7;31;16;5;0;0;0;0;0;0;0
2020-07-12 23:15:00;6;6;6;18;9;3;0;0;0;0;0;0;0
2020-07-12 23:30:00;3;8;8;20;9;2;0;0;0;0;0;0;0
2020-07-12 23:45:00;4;11;11;17;5;2;0;0;0;0;0;0;0
