DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-10-20 00:00:00;2;3;0;0;8;4;1;0;5;0;0
2020-10-20 00:15:00;7;7;1;0;11;3;1;0;8;0;0
2020-10-20 00:30:00;5;10;2;0;8;6;0;0;7;0;0
2020-10-20 00:45:00;2;4;0;0;10;6;1;0;8;0;0
2020-10-20 01:00:00;6;7;0;0;15;5;1;0;9;0;0
2020-10-20 01:15:00;5;3;1;0;8;4;0;0;7;0;0
2020-10-20 01:30:00;3;8;1;0;8;3;0;0;5;0;0
2020-10-20 01:45:00;8;8;1;0;3;2;0;0;2;0;0
2020-10-20 02:00:00;11;10;2;0;3;4;0;0;4;0;0
2020-10-20 02:15:00;7;6;0;0;4;3;0;0;4;0;0
2020-10-20 02:30:00;3;4;0;0;2;2;0;0;2;0;0
2020-10-20 02:45:00;6;4;0;0;8;6;1;0;5;3;0
2020-10-20 03:00:00;9;12;3;0;4;4;0;0;5;0;0
2020-10-20 03:15:00;3;5;1;0;8;5;0;0;5;0;0
2020-10-20 03:30:00;9;7;0;0;4;3;0;0;3;0;0
2020-10-20 03:45:00;4;6;0;0;2;1;0;0;2;0;0
2020-10-20 04:00:00;13;9;0;0;7;2;0;0;6;0;0
2020-10-20 04:15:00;7;9;1;0;5;3;0;0;3;0;0
2020-10-20 04:30:00;17;18;1;0;9;2;0;0;6;0;0
2020-10-20 04:45:00;24;21;0;0;16;6;0;0;6;0;0
2020-10-20 05:00:00;29;27;5;0;42;21;0;0;22;0;0
2020-10-20 05:15:00;37;31;1;0;32;16;0;0;22;0;0
2020-10-20 05:30:00;59;63;10;0;55;27;1;0;41;0;0
2020-10-20 05:45:00;67;59;9;0;54;35;1;0;41;0;0
2020-10-20 06:00:00;69;82;18;0;84;41;3;0;51;0;0
2020-10-20 06:15:00;64;84;27;0;110;53;5;0;60;0;0
2020-10-20 06:30:00;82;120;21;0;137;96;8;0;104;0;9
2020-10-20 06:45:00;94;128;21;0;99;105;5;0;98;1;23
2020-10-20 07:00:00;64;107;19;0;119;145;6;0;147;0;12
2020-10-20 07:15:00;84;126;14;0;156;183;10;0;183;2;8
2020-10-20 07:30:00;75;119;14;0;122;132;8;0;142;2;7
2020-10-20 07:45:00;90;132;12;0;116;110;15;0;109;4;1
2020-10-20 08:00:00;80;128;17;0;99;106;12;0;104;6;5
2020-10-20 08:15:00;70;111;14;0;115;108;12;0;112;3;0
2020-10-20 08:30:00;87;113;7;0;97;75;9;0;79;6;3
2020-10-20 08:45:00;72;117;14;0;85;87;6;0;92;2;1
2020-10-20 09:00:00;69;92;8;0;88;80;9;0;86;7;4
2020-10-20 09:15:00;55;108;15;0;81;78;10;0;86;7;1
2020-10-20 09:30:00;63;129;9;0;98;94;10;0;100;4;0
2020-10-20 09:45:00;98;86;6;0;87;92;4;0;97;4;1
2020-10-20 10:00:00;32;135;11;0;83;70;5;0;93;13;2
2020-10-20 10:15:00;45;144;14;0;91;72;5;0;65;6;87
2020-10-20 10:30:00;42;144;12;0;82;91;6;0;96;11;30
2020-10-20 10:45:00;68;120;11;0;84;76;9;0;85;8;0
2020-10-20 11:00:00;89;91;11;0;93;76;7;0;80;11;14
2020-10-20 11:15:00;71;107;12;0;88;92;7;0;94;7;0
2020-10-20 11:30:00;64;97;36;0;86;80;9;0;85;6;2
2020-10-20 11:45:00;75;85;7;0;96;101;10;0;103;12;7
2020-10-20 12:00:00;72;96;11;0;74;99;4;0;102;5;4
2020-10-20 12:15:00;84;103;10;0;77;85;8;0;88;5;7
2020-10-20 12:30:00;81;87;6;0;99;105;8;0;111;6;6
2020-10-20 12:45:00;84;97;10;0;107;105;6;0;109;5;2
2020-10-20 13:00:00;81;120;18;0;93;85;10;0;90;10;0
2020-10-20 13:15:00;85;138;17;0;93;108;12;0;114;9;0
2020-10-20 13:30:00;99;153;7;0;106;96;5;0;97;7;1
2020-10-20 13:45:00;83;106;13;0;93;110;8;0;108;8;6
2020-10-20 14:00:00;98;124;15;0;91;108;7;0;115;9;0
2020-10-20 14:15:00;98;133;11;0;103;118;9;0;117;9;3
2020-10-20 14:30:00;87;118;15;0;106;113;8;0;119;11;2
2020-10-20 14:45:00;82;128;14;0;104;110;13;0;106;11;3
2020-10-20 15:00:00;89;125;18;0;100;100;8;0;109;8;1
2020-10-20 15:15:00;99;138;15;0;117;95;6;0;103;11;2
2020-10-20 15:30:00;93;124;16;0;110;124;12;0;126;13;15
2020-10-20 15:45:00;95;126;10;0;128;135;9;0;146;12;11
2020-10-20 16:00:00;110;191;22;0;132;136;5;0;137;8;18
2020-10-20 16:15:00;98;160;23;0;130;142;14;0;144;10;19
2020-10-20 16:30:00;109;152;14;0;125;134;8;0;135;18;16
2020-10-20 16:45:00;92;127;15;0;138;131;13;0;141;12;12
2020-10-20 17:00:00;104;148;10;0;123;139;13;0;130;15;23
