DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-06-13 00:00:00;8;24;10;0;0;0;0;0
2020-06-13 00:15:00;14;17;12;0;0;0;0;0
2020-06-13 00:30:00;10;27;10;0;0;0;0;0
2020-06-13 00:45:00;11;17;11;0;0;0;0;0
2020-06-13 01:00:00;7;18;7;0;0;0;0;0
2020-06-13 01:15:00;7;11;6;0;0;0;0;0
2020-06-13 01:30:00;6;9;4;0;0;0;0;0
2020-06-13 01:45:00;2;15;5;0;0;0;0;0
2020-06-13 02:00:00;8;14;6;0;0;0;0;0
2020-06-13 02:15:00;4;14;4;0;0;0;0;0
2020-06-13 02:30:00;6;12;8;0;0;0;0;0
2020-06-13 02:45:00;4;10;5;0;0;0;0;0
2020-06-13 03:00:00;1;4;4;0;0;0;0;0
2020-06-13 03:15:00;6;8;6;0;0;0;0;0
2020-06-13 03:30:00;4;4;2;0;0;0;0;0
2020-06-13 03:45:00;6;10;3;0;0;0;0;0
2020-06-13 04:00:00;1;7;0;0;0;0;0;0
2020-06-13 04:15:00;7;8;1;0;0;0;0;0
2020-06-13 04:30:00;3;5;5;0;0;0;0;0
2020-06-13 04:45:00;5;10;2;0;0;0;0;0
2020-06-13 05:00:00;10;9;5;0;0;0;0;0
2020-06-13 05:15:00;1;13;4;0;0;0;0;0
2020-06-13 05:30:00;9;31;10;0;0;0;0;0
2020-06-13 05:45:00;9;20;12;0;0;0;0;0
2020-06-13 06:00:00;10;19;5;0;0;0;0;0
2020-06-13 06:15:00;7;29;8;0;2;0;0;0
2020-06-13 06:30:00;12;32;14;0;8;0;0;0
2020-06-13 06:45:00;22;34;13;0;0;0;0;0
2020-06-13 07:00:00;15;31;13;0;0;0;0;0
2020-06-13 07:15:00;17;44;14;0;0;0;0;0
2020-06-13 07:30:00;24;46;19;0;0;0;0;0
2020-06-13 07:45:00;21;57;25;0;5;0;0;0
2020-06-13 08:00:00;25;51;27;0;0;4;1;0
2020-06-13 08:15:00;23;60;22;0;0;0;0;0
2020-06-13 08:30:00;31;51;30;0;0;0;1;0
2020-06-13 08:45:00;34;78;32;0;0;0;0;0
2020-06-13 09:00:00;46;88;36;0;14;0;2;27
2020-06-13 09:15:00;38;107;49;0;0;0;1;0
2020-06-13 09:30:00;41;108;45;0;8;10;11;1
2020-06-13 09:45:00;56;116;50;0;2;0;0;1
2020-06-13 10:00:00;62;131;50;0;4;6;15;4
2020-06-13 10:15:00;49;126;42;0;11;1;10;4
2020-06-13 10:30:00;49;130;62;0;41;0;6;1
2020-06-13 10:45:00;55;166;62;0;7;2;3;6
2020-06-13 11:00:00;50;147;65;0;3;1;0;2
2020-06-13 11:15:00;51;130;64;0;1;0;4;1
2020-06-13 11:30:00;66;163;71;0;2;2;5;1
2020-06-13 11:45:00;61;143;86;0;14;1;21;12
2020-06-13 12:00:00;52;150;84;0;5;2;5;22
2020-06-13 12:15:00;58;155;69;0;7;0;24;6
2020-06-13 12:30:00;64;170;94;0;5;8;5;4
2020-06-13 12:45:00;73;133;68;0;1;5;6;0
2020-06-13 13:00:00;81;169;86;0;15;0;5;4
2020-06-13 13:15:00;76;193;55;0;9;0;5;0
2020-06-13 13:30:00;66;150;64;0;8;2;16;1
2020-06-13 13:45:00;61;147;58;0;10;3;23;16
2020-06-13 14:00:00;73;165;61;0;15;2;13;18
2020-06-13 14:15:00;72;160;72;0;13;3;1;7
2020-06-13 14:30:00;63;173;65;0;14;22;23;7
2020-06-13 14:45:00;77;166;69;0;23;6;4;6
