DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-12-23 00:00:00;3;5;12;1;8;6;2;2;4;3;0;0;0;0
2019-12-23 00:15:00;6;6;16;5;8;9;8;4;4;3;0;0;0;0
2019-12-23 00:30:00;7;4;18;3;14;3;5;1;4;5;0;0;0;0
2019-12-23 00:45:00;6;5;16;4;4;3;3;1;3;2;0;0;0;0
2019-12-23 01:00:00;3;3;7;0;13;6;4;2;1;1;0;0;0;0
2019-12-23 01:15:00;0;2;5;0;12;6;3;1;5;0;0;0;0;0
2019-12-23 01:30:00;1;3;9;1;6;3;2;1;6;1;0;0;0;0
2019-12-23 01:45:00;1;2;5;0;9;6;4;1;3;3;0;0;0;0
2019-12-23 02:00:00;2;1;6;0;9;9;3;0;3;1;0;0;0;0
2019-12-23 02:15:00;0;2;3;0;5;4;1;0;3;1;0;0;0;0
2019-12-23 02:30:00;4;3;6;1;4;1;0;0;0;1;0;0;0;0
2019-12-23 02:45:00;2;5;7;1;3;0;1;0;0;2;0;0;0;0
2019-12-23 03:00:00;0;2;8;2;5;4;4;0;0;2;0;0;0;0
2019-12-23 03:15:00;1;1;5;1;2;3;2;0;0;1;0;0;0;0
2019-12-23 03:30:00;3;3;5;0;5;3;1;0;2;1;0;0;0;0
2019-12-23 03:45:00;1;4;8;1;3;2;0;0;0;4;0;0;0;0
2019-12-23 04:00:00;1;1;5;1;5;2;4;1;1;0;0;0;0;0
2019-12-23 04:15:00;2;5;7;0;7;6;2;0;4;3;0;0;0;0
2019-12-23 04:30:00;5;4;10;0;6;6;0;0;4;7;0;0;0;0
2019-12-23 04:45:00;3;3;11;2;6;4;2;0;5;5;0;0;0;0
2019-12-23 05:00:00;12;4;7;1;6;5;2;0;6;7;0;0;0;0
2019-12-23 05:15:00;4;6;11;4;11;10;6;1;4;6;0;0;0;0
2019-12-23 05:30:00;16;15;34;13;12;10;12;3;9;9;0;0;0;0
2019-12-23 05:45:00;22;18;32;11;14;17;16;3;2;6;0;0;0;0
2019-12-23 06:00:00;14;12;30;11;17;17;15;7;6;8;0;0;0;0
2019-12-23 06:15:00;25;20;25;7;8;19;13;0;2;7;0;0;0;0
2019-12-23 06:30:00;38;11;43;21;20;21;11;5;8;12;0;0;0;0
2019-12-23 06:45:00;30;23;53;22;27;27;20;7;15;9;0;0;0;0
2019-12-23 07:00:00;33;21;47;15;30;26;15;6;15;20;0;0;0;0
2019-12-23 07:15:00;28;20;60;25;37;29;23;6;18;18;0;0;0;0
2019-12-23 07:30:00;46;33;53;19;36;23;20;7;23;22;0;0;0;0
2019-12-23 07:45:00;42;23;58;31;33;24;18;8;20;23;0;0;0;0
2019-12-23 08:00:00;37;27;47;23;39;31;24;3;22;22;0;0;0;0
2019-12-23 08:15:00;41;23;64;41;41;55;24;11;49;37;0;0;0;0
2019-12-23 08:30:00;51;28;86;41;36;39;28;17;38;32;0;0;0;0
2019-12-23 08:45:00;59;50;77;37;53;45;28;15;33;34;0;0;0;0
2019-12-23 09:00:00;43;27;89;42;41;50;30;18;31;28;0;0;0;0
2019-12-23 09:15:00;56;30;129;66;57;57;30;13;32;53;0;0;0;0
2019-12-23 09:30:00;62;46;114;69;56;46;32;18;43;40;0;0;0;0
2019-12-23 09:45:00;46;44;93;58;65;56;38;19;48;47;0;0;0;0
2019-12-23 10:00:00;72;51;115;84;71;57;40;23;53;41;0;0;0;0
2019-12-23 10:15:00;75;63;103;69;80;79;42;13;36;50;0;0;0;0
2019-12-23 10:30:00;66;52;86;96;81;62;34;20;55;60;0;0;0;0
2019-12-23 10:45:00;68;58;100;88;75;70;41;20;69;56;0;0;0;0
2019-12-23 11:00:00;60;58;88;81;83;66;41;33;68;57;0;0;0;0
2019-12-23 11:15:00;69;50;102;81;78;62;38;20;59;50;0;0;0;0
2019-12-23 11:30:00;99;64;99;79;72;68;39;23;71;85;0;0;0;0
