DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2019-11-08 00:00:00;12;11;0;3;1;3;0;0;0;0
2019-11-08 00:15:00;5;4;1;3;5;1;0;0;0;0
2019-11-08 00:30:00;9;11;2;1;0;2;0;0;0;0
2019-11-08 00:45:00;7;8;4;4;0;1;0;0;0;0
2019-11-08 01:00:00;1;3;0;2;2;0;0;0;0;0
2019-11-08 01:15:00;1;2;1;2;0;0;0;0;0;0
2019-11-08 01:30:00;3;4;1;1;2;4;0;0;0;0
2019-11-08 01:45:00;1;1;0;6;0;0;0;0;0;0
2019-11-08 02:00:00;2;1;0;0;0;1;0;0;0;0
2019-11-08 02:15:00;6;3;1;1;1;3;0;0;0;0
2019-11-08 02:30:00;0;1;1;2;0;2;0;0;0;0
2019-11-08 02:45:00;1;1;0;0;0;0;0;0;0;0
2019-11-08 03:00:00;0;1;0;0;0;0;0;0;0;0
2019-11-08 03:15:00;1;1;0;0;0;1;0;0;0;0
2019-11-08 03:30:00;0;0;0;0;0;0;0;0;0;0
2019-11-08 03:45:00;0;1;0;1;2;0;0;0;0;0
2019-11-08 04:00:00;1;4;1;2;1;0;0;0;0;0
2019-11-08 04:15:00;2;3;0;1;3;1;0;0;0;0
2019-11-08 04:30:00;0;1;2;1;1;1;0;0;0;0
2019-11-08 04:45:00;0;1;2;1;5;2;0;0;0;0
2019-11-08 05:00:00;1;2;4;1;2;4;0;0;0;0
2019-11-08 05:15:00;4;5;0;3;3;7;0;0;0;0
2019-11-08 05:30:00;4;5;5;9;4;9;0;0;0;0
2019-11-08 05:45:00;2;9;6;9;10;14;0;0;0;0
2019-11-08 06:00:00;14;23;7;10;9;19;0;0;0;0
2019-11-08 06:15:00;12;26;22;16;23;30;0;0;0;0
2019-11-08 06:30:00;11;27;19;18;27;37;0;0;0;0
2019-11-08 06:45:00;17;25;42;9;40;52;0;0;0;0
2019-11-08 07:00:00;26;29;40;15;42;73;0;0;0;0
2019-11-08 07:15:00;23;50;111;27;54;125;0;0;0;0
2019-11-08 07:30:00;35;61;95;23;51;95;0;0;0;0
2019-11-08 07:45:00;47;82;97;34;80;86;0;0;0;0
2019-11-08 08:00:00;22;47;60;30;45;69;0;0;0;0
2019-11-08 08:15:00;24;41;51;32;36;60;0;0;0;0
2019-11-08 08:30:00;14;35;33;31;48;46;0;0;0;0
2019-11-08 08:45:00;16;37;43;31;33;43;0;0;0;0
2019-11-08 09:00:00;27;33;30;36;33;80;0;0;0;0
2019-11-08 09:15:00;15;23;38;39;25;37;0;0;0;0
2019-11-08 09:30:00;32;34;35;298;37;48;0;0;0;0
2019-11-08 09:45:00;36;30;38;54;28;40;0;0;0;0
2019-11-08 10:00:00;37;39;35;63;38;35;0;0;0;0
2019-11-08 10:15:00;26;36;39;50;30;36;0;0;0;0
2019-11-08 10:30:00;41;52;42;64;40;62;0;0;0;0
2019-11-08 10:45:00;47;43;37;66;31;42;0;0;0;0
2019-11-08 11:00:00;54;41;33;57;30;38;0;0;0;0
2019-11-08 11:15:00;47;62;52;69;39;31;0;0;0;0
2019-11-08 11:30:00;45;40;34;47;31;32;0;0;0;0
2019-11-08 11:45:00;35;54;39;60;34;31;0;0;0;0
2019-11-08 12:00:00;68;48;48;79;38;53;0;0;0;0
2019-11-08 12:15:00;67;67;45;59;27;33;0;0;0;0
2019-11-08 12:30:00;69;83;39;74;31;37;0;0;0;0
2019-11-08 12:45:00;62;82;69;67;32;68;0;0;0;0
2019-11-08 13:00:00;104;107;50;61;20;26;0;0;0;0
2019-11-08 13:15:00;94;100;46;43;18;45;0;0;0;0
2019-11-08 13:30:00;76;96;37;39;21;42;0;0;0;0
2019-11-08 13:45:00;68;99;47;49;18;39;0;0;0;0
2019-11-08 14:00:00;81;97;37;44;23;38;0;0;0;0
2019-11-08 14:15:00;54;87;35;50;26;45;0;0;0;0
2019-11-08 14:30:00;71;108;48;56;13;41;0;0;0;0
2019-11-08 14:45:00;67;98;45;56;22;36;0;0;0;0
2019-11-08 15:00:00;73;125;41;61;20;33;0;0;0;0
2019-11-08 15:15:00;58;76;45;61;18;40;0;0;0;0
2019-11-08 15:30:00;74;91;51;78;25;66;0;0;0;0
2019-11-08 15:45:00;71;75;36;59;22;43;0;0;0;0
2019-11-08 16:00:00;67;95;53;71;20;51;0;0;0;0
2019-11-08 16:15:00;51;56;47;61;17;37;0;0;0;0
2019-11-08 16:30:00;59;74;53;61;25;45;0;0;0;0
