DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2019-12-08 00:00:00;39;48;32;3;4;45;1;4;9;9;10;10;0;0;0;0
2019-12-08 00:15:00;47;63;46;7;10;53;6;4;6;7;8;7;0;0;0;0
2019-12-08 00:30:00;61;66;43;6;5;63;0;3;13;14;13;14;0;0;0;0
2019-12-08 00:45:00;35;64;38;1;4;58;3;4;6;6;5;6;0;0;0;1
2019-12-08 01:00:00;29;50;36;3;1;50;3;6;11;11;11;11;0;0;0;0
2019-12-08 01:15:00;36;45;34;0;1;44;2;4;7;9;8;8;0;0;0;0
2019-12-08 01:30:00;36;37;27;2;6;35;2;3;9;8;7;8;0;0;0;0
2019-12-08 01:45:00;32;34;28;0;2;33;1;2;4;4;4;4;0;0;0;0
2019-12-08 02:00:00;19;33;21;0;3;34;1;1;8;8;7;7;0;0;0;0
2019-12-08 02:15:00;27;32;24;2;0;33;0;7;5;6;5;5;0;0;0;0
2019-12-08 02:30:00;22;20;20;1;5;20;0;0;6;6;6;6;0;0;0;0
2019-12-08 02:45:00;17;13;15;0;1;11;0;4;2;2;2;2;0;0;0;0
2019-12-08 03:00:00;23;19;15;0;1;17;2;1;0;0;1;1;0;0;0;0
2019-12-08 03:15:00;17;16;13;0;3;16;0;5;2;2;1;1;0;0;0;0
2019-12-08 03:30:00;17;23;19;1;1;24;0;4;1;1;1;1;0;0;0;0
2019-12-08 03:45:00;13;16;13;1;0;16;0;3;2;2;3;3;0;0;0;0
2019-12-08 04:00:00;13;17;16;2;0;22;0;0;2;2;2;2;0;0;0;0
2019-12-08 04:15:00;15;19;17;0;1;19;2;5;1;1;3;2;0;0;0;0
2019-12-08 04:30:00;14;7;9;0;2;9;0;1;1;1;1;1;0;0;0;0
2019-12-08 04:45:00;6;18;15;2;0;16;0;6;1;1;0;0;0;0;0;0
2019-12-08 05:00:00;12;11;12;0;1;13;0;0;5;6;3;3;0;0;0;0
2019-12-08 05:15:00;22;24;17;0;1;24;2;4;2;3;2;2;0;0;0;0
2019-12-08 05:30:00;14;25;21;0;4;22;0;2;3;3;3;3;0;0;0;0
2019-12-08 05:45:00;13;19;18;0;2;23;1;2;4;4;5;4;0;0;0;0
2019-12-08 06:00:00;8;14;13;2;1;13;0;2;3;3;2;2;0;0;0;0
2019-12-08 06:15:00;22;9;8;0;0;10;2;4;4;3;2;2;0;0;0;0
2019-12-08 06:30:00;23;19;15;0;0;20;1;1;3;3;4;3;0;0;0;0
2019-12-08 06:45:00;22;10;11;1;2;12;1;2;5;5;5;5;0;0;0;0
2019-12-08 07:00:00;16;20;16;2;4;19;1;3;1;1;1;255;0;0;0;0
2019-12-08 07:15:00;16;30;21;1;2;30;1;8;2;2;2;2;0;0;0;0
2019-12-08 07:30:00;25;35;32;3;2;36;1;10;3;3;4;3;0;0;0;0
2019-12-08 07:45:00;39;25;18;2;2;24;0;10;7;6;6;7;0;0;0;0
2019-12-08 08:00:00;29;32;27;4;3;28;5;9;12;12;10;12;0;0;0;0
2019-12-08 08:15:00;39;39;33;6;4;35;4;12;2;2;2;3;0;0;0;0
2019-12-08 08:30:00;44;43;31;6;4;45;1;7;8;6;4;5;0;0;0;0
2019-12-08 08:45:00;45;46;38;8;8;45;6;20;6;7;7;7;0;0;0;0
2019-12-08 09:00:00;55;42;34;9;1;28;2;19;6;6;5;5;0;0;0;0
2019-12-08 09:15:00;72;53;39;9;4;56;4;22;5;5;5;5;0;0;0;0
2019-12-08 09:30:00;75;65;40;6;5;55;7;15;9;12;11;11;0;0;0;0
2019-12-08 09:45:00;113;78;55;8;10;72;4;28;17;18;15;15;0;0;0;0
2019-12-08 10:00:00;86;79;51;9;8;64;4;31;13;14;12;12;6;7;0;0
2019-12-08 10:15:00;101;68;42;10;6;58;4;26;7;7;8;9;0;1;0;0
2019-12-08 10:30:00;88;93;54;8;5;77;5;27;14;13;16;14;0;0;0;0
2019-12-08 10:45:00;111;111;79;6;7;107;1;37;30;17;14;15;0;0;3;0
2019-12-08 11:00:00;117;108;71;15;5;97;3;25;11;12;13;13;0;1;0;0
2019-12-08 11:15:00;158;102;63;15;7;101;9;23;19;19;19;20;0;0;0;0
2019-12-08 11:30:00;131;94;55;13;10;94;4;31;10;11;8;9;0;0;0;0
2019-12-08 11:45:00;143;103;68;22;13;89;6;29;16;14;14;16;0;0;0;0
2019-12-08 12:00:00;119;100;62;7;16;93;8;38;18;17;15;17;0;0;0;0
2019-12-08 12:15:00;105;115;83;30;21;109;8;34;27;31;25;28;1;0;0;0
2019-12-08 12:30:00;117;101;47;15;17;88;5;38;23;22;21;22;2;0;0;0
2019-12-08 12:45:00;140;118;68;18;38;113;3;32;30;27;25;28;19;0;0;2
2019-12-08 13:00:00;136;125;69;23;33;114;2;32;27;28;27;27;1;1;0;0
2019-12-08 13:15:00;142;114;65;14;28;114;11;25;14;14;10;10;0;0;3;0
2019-12-08 13:30:00;127;125;80;25;29;127;1;41;33;32;31;33;0;0;0;1
2019-12-08 13:45:00;122;131;61;19;27;125;9;33;38;38;34;36;0;0;0;0
2019-12-08 14:00:00;141;126;71;28;24;114;10;40;25;24;24;24;0;0;0;0
2019-12-08 14:15:00;163;134;90;25;36;118;2;52;34;31;35;33;2;0;0;0
2019-12-08 14:30:00;147;128;78;20;32;118;5;44;36;35;27;29;0;0;0;0
2019-12-08 14:45:00;155;137;57;18;36;131;8;49;20;16;15;15;0;0;0;2
2019-12-08 15:00:00;133;95;57;29;45;97;3;25;26;24;23;25;0;0;0;2
2019-12-08 15:15:00;160;101;57;20;35;89;6;41;24;26;21;24;0;0;0;0
2019-12-08 15:30:00;135;121;65;15;30;119;6;31;22;24;23;22;1;0;0;0
2019-12-08 15:45:00;141;124;66;15;26;119;6;22;19;19;17;18;4;2;0;3
2019-12-08 16:00:00;130;137;69;12;37;126;3;33;34;31;33;32;0;0;0;0
2019-12-08 16:15:00;155;118;67;10;34;104;6;35;43;38;38;37;1;0;0;0
2019-12-08 16:30:00;134;138;87;11;21;118;7;49;27;33;28;26;0;0;1;0
2019-12-08 16:45:00;146;168;63;14;36;153;8;32;33;32;31;32;0;0;1;0
2019-12-08 17:00:00;125;191;70;6;24;186;4;24;37;36;30;30;1;0;1;0
2019-12-08 17:15:00;145;138;77;18;39;124;3;16;36;38;34;35;0;0;0;0
2019-12-08 17:30:00;138;139;65;8;23;126;2;26;26;27;28;27;0;0;0;1
2019-12-08 17:45:00;160;130;60;12;31;129;9;18;29;27;27;27;0;0;0;0
2019-12-08 18:00:00;129;112;55;11;17;103;3;14;26;28;30;32;0;0;0;0
2019-12-08 18:15:00;98;119;69;9;21;112;2;26;27;29;24;26;1;0;0;0
2019-12-08 18:30:00;109;119;56;7;16;111;2;12;25;23;25;24;0;0;0;1
2019-12-08 18:45:00;107;110;63;14;30;106;2;18;26;24;22;21;0;0;0;0
2019-12-08 19:00:00;93;134;60;7;23;129;2;16;26;25;22;22;0;0;0;0
2019-12-08 19:15:00;98;131;72;12;24;124;7;16;29;29;25;26;0;0;0;0
2019-12-08 19:30:00;114;119;45;5;24;115;2;13;27;29;31;28;0;0;0;2
2019-12-08 19:45:00;88;130;74;10;17;121;4;12;16;16;12;13;0;0;0;0
2019-12-08 20:00:00;86;123;77;12;10;113;2;14;26;26;23;23;0;0;0;0
2019-12-08 20:15:00;73;87;52;8;12;86;1;3;25;24;25;24;0;0;0;0
2019-12-08 20:30:00;79;73;50;3;12;77;3;8;30;29;30;29;0;0;1;2
2019-12-08 20:45:00;79;78;38;6;15;78;0;9;19;22;19;18;1;0;0;0
2019-12-08 21:00:00;42;80;46;8;11;81;0;5;26;25;25;25;0;0;0;0
2019-12-08 21:15:00;52;54;36;6;7;52;1;2;14;14;13;13;0;0;0;0
2019-12-08 21:30:00;47;52;30;6;9;49;2;5;12;11;13;11;0;0;0;0
2019-12-08 21:45:00;42;47;37;3;12;49;3;9;11;10;8;8;0;0;0;0
2019-12-08 22:00:00;34;59;42;2;11;59;0;4;12;10;8;9;0;0;0;0
2019-12-08 22:15:00;47;45;48;3;7;37;0;5;5;5;5;5;0;0;0;0
2019-12-08 22:30:00;38;28;40;1;9;31;0;6;10;11;10;10;0;0;0;0
2019-12-08 22:45:00;36;23;29;2;5;22;2;6;11;10;10;9;0;0;0;0
2019-12-08 23:00:00;22;63;43;1;3;64;0;2;21;12;12;12;0;0;0;0
2019-12-08 23:15:00;17;37;28;4;5;33;0;6;4;4;2;3;0;0;0;0
2019-12-08 23:30:00;14;14;16;0;2;9;0;0;1;1;1;1;0;0;0;0
2019-12-08 23:45:00;13;17;17;0;1;17;2;1;0;0;0;0;0;0;0;0
