DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-11-17 00:00:00;10;12;8;7;0;1;0
2020-11-17 00:15:00;5;8;8;2;1;1;0
2020-11-17 00:30:00;3;5;10;4;1;1;0
2020-11-17 00:45:00;3;4;3;3;0;2;0
2020-11-17 01:00:00;6;11;9;6;0;2;0
2020-11-17 01:15:00;3;1;5;4;0;0;0
2020-11-17 01:30:00;4;3;7;1;0;0;0
2020-11-17 01:45:00;4;5;6;5;1;0;0
2020-11-17 02:00:00;3;14;10;3;0;1;0
2020-11-17 02:15:00;3;3;6;5;0;0;0
2020-11-17 02:30:00;5;4;6;1;1;0;0
2020-11-17 02:45:00;7;2;4;1;0;1;0
2020-11-17 03:00:00;6;1;8;4;0;0;0
2020-11-17 03:15:00;5;2;6;3;0;2;0
2020-11-17 03:30:00;7;5;5;3;0;1;0
2020-11-17 03:45:00;4;2;7;10;4;1;0
2020-11-17 04:00:00;10;11;10;1;0;0;0
2020-11-17 04:15:00;6;6;8;5;0;0;0
2020-11-17 04:30:00;15;17;32;7;1;1;0
2020-11-17 04:45:00;14;16;46;13;5;4;0
2020-11-17 05:00:00;28;39;126;57;4;8;0
2020-11-17 05:15:00;31;42;213;136;4;22;0
2020-11-17 05:30:00;38;75;212;102;10;22;0
2020-11-17 05:45:00;120;168;151;83;13;9;0
2020-11-17 06:00:00;156;217;145;89;14;15;0
2020-11-17 06:15:00;92;144;180;131;18;16;0
2020-11-17 06:30:00;72;123;208;288;17;34;0
2020-11-17 06:45:00;83;112;198;157;24;32;0
2020-11-17 07:00:00;76;101;170;156;10;27;0
2020-11-17 07:15:00;77;105;195;212;38;35;0
2020-11-17 07:30:00;77;135;218;264;57;46;2
2020-11-17 07:45:00;93;157;195;178;52;50;0
2020-11-17 08:00:00;89;158;178;152;31;32;0
2020-11-17 08:15:00;77;126;153;136;125;35;0
2020-11-17 08:30:00;76;103;123;146;22;31;0
2020-11-17 08:45:00;68;100;136;125;11;25;0
2020-11-17 09:00:00;62;102;109;91;20;22;0
2020-11-17 09:15:00;66;100;97;112;17;20;0
2020-11-17 09:30:00;90;133;122;104;9;15;0
2020-11-17 09:45:00;68;100;119;123;14;15;0
2020-11-17 10:00:00;73;121;99;106;165;16;0
2020-11-17 10:15:00;72;123;94;102;23;17;3
2020-11-17 10:30:00;71;111;100;119;19;30;0
2020-11-17 10:45:00;68;145;105;122;25;30;0
2020-11-17 11:00:00;67;153;99;95;21;23;3
2020-11-17 11:15:00;63;142;91;102;18;30;0
2020-11-17 11:30:00;83;127;104;91;20;22;0
2020-11-17 11:45:00;83;142;85;86;22;29;0
2020-11-17 12:00:00;87;129;96;86;15;24;0
2020-11-17 12:15:00;80;139;98;103;23;25;0
2020-11-17 12:30:00;102;152;109;124;23;24;4
2020-11-17 12:45:00;82;160;98;120;27;30;0
2020-11-17 13:00:00;109;166;124;115;28;23;0
2020-11-17 13:15:00;100;174;173;153;16;22;0
2020-11-17 13:30:00;91;167;199;149;41;37;0
2020-11-17 13:45:00;102;176;172;147;33;30;0
2020-11-17 14:00:00;145;237;138;130;50;25;0
2020-11-17 14:15:00;212;281;111;112;20;23;0
2020-11-17 14:30:00;226;302;94;126;22;34;0
2020-11-17 14:45:00;170;248;102;139;149;27;0
2020-11-17 15:00:00;166;237;113;131;22;27;0
2020-11-17 15:15:00;187;250;102;148;13;32;0
2020-11-17 15:30:00;158;227;112;145;20;31;1
2020-11-17 15:45:00;169;241;95;134;16;28;0
2020-11-17 16:00:00;170;271;113;131;37;36;5
2020-11-17 16:15:00;188;262;148;153;26;26;4
2020-11-17 16:30:00;168;225;111;148;20;33;0
2020-11-17 16:45:00;162;231;129;149;25;19;0
2020-11-17 17:00:00;153;232;113;156;18;32;2
2020-11-17 17:15:00;128;214;133;153;19;36;0
2020-11-17 17:30:00;135;204;111;131;16;22;0
2020-11-17 17:45:00;104;169;95;104;18;22;0
2020-11-17 18:00:00;116;181;82;100;15;27;0
2020-11-17 18:15:00;95;161;84;92;10;24;0
2020-11-17 18:30:00;73;119;86;76;10;15;0
2020-11-17 18:45:00;67;113;69;75;8;23;1
2020-11-17 19:00:00;59;124;69;79;9;20;0
2020-11-17 19:15:00;76;114;55;66;3;12;1
2020-11-17 19:30:00;55;74;54;51;5;17;0
2020-11-17 19:45:00;56;76;42;59;4;11;0
2020-11-17 20:00:00;47;76;51;56;4;9;0
2020-11-17 20:15:00;44;64;49;54;7;12;0
2020-11-17 20:30:00;34;54;60;39;54;16;0
2020-11-17 20:45:00;29;40;89;51;4;6;0
2020-11-17 21:00:00;36;53;170;71;3;9;0
2020-11-17 21:15:00;25;43;181;74;6;11;0
2020-11-17 21:30:00;33;55;162;69;2;13;0
2020-11-17 21:45:00;84;114;56;33;4;6;0
2020-11-17 22:00:00;156;192;36;24;4;8;0
2020-11-17 22:15:00;67;64;35;30;1;4;0
2020-11-17 22:30:00;28;45;34;31;1;2;0
2020-11-17 22:45:00;14;19;19;15;1;4;0
2020-11-17 23:00:00;18;29;25;22;1;2;0
2020-11-17 23:15:00;8;20;13;10;1;3;0
2020-11-17 23:30:00;8;12;13;11;0;2;0
