DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-11-26 00:00:00;1;2;0;0;0;0;3;2;1;1;2;1;0;0;0;0;0;0
2020-11-26 00:15:00;1;3;2;0;2;1;1;5;0;0;0;2;0;0;0;0;0;0
2020-11-26 00:30:00;0;2;0;0;0;0;1;0;1;1;1;2;0;0;0;0;0;0
2020-11-26 00:45:00;0;1;0;0;0;0;1;2;1;0;1;1;0;0;0;0;0;0
2020-11-26 01:00:00;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-26 01:15:00;1;1;0;0;0;0;0;2;1;0;1;2;0;0;0;0;0;0
2020-11-26 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26 01:45:00;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0
2020-11-26 02:00:00;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-11-26 02:15:00;3;4;0;0;0;1;2;2;0;1;1;2;0;0;0;0;0;0
2020-11-26 02:30:00;2;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2020-11-26 02:45:00;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-11-26 03:00:00;2;4;1;0;1;1;2;2;2;1;2;1;0;0;0;0;0;0
2020-11-26 03:15:00;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
2020-11-26 03:30:00;1;2;0;0;0;0;0;0;2;1;2;1;0;0;0;0;0;0
2020-11-26 03:45:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-26 04:00:00;1;2;3;0;2;2;1;2;0;0;0;0;0;0;0;0;0;0
2020-11-26 04:15:00;3;2;1;1;1;1;1;1;2;0;2;2;0;0;0;0;0;0
2020-11-26 04:30:00;1;1;0;0;0;1;3;4;1;0;1;1;0;0;0;0;0;0
2020-11-26 04:45:00;1;1;0;2;0;3;4;4;0;0;0;0;0;0;0;0;0;0
2020-11-26 05:00:00;0;1;2;3;1;3;8;5;2;2;1;1;0;0;0;0;0;0
2020-11-26 05:15:00;5;7;2;4;2;3;5;3;1;2;1;1;0;0;0;0;0;0
2020-11-26 05:30:00;24;20;6;4;6;7;2;6;4;1;5;5;0;0;0;0;0;0
2020-11-26 05:45:00;28;37;8;4;10;5;10;14;5;3;5;7;0;1;0;0;0;0
2020-11-26 06:00:00;29;21;3;3;4;4;18;17;4;4;5;10;0;0;0;0;0;0
2020-11-26 06:15:00;29;30;9;10;10;17;17;22;8;0;8;5;0;0;0;0;0;0
2020-11-26 06:30:00;40;37;8;7;11;12;14;20;11;6;11;19;0;0;0;0;0;0
2020-11-26 06:45:00;34;41;19;11;24;14;22;20;8;3;7;13;0;0;0;0;0;1
2020-11-26 07:00:00;35;39;36;11;37;17;24;31;9;3;16;16;0;0;0;3;0;0
2020-11-26 07:15:00;83;60;77;35;78;45;35;38;11;4;15;16;0;0;0;1;0;0
2020-11-26 07:30:00;97;63;67;44;62;41;42;61;7;6;9;7;0;2;0;0;1;0
2020-11-26 07:45:00;61;59;75;36;52;41;55;61;19;8;25;12;0;0;0;0;0;11
2020-11-26 08:00:00;42;41;37;16;34;21;36;46;16;8;20;11;2;0;0;0;0;0
2020-11-26 08:15:00;44;42;22;10;30;14;29;36;16;3;21;13;2;0;0;0;0;0
2020-11-26 08:30:00;39;48;29;12;29;15;18;29;9;2;18;9;2;0;0;0;0;0
2020-11-26 08:45:00;24;43;24;14;23;19;37;25;21;1;23;5;1;0;0;0;0;0
2020-11-26 09:00:00;20;37;26;22;27;24;34;41;15;7;17;13;0;0;0;1;0;0
2020-11-26 09:15:00;27;41;33;15;33;19;28;18;18;5;13;10;0;0;0;0;0;0
2020-11-26 09:30:00;41;53;21;16;23;22;28;23;25;5;35;17;0;0;0;7;0;0
2020-11-26 09:45:00;20;45;17;15;18;20;29;27;23;6;29;15;1;0;0;0;0;0
2020-11-26 10:00:00;18;44;17;15;18;20;39;37;25;9;25;12;0;0;0;0;0;0
2020-11-26 10:15:00;20;38;9;10;13;18;33;42;15;9;21;11;1;0;0;0;0;1
2020-11-26 10:30:00;23;40;26;19;25;25;48;46;27;5;34;13;0;0;0;0;0;0
2020-11-26 10:45:00;26;38;22;19;23;20;44;37;30;10;33;19;1;0;0;4;0;0
2020-11-26 11:00:00;26;41;31;17;30;26;38;33;21;12;29;14;4;0;0;4;0;0
2020-11-26 11:15:00;18;47;18;13;23;23;56;44;36;6;46;8;1;0;0;0;0;4
2020-11-26 11:30:00;20;52;24;21;25;24;49;41;20;11;24;15;3;0;0;0;0;0
2020-11-26 11:45:00;23;43;19;12;21;14;34;31;13;14;20;18;1;1;0;4;0;0
2020-11-26 12:00:00;23;50;20;11;20;19;39;46;29;12;37;24;1;0;0;0;0;0
2020-11-26 12:15:00;14;34;23;13;28;23;61;49;22;14;30;24;2;0;0;0;0;0
2020-11-26 12:30:00;21;52;30;22;32;32;34;33;26;12;41;17;0;0;0;0;0;0
2020-11-26 12:45:00;33;63;19;11;23;22;46;38;24;15;42;30;1;0;0;0;0;1
2020-11-26 13:00:00;22;64;24;16;24;22;49;54;35;14;54;20;1;0;0;12;0;0
2020-11-26 13:15:00;26;54;22;13;19;27;55;46;23;5;32;14;0;1;0;0;0;0
2020-11-26 13:30:00;16;48;16;17;20;20;40;42;23;9;33;18;0;0;0;0;0;0
2020-11-26 13:45:00;17;32;24;20;25;29;42;32;22;12;39;21;1;0;1;0;0;0
2020-11-26 14:00:00;20;75;27;17;27;20;47;41;26;9;39;25;1;0;0;0;0;3
2020-11-26 14:15:00;23;64;21;26;28;35;52;48;16;7;27;8;0;0;0;1;0;0
2020-11-26 14:30:00;22;45;24;24;25;24;49;38;23;9;29;15;0;0;0;3;0;0
2020-11-26 14:45:00;26;65;21;22;26;26;48;42;24;9;32;18;3;0;3;0;0;1
2020-11-26 15:00:00;20;78;32;20;31;32;60;62;37;16;58;40;1;0;2;2;0;0
