DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-11-15 00:00:00;5;6;2;8;5;5;7;1
2019-11-15 00:15:00;5;6;9;2;1;7;11;9
2019-11-15 00:30:00;5;9;4;5;5;5;9;3
2019-11-15 00:45:00;5;6;5;2;0;2;7;2
2019-11-15 01:00:00;3;5;3;4;2;0;6;2
2019-11-15 01:15:00;2;2;1;1;1;3;4;3
2019-11-15 01:30:00;1;2;1;0;0;1;1;0
2019-11-15 01:45:00;3;0;0;1;0;2;5;2
2019-11-15 02:00:00;2;2;1;5;6;2;1;0
2019-11-15 02:15:00;0;2;0;2;1;0;1;1
2019-11-15 02:30:00;2;0;0;0;0;0;0;1
2019-11-15 02:45:00;2;2;0;1;1;1;1;0
2019-11-15 03:00:00;2;1;1;2;1;1;3;0
2019-11-15 03:15:00;2;2;1;3;4;0;3;2
2019-11-15 03:30:00;2;1;0;1;2;0;0;1
2019-11-15 03:45:00;2;0;0;2;1;0;0;0
2019-11-15 04:00:00;5;1;1;1;2;2;5;1
2019-11-15 04:15:00;2;3;2;1;0;1;3;2
2019-11-15 04:30:00;3;4;4;2;3;3;11;4
2019-11-15 04:45:00;9;12;11;3;3;4;11;1
2019-11-15 05:00:00;11;22;30;7;4;9;10;1
2019-11-15 05:15:00;15;31;82;8;2;33;37;16
2019-11-15 05:30:00;22;30;60;17;10;29;46;16
2019-11-15 05:45:00;45;40;79;50;21;29;45;24
2019-11-15 06:00:00;34;45;60;44;21;18;22;14
2019-11-15 06:15:00;46;40;82;27;23;26;36;21
2019-11-15 06:30:00;52;48;108;26;30;37;54;34
2019-11-15 06:45:00;42;44;105;23;25;34;46;37
2019-11-15 07:00:00;71;46;82;21;33;42;66;55
2019-11-15 07:15:00;107;69;107;26;48;62;56;64
2019-11-15 07:30:00;120;94;94;37;73;57;78;65
2019-11-15 07:45:00;140;100;99;21;53;69;87;75
2019-11-15 08:00:00;82;73;108;24;42;47;77;57
2019-11-15 08:15:00;81;55;70;32;42;32;71;55
2019-11-15 08:30:00;59;38;49;27;29;38;61;46
2019-11-15 08:45:00;71;53;59;31;81;35;66;42
2019-11-15 09:00:00;60;52;37;27;46;40;61;48
2019-11-15 09:15:00;65;58;34;33;40;27;54;23
2019-11-15 09:30:00;62;46;29;28;33;25;61;39
2019-11-15 09:45:00;59;51;31;34;34;27;52;34
2019-11-15 10:00:00;55;39;24;26;40;38;60;41
2019-11-15 10:15:00;58;40;39;36;57;36;56;44
2019-11-15 10:30:00;71;44;20;37;21;37;65;41
2019-11-15 10:45:00;71;56;34;31;34;31;59;38
2019-11-15 11:00:00;51;47;25;33;33;28;70;46
2019-11-15 11:15:00;73;58;32;43;40;39;70;52
2019-11-15 11:30:00;52;36;48;35;47;50;58;51
2019-11-15 11:45:00;68;46;40;31;29;35;72;56
2019-11-15 12:00:00;78;61;42;48;52;45;82;58
2019-11-15 12:15:00;71;76;35;53;41;65;84;61
2019-11-15 12:30:00;96;77;39;47;40;47;78;63
2019-11-15 12:45:00;92;60;45;48;77;50;82;65
2019-11-15 13:00:00;80;63;49;67;47;70;117;118
2019-11-15 13:15:00;80;60;55;34;31;68;100;83
2019-11-15 13:30:00;69;64;57;48;48;65;91;70
2019-11-15 13:45:00;74;60;64;49;54;60;74;66
2019-11-15 14:00:00;64;71;37;86;81;39;80;56
2019-11-15 14:15:00;83;89;24;54;75;30;85;60
2019-11-15 14:30:00;80;58;27;62;101;44;85;57
2019-11-15 14:45:00;80;70;29;52;78;49;69;61
2019-11-15 15:00:00;95;81;30;83;99;44;89;63
2019-11-15 15:15:00;107;96;27;67;85;29;71;54
2019-11-15 15:30:00;87;87;33;60;81;35;67;64
2019-11-15 15:45:00;103;89;32;60;62;42;69;54
2019-11-15 16:00:00;86;81;24;55;65;43;79;63
2019-11-15 16:15:00;77;62;39;68;62;45;70;52
2019-11-15 16:30:00;90;72;37;74;63;40;71;59
2019-11-15 16:45:00;68;71;33;64;62;26;77;53
2019-11-15 17:00:00;72;70;34;59;53;47;87;62
2019-11-15 17:15:00;65;41;22;36;35;38;68;56
2019-11-15 17:30:00;61;51;32;57;28;31;68;53
2019-11-15 17:45:00;54;52;30;62;33;31;73;40
2019-11-15 18:00:00;68;40;33;58;52;30;61;48
2019-11-15 18:15:00;47;41;26;39;75;37;62;49
2019-11-15 18:30:00;60;46;28;48;27;22;60;41
2019-11-15 18:45:00;55;43;22;50;32;21;54;32
2019-11-15 19:00:00;42;34;17;32;20;25;42;34
2019-11-15 19:15:00;43;36;19;28;24;24;51;30
2019-11-15 19:30:00;40;36;15;32;20;23;38;21
2019-11-15 19:45:00;39;14;17;20;25;19;38;27
2019-11-15 20:00:00;48;30;23;22;26;28;41;30
2019-11-15 20:15:00;41;17;13;20;23;27;48;24
2019-11-15 20:30:00;24;26;15;27;23;17;38;28
2019-11-15 20:45:00;29;24;21;14;13;18;31;11
2019-11-15 21:00:00;42;21;43;18;10;33;38;27
2019-11-15 21:15:00;30;22;39;14;13;21;38;17
2019-11-15 21:30:00;20;22;20;21;23;24;30;17
2019-11-15 21:45:00;30;12;9;36;34;16;28;13
2019-11-15 22:00:00;37;20;18;61;41;19;33;29
2019-11-15 22:15:00;27;14;14;31;24;19;30;16
2019-11-15 22:30:00;19;14;18;24;25;16;32;15
2019-11-15 22:45:00;25;20;23;17;16;13;27;21
