DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-11-23 00:00:00;2;0;0;0;0;1;5;1;1;3;0
2020-11-23 00:15:00;5;3;3;0;0;3;2;3;1;3;0
2020-11-23 00:30:00;5;3;3;0;0;3;5;3;1;1;0
2020-11-23 00:45:00;5;5;2;0;0;2;2;2;4;5;0
2020-11-23 01:00:00;2;0;0;0;0;1;2;1;1;2;0
2020-11-23 01:15:00;4;3;3;0;0;1;3;1;0;0;0
2020-11-23 01:30:00;4;1;0;0;0;2;2;2;0;0;0
2020-11-23 01:45:00;3;1;1;0;0;1;1;1;0;2;0
2020-11-23 02:00:00;4;3;2;0;0;4;1;4;0;2;0
2020-11-23 02:15:00;1;0;0;0;0;1;2;2;0;1;0
2020-11-23 02:30:00;3;2;3;0;0;9;3;9;1;2;0
2020-11-23 02:45:00;5;4;3;0;0;4;4;4;1;2;0
2020-11-23 03:00:00;6;1;0;0;0;2;8;2;3;5;0
2020-11-23 03:15:00;5;3;4;0;0;3;2;3;3;5;0
2020-11-23 03:30:00;4;1;0;0;0;5;2;5;0;1;0
2020-11-23 03:45:00;10;5;1;1;0;3;3;3;3;6;0
2020-11-23 04:00:00;8;1;0;0;0;3;3;3;2;2;0
2020-11-23 04:15:00;7;0;1;0;0;6;3;6;0;5;0
2020-11-23 04:30:00;8;1;1;0;0;8;5;8;2;2;0
2020-11-23 04:45:00;26;2;1;0;0;11;4;11;1;1;0
2020-11-23 05:00:00;33;3;2;0;0;15;3;15;2;6;0
2020-11-23 05:15:00;47;3;1;0;0;28;5;28;1;2;0
2020-11-23 05:30:00;74;3;2;0;0;44;9;44;2;5;0
2020-11-23 05:45:00;84;2;3;0;1;47;7;48;6;9;0
2020-11-23 06:00:00;81;5;3;0;0;59;10;59;3;7;0
2020-11-23 06:15:00;95;3;0;0;0;38;6;38;8;3;0
2020-11-23 06:30:00;150;4;3;0;1;63;11;63;7;1;0
2020-11-23 06:45:00;170;2;2;0;0;76;16;74;3;1;0
