DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-10-02 00:00:00;3;6;8;0;1;1;12;0;0;0;0;0
2019-10-02 00:15:00;8;9;14;0;2;1;11;0;0;0;0;0
2019-10-02 00:30:00;1;4;2;0;2;5;13;0;1;0;0;0
2019-10-02 00:45:00;2;4;3;1;0;4;10;0;1;0;0;0
2019-10-02 01:00:00;0;2;2;1;3;0;4;1;1;1;0;0
2019-10-02 01:15:00;2;3;4;2;2;4;6;257;1;0;0;0
2019-10-02 01:30:00;2;3;4;0;0;0;4;0;0;0;0;0
2019-10-02 01:45:00;1;1;1;0;0;0;5;0;0;0;0;0
2019-10-02 02:00:00;5;4;5;1;0;1;4;0;0;0;0;0
2019-10-02 02:15:00;3;3;2;0;0;0;1;0;0;0;0;0
2019-10-02 02:30:00;1;1;1;0;0;1;3;0;0;0;0;0
2019-10-02 02:45:00;1;1;1;0;0;0;2;0;0;0;0;0
2019-10-02 03:00:00;3;4;4;0;0;1;2;0;0;0;0;0
2019-10-02 03:15:00;1;2;2;1;1;0;2;0;0;0;0;0
2019-10-02 03:30:00;2;3;4;0;0;2;2;0;0;0;0;0
2019-10-02 03:45:00;1;2;2;0;1;3;6;0;0;0;0;0
2019-10-02 04:00:00;6;4;6;0;0;1;4;0;0;0;0;0
2019-10-02 04:15:00;1;5;5;0;0;0;2;256;1;0;0;0
2019-10-02 04:30:00;4;4;10;1;0;1;7;3;0;0;0;0
2019-10-02 04:45:00;4;3;5;0;0;1;11;0;0;0;0;0
2019-10-02 05:00:00;6;11;11;0;2;4;21;258;2;2;0;0
2019-10-02 05:15:00;8;7;14;0;0;6;43;3;2;2;0;0
2019-10-02 05:30:00;22;26;31;0;1;21;70;260;0;0;254;0
2019-10-02 05:45:00;55;50;62;0;0;23;59;0;0;0;0;0
2019-10-02 06:00:00;59;57;69;0;2;19;78;0;2;0;0;0
2019-10-02 06:15:00;43;42;49;2;2;24;70;1;1;1;0;3
2019-10-02 06:30:00;35;41;53;1;0;34;88;260;3;1;0;0
2019-10-02 06:45:00;46;47;96;1;3;32;108;255;2;5;0;1
2019-10-02 07:00:00;84;75;96;4;2;47;117;3;0;4;0;1
2019-10-02 07:15:00;82;83;97;1;3;32;106;0;0;5;0;3
2019-10-02 07:30:00;106;95;114;0;3;42;114;1;1;3;0;0
2019-10-02 07:45:00;98;84;117;3;3;42;120;0;1;7;0;2
2019-10-02 08:00:00;85;85;101;5;1;41;107;255;3;2;0;0
2019-10-02 08:15:00;68;82;93;2;5;46;109;260;8;2;0;0
2019-10-02 08:30:00;91;104;123;5;7;28;74;257;3;2;0;0
2019-10-02 08:45:00;121;94;102;4;16;30;86;11;9;0;0;0
2019-10-02 09:00:00;81;95;99;2;9;23;71;256;2;1;0;5
2019-10-02 09:15:00;106;113;116;5;14;23;74;260;9;0;0;2
2019-10-02 09:30:00;123;115;98;3;27;36;101;11;13;0;0;0
2019-10-02 09:45:00;135;120;110;7;24;42;73;8;14;0;0;2
2019-10-02 10:00:00;96;93;104;14;17;35;74;9;14;0;0;5
2019-10-02 10:15:00;159;108;106;12;20;45;110;3;12;0;0;1
2019-10-02 10:30:00;109;97;104;25;18;49;112;14;22;2;0;2
2019-10-02 10:45:00;106;109;112;16;17;54;106;5;17;0;0;0
2019-10-02 11:00:00;117;91;98;25;18;53;117;12;20;2;0;2
2019-10-02 11:15:00;103;97;98;22;20;51;119;21;25;0;0;0
2019-10-02 11:30:00;144;108;94;26;23;59;127;9;24;0;0;0
2019-10-02 11:45:00;122;102;105;33;14;55;121;296;20;0;0;0
2019-10-02 12:00:00;95;98;110;24;26;47;127;8;30;1;0;2
2019-10-02 12:15:00;89;86;83;37;22;58;115;9;23;0;0;12
2019-10-02 12:30:00;107;105;99;36;28;62;124;259;15;0;0;2
2019-10-02 12:45:00;110;101;86;34;22;67;125;265;20;0;0;2
2019-10-02 13:00:00;104;102;104;27;30;47;128;254;14;0;0;3
2019-10-02 13:15:00;70;82;103;22;17;63;133;6;19;1;0;10
2019-10-02 13:30:00;88;97;114;18;29;57;117;510;16;2;0;3
2019-10-02 13:45:00;88;93;93;18;18;44;110;10;16;2;0;1
2019-10-02 14:00:00;109;108;118;24;19;40;92;8;17;2;0;2
2019-10-02 14:15:00;102;109;120;23;25;43;104;261;26;0;0;2
2019-10-02 14:30:00;114;118;111;32;28;43;117;10;12;0;0;1
2019-10-02 14:45:00;115;110;111;21;17;52;96;280;17;2;0;0
2019-10-02 15:00:00;121;105;116;25;17;44;120;7;16;3;0;3
2019-10-02 15:15:00;112;107;95;41;28;48;119;262;19;1;0;2
2019-10-02 15:30:00;130;117;104;24;29;52;129;11;22;1;0;0
2019-10-02 15:45:00;91;98;75;27;33;73;112;22;26;0;0;1
2019-10-02 16:00:00;139;117;111;33;28;43;102;14;24;4;0;2
2019-10-02 16:15:00;125;106;108;30;33;65;133;11;23;2;0;0
2019-10-02 16:30:00;102;99;82;40;31;73;128;18;34;7;0;1
2019-10-02 16:45:00;145;119;95;38;27;67;126;10;24;1;0;2
2019-10-02 17:00:00;69;82;58;44;27;85;109;11;26;3;0;7
2019-10-02 17:15:00;78;81;57;32;32;70;73;19;26;1;0;2
2019-10-02 17:30:00;115;118;91;36;36;68;95;265;28;2;0;4
2019-10-02 17:45:00;142;118;89;41;35;61;104;18;75;1;0;3
2019-10-02 18:00:00;109;106;107;42;34;68;125;16;28;1;0;2
2019-10-02 18:15:00;110;114;116;34;28;63;121;4;15;1;0;5
2019-10-02 18:30:00;115;108;97;36;30;65;123;12;25;1;0;0
2019-10-02 18:45:00;113;105;101;31;36;54;131;255;13;0;0;1
2019-10-02 19:00:00;108;102;101;35;25;54;118;508;16;1;0;5
2019-10-02 19:15:00;70;84;86;36;21;49;96;258;12;1;0;1
2019-10-02 19:30:00;64;73;74;39;18;53;111;259;19;0;0;0
2019-10-02 19:45:00;57;66;79;32;22;50;109;259;10;1;0;0
2019-10-02 20:00:00;38;55;64;46;47;46;113;7;14;0;0;4
2019-10-02 20:15:00;34;44;48;18;20;25;64;508;2;0;0;2
2019-10-02 20:30:00;24;31;40;7;8;22;68;3;1;0;0;1
2019-10-02 20:45:00;15;29;34;5;7;25;66;0;0;0;0;2
2019-10-02 21:00:00;19;20;27;3;12;19;66;0;2;0;0;0
2019-10-02 21:15:00;9;28;42;6;7;21;76;0;0;0;0;1
2019-10-02 21:30:00;22;33;39;5;12;24;67;3;3;0;0;0
2019-10-02 21:45:00;52;35;77;9;6;26;69;256;1;1;0;0
2019-10-02 22:00:00;53;50;57;5;5;20;62;258;5;1;0;0
2019-10-02 22:15:00;22;26;32;1;5;28;58;3;2;0;0;0
2019-10-02 22:30:00;11;24;31;2;5;14;47;0;3;0;0;0
2019-10-02 22:45:00;16;18;30;5;5;22;58;1;3;1;0;10
2019-10-02 23:00:00;12;21;29;6;13;28;64;0;0;0;0;0
2019-10-02 23:15:00;9;19;26;3;13;5;33;0;0;0;0;0
2019-10-02 23:30:00;14;25;28;2;5;11;30;1;1;0;0;0
2019-10-02 23:45:00;8;14;17;8;9;25;48;2;3;0;0;0
