DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2019-10-03 00:00:00;23;23;11;4;44;34;3;12;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 00:15:00;19;26;12;5;42;41;1;9;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 00:30:00;14;20;13;2;20;21;5;9;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 00:45:00;12;21;12;1;27;28;6;13;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 01:00:00;14;17;8;2;24;24;3;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 01:15:00;16;15;6;0;23;19;6;8;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 01:30:00;8;14;13;1;20;22;5;10;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 01:45:00;6;12;12;1;15;25;4;6;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 02:00:00;6;14;9;0;23;24;4;9;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 02:15:00;5;8;8;3;14;14;3;7;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 02:30:00;6;10;5;1;11;12;3;4;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 02:45:00;4;7;5;0;6;9;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 03:00:00;8;13;9;0;7;9;5;11;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 03:15:00;14;19;9;0;14;19;5;10;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 03:30:00;7;10;6;0;15;16;2;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 03:45:00;4;6;3;0;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 04:00:00;4;8;7;0;8;10;4;7;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 04:15:00;5;5;6;1;4;10;3;6;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 04:30:00;6;14;7;1;9;8;5;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 04:45:00;9;10;5;1;15;13;1;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 05:00:00;16;20;4;1;13;13;4;4;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 05:15:00;15;12;4;3;14;18;0;2;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 05:30:00;20;27;8;3;20;13;7;13;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 05:45:00;13;13;10;1;25;21;2;7;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 06:00:00;12;12;16;3;48;47;6;12;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 06:15:00;13;13;12;3;45;38;2;7;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 06:30:00;13;16;9;3;37;26;3;8;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 06:45:00;12;11;7;2;22;15;3;6;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 07:00:00;14;12;12;4;24;25;5;11;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 07:15:00;16;19;8;0;19;17;2;7;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 07:30:00;21;21;8;1;20;18;1;6;0;0;0;0;0;0;0;1;1;0;0
2019-10-03 07:45:00;29;21;15;1;26;24;6;11;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 08:00:00;22;22;19;4;35;36;5;17;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 08:15:00;18;22;12;5;31;29;8;12;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 08:30:00;45;45;15;7;50;55;6;22;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 08:45:00;54;45;21;5;46;36;14;21;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 09:00:00;51;48;24;5;44;44;13;21;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 09:15:00;47;48;35;11;50;45;19;36;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 09:30:00;62;58;35;8;65;59;18;29;0;0;0;0;0;0;0;1;0;0;0
2019-10-03 09:45:00;59;53;31;13;49;54;16;29;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 10:00:00;75;62;37;8;77;54;16;27;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 10:15:00;40;48;24;9;50;41;9;21;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 10:30:00;57;64;47;11;67;61;14;40;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 10:45:00;55;54;40;10;54;44;15;33;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 11:00:00;57;68;58;10;75;67;15;43;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 11:15:00;78;87;52;10;64;53;25;41;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 11:30:00;72;84;51;6;69;42;22;45;0;0;0;0;0;0;0;3;0;0;0
2019-10-03 11:45:00;
2019-10-03 12:00:00;
2019-10-03 12:15:00;
2019-10-03 12:30:00;
2019-10-03 12:45:00;
2019-10-03 13:00:00;
2019-10-03 13:15:00;
2019-10-03 13:30:00;
2019-10-03 13:45:00;
2019-10-03 14:00:00;
2019-10-03 14:15:00;
2019-10-03 14:30:00;
2019-10-03 14:45:00;
2019-10-03 15:00:00;
2019-10-03 15:15:00;
2019-10-03 15:30:00;
2019-10-03 15:45:00;
2019-10-03 16:00:00;
2019-10-03 16:15:00;
2019-10-03 16:30:00;
2019-10-03 16:45:00;
2019-10-03 17:00:00;
2019-10-03 17:15:00;
2019-10-03 17:30:00;
2019-10-03 17:45:00;
2019-10-03 18:00:00;
2019-10-03 18:15:00;
2019-10-03 18:30:00;
2019-10-03 18:45:00;
2019-10-03 19:00:00;
2019-10-03 19:15:00;
2019-10-03 19:30:00;
2019-10-03 19:45:00;
2019-10-03 20:00:00;
2019-10-03 20:15:00;
2019-10-03 20:30:00;
2019-10-03 20:45:00;
2019-10-03 21:00:00;10;15;10;2;16;18;2;8;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 21:15:00;35;35;21;13;49;48;5;22;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 21:30:00;41;48;30;11;61;54;10;27;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 21:45:00;31;35;15;5;35;29;4;18;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 22:00:00;40;56;31;2;43;49;8;25;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 22:15:00;24;34;23;3;36;34;6;18;0;0;0;0;0;0;0;0;0;0;0
2019-10-03 22:30:00;16;27;24;0;58;56;7;18;0;0;0;0;0;0;0;0;0;0;0
