DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-02-04 00:00:00;4;0;0;0;0;0;0;0;0;0;1
2020-02-04 00:15:00;3;0;0;0;0;0;0;0;0;0;2
2020-02-04 00:30:00;4;2;0;0;0;0;0;0;0;0;5
2020-02-04 00:45:00;5;2;1;1;1;0;0;0;1;0;5
2020-02-04 01:00:00;1;1;0;0;0;0;0;0;1;0;4
2020-02-04 01:15:00;3;0;0;0;0;0;0;0;0;0;3
2020-02-04 01:30:00;5;1;1;1;0;0;0;0;0;0;5
2020-02-04 01:45:00;3;0;0;0;0;0;0;0;0;0;8
2020-02-04 02:00:00;4;2;0;0;0;0;0;0;0;0;5
2020-02-04 02:15:00;5;0;0;0;0;0;0;0;0;0;6
2020-02-04 02:30:00;3;0;0;0;0;0;0;0;0;0;6
2020-02-04 02:45:00;6;0;0;0;0;0;0;0;0;0;7
2020-02-04 03:00:00;1;0;0;0;0;0;0;0;0;0;3
2020-02-04 03:15:00;6;1;0;0;0;0;0;0;0;0;5
2020-02-04 03:30:00;4;1;0;0;0;0;0;0;0;0;2
2020-02-04 03:45:00;6;1;0;0;0;0;0;0;0;0;3
2020-02-04 04:00:00;4;0;0;0;0;0;0;0;0;0;3
2020-02-04 04:15:00;4;2;1;1;0;0;0;1;0;1;8
2020-02-04 04:30:00;5;0;2;2;1;2;1;1;0;1;11
2020-02-04 04:45:00;13;4;5;5;0;0;0;1;0;1;24
2020-02-04 05:00:00;43;25;10;10;0;0;0;0;1;4;54
2020-02-04 05:15:00;83;35;31;31;3;1;3;0;1;25;90
2020-02-04 05:30:00;85;30;57;59;2;5;2;2;0;49;69
2020-02-04 05:45:00;115;36;78;78;14;12;14;11;25;88;76
2020-02-04 06:00:00;78;20;69;65;11;5;14;4;13;60;81
2020-02-04 06:15:00;60;14;61;61;7;6;8;7;5;45;45
2020-02-04 06:30:00;73;23;48;48;9;9;10;4;4;44;60
2020-02-04 06:45:00;67;21;48;48;9;8;11;6;9;38;41
2020-02-04 07:00:00;68;22;31;31;9;6;10;6;10;34;53
2020-02-04 07:15:00;53;19;24;23;8;4;8;4;3;25;34
2020-02-04 07:30:00;60;21;28;28;11;6;11;4;9;39;57
2020-02-04 07:45:00;44;16;16;17;14;8;15;9;8;38;45
2020-02-04 08:00:00;64;12;12;12;7;2;9;0;14;46;54
2020-02-04 08:15:00;70;21;11;11;13;5;16;5;15;21;51
2020-02-04 08:30:00;44;11;9;9;6;1;7;0;5;11;10
2020-02-04 08:45:00;
2020-02-04 09:00:00;27;4;7;6;9;2;9;3;13;9;17
2020-02-04 09:15:00;60;9;13;13;18;7;18;6;12;14;43
2020-02-04 09:30:00;59;13;11;11;19;4;21;4;13;5;21
2020-02-04 09:45:00;32;6;3;3;4;3;6;2;1;1;31
2020-02-04 10:00:00;69;8;8;8;14;9;14;9;16;10;39
2020-02-04 10:15:00;57;14;5;5;12;5;12;5;9;6;32
2020-02-04 10:30:00;63;17;10;11;9;3;9;2;11;8;37
2020-02-04 10:45:00;57;10;12;12;16;11;17;9;10;8;39
2020-02-04 11:00:00;42;8;7;7;19;8;18;6;11;7;39
2020-02-04 11:15:00;59;10;5;5;14;6;16;6;9;12;39
