DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-03-09 00:00:00;3;1;0;0;0;2;4;3;6;2;0;0;0;0;0;0;0
2020-03-09 00:15:00;2;2;5;6;3;2;1;0;2;2;0;0;0;0;0;0;0
2020-03-09 00:30:00;6;4;2;3;2;2;3;2;0;2;0;0;0;0;0;0;0
2020-03-09 00:45:00;4;0;1;2;2;1;1;1;5;2;0;0;0;0;0;0;0
2020-03-09 01:00:00;3;2;2;2;0;0;2;2;1;0;0;0;0;0;0;0;0
2020-03-09 01:15:00;3;0;2;0;0;2;0;1;1;1;0;0;0;0;0;0;0
2020-03-09 01:30:00;3;0;2;1;1;1;0;1;1;2;0;0;0;0;0;0;0
2020-03-09 01:45:00;1;2;3;0;0;0;0;1;1;1;0;0;0;0;0;0;0
2020-03-09 02:00:00;5;2;1;0;0;0;2;0;1;6;0;0;0;0;0;0;0
2020-03-09 02:15:00;3;2;1;0;0;1;0;0;2;2;0;0;0;0;0;0;0
2020-03-09 02:30:00;7;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-09 02:45:00;1;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0
2020-03-09 03:00:00;4;0;0;1;1;0;2;1;2;1;0;0;0;0;0;0;0
2020-03-09 03:15:00;7;2;0;1;0;0;2;3;1;1;0;0;0;0;0;0;0
2020-03-09 03:30:00;2;0;0;1;0;0;1;4;4;1;0;0;0;0;0;0;0
2020-03-09 03:45:00;4;3;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-03-09 04:00:00;3;1;2;2;1;1;0;5;2;5;0;0;0;0;0;0;0
2020-03-09 04:15:00;5;0;1;3;1;1;1;4;4;5;0;0;0;0;0;0;0
2020-03-09 04:30:00;17;6;1;3;1;1;3;3;7;7;0;0;0;0;0;0;0
2020-03-09 04:45:00;31;3;5;10;0;1;6;6;4;4;0;0;0;0;0;0;0
2020-03-09 05:00:00;72;1;17;28;0;2;9;11;14;10;0;0;0;0;0;0;0
2020-03-09 05:15:00;144;6;41;62;5;3;13;12;14;12;0;0;0;0;0;0;0
2020-03-09 05:30:00;95;6;53;67;3;3;18;23;27;27;0;0;0;0;0;0;0
2020-03-09 05:45:00;68;6;43;51;4;2;19;26;27;53;0;0;0;0;0;0;0
2020-03-09 06:00:00;54;7;37;45;2;2;15;48;39;56;0;0;1;0;0;0;0
2020-03-09 06:15:00;83;9;48;65;6;3;32;28;33;24;1;0;0;0;1;0;0
2020-03-09 06:30:00;89;13;67;72;4;7;38;32;35;42;0;0;0;0;0;0;0
2020-03-09 06:45:00;80;14;64;73;11;8;35;28;18;27;2;0;0;1;0;1;0
2020-03-09 07:00:00;80;15;65;71;18;11;39;31;27;19;2;0;0;0;0;13;0
2020-03-09 07:15:00;67;15;74;85;15;21;27;57;44;36;0;2;0;2;1;1;0
