DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-04-25 00:00:00;1;6;4;0;6;3;1;1;3;3;0;0;0;0
2020-04-25 00:15:00;3;5;5;0;4;4;2;2;5;3;0;0;0;0
2020-04-25 00:30:00;2;5;13;0;3;0;1;1;2;5;0;0;0;0
2020-04-25 00:45:00;1;2;6;0;3;4;2;1;0;3;0;0;0;0
2020-04-25 01:00:00;1;1;10;1;6;4;0;0;2;2;0;0;0;0
2020-04-25 01:15:00;3;2;3;0;4;1;3;0;0;2;0;0;0;0
2020-04-25 01:30:00;0;3;1;0;5;3;5;0;3;4;0;0;0;0
2020-04-25 01:45:00;0;1;8;1;5;5;1;0;2;2;0;0;0;0
2020-04-25 02:00:00;0;2;6;0;5;2;0;0;2;0;0;0;0;0
2020-04-25 02:15:00;3;1;4;0;8;5;1;0;3;0;0;0;0;0
2020-04-25 02:30:00;3;8;5;0;3;3;3;0;0;4;0;0;0;0
2020-04-25 02:45:00;0;1;3;0;3;3;0;0;1;2;0;0;0;0
2020-04-25 03:00:00;1;1;3;0;3;3;1;0;0;0;0;0;0;0
2020-04-25 03:15:00;1;1;2;0;2;2;1;0;1;3;0;0;0;0
2020-04-25 03:30:00;0;2;1;0;3;1;0;0;1;1;0;0;0;0
2020-04-25 03:45:00;3;3;1;0;0;4;2;1;1;2;0;0;0;0
2020-04-25 04:00:00;2;0;4;0;0;0;0;0;1;1;0;0;0;0
2020-04-25 04:15:00;0;2;2;0;3;3;0;1;2;3;0;0;0;0
2020-04-25 04:30:00;0;4;5;1;3;4;1;1;2;1;0;0;0;0
2020-04-25 04:45:00;4;2;5;0;5;4;0;1;0;2;0;0;0;0
2020-04-25 05:00:00;3;0;1;0;4;4;1;1;5;5;0;0;0;0
2020-04-25 05:15:00;6;2;7;0;2;9;5;1;1;4;0;0;0;0
2020-04-25 05:30:00;8;7;10;4;6;4;9;1;11;3;0;0;0;0
2020-04-25 05:45:00;8;13;15;4;5;7;6;1;2;5;0;0;0;0
2020-04-25 06:00:00;6;6;9;3;6;8;2;0;7;10;0;0;0;0
2020-04-25 06:15:00;7;8;10;1;9;9;5;0;5;3;0;0;0;0
2020-04-25 06:30:00;6;3;18;1;6;8;6;2;11;6;0;0;0;0
2020-04-25 06:45:00;3;8;24;5;13;8;9;0;7;1;0;0;0;0
2020-04-25 07:00:00;5;6;13;0;14;8;4;2;11;5;0;0;0;0
2020-04-25 07:15:00;14;10;24;7;10;13;14;4;13;8;0;0;0;0
2020-04-25 07:30:00;9;7;28;7;22;16;11;4;16;8;0;0;0;0
2020-04-25 07:45:00;12;17;48;12;14;10;3;1;14;9;0;0;0;0
2020-04-25 08:00:00;14;8;31;10;21;17;9;3;16;18;0;0;0;0
2020-04-25 08:15:00;14;16;38;11;25;17;8;3;18;14;0;0;0;0
2020-04-25 08:30:00;22;18;40;5;31;21;6;1;19;18;0;0;0;0
2020-04-25 08:45:00;20;18;48;11;30;26;12;2;15;12;0;0;0;0
2020-04-25 09:00:00;22;17;48;14;23;15;9;3;23;19;0;0;0;0
2020-04-25 09:15:00;21;25;59;18;30;19;13;4;31;24;0;0;0;0
2020-04-25 09:30:00;14;29;56;15;34;24;15;6;23;18;0;0;0;0
2020-04-25 09:45:00;30;34;54;20;42;23;16;18;32;27;0;0;0;0
2020-04-25 10:00:00;27;29;63;21;49;27;17;15;22;28;0;0;0;0
2020-04-25 10:15:00;37;24;65;15;37;32;12;5;26;17;0;0;0;0
2020-04-25 10:30:00;38;29;69;30;46;28;16;8;36;32;0;0;0;0
2020-04-25 10:45:00;33;32;65;24;39;39;21;12;35;33;0;0;0;0
2020-04-25 11:00:00;36;27;54;23;46;34;17;10;33;20;0;0;0;0
2020-04-25 11:15:00;35;36;67;29;34;42;16;8;31;28;0;0;0;0
2020-04-25 11:30:00;41;29;59;20;42;30;21;10;31;30;0;0;0;0
2020-04-25 11:45:00;38;31;56;31;43;40;18;13;38;26;0;0;0;0
2020-04-25 12:00:00;38;31;65;30;38;39;25;8;35;22;0;0;0;0
2020-04-25 12:15:00;30;30;48;35;52;42;26;12;32;29;0;0;0;0
2020-04-25 12:30:00;37;23;53;26;38;27;26;18;35;33;0;0;0;0
2020-04-25 12:45:00;39;30;49;29;44;52;27;13;27;34;0;0;0;0
2020-04-25 13:00:00;37;31;52;27;51;45;13;7;27;22;0;0;0;0
2020-04-25 13:15:00;53;38;68;37;51;25;18;9;34;22;0;0;0;0
2020-04-25 13:30:00;43;36;59;29;38;36;25;10;36;27;0;0;0;0
2020-04-25 13:45:00;41;34;62;38;40;46;29;10;37;40;0;0;0;0
2020-04-25 14:00:00;29;28;41;22;43;39;22;9;41;35;0;0;0;0
2020-04-25 14:15:00;30;31;54;37;37;32;20;8;30;25;0;0;0;0
2020-04-25 14:30:00;50;32;45;24;49;41;22;10;33;35;0;0;0;0
2020-04-25 14:45:00;36;28;49;23;41;33;22;15;33;26;0;0;0;0
2020-04-25 15:00:00;36;28;44;19;45;34;25;11;34;27;0;0;0;0
2020-04-25 15:15:00;42;35;41;24;43;43;22;10;38;31;0;0;0;0
2020-04-25 15:30:00;43;29;43;21;43;36;21;13;35;35;0;0;0;0
2020-04-25 15:45:00;30;32;49;18;38;29;19;7;25;24;0;0;0;0
