DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-05-19 00:00:00;2;4;0;1;0;1;0;0;0;0;0
2020-05-19 00:15:00;3;4;0;5;2;2;0;1;0;0;0
2020-05-19 00:30:00;0;4;0;3;1;3;1;0;0;0;0
2020-05-19 00:45:00;1;1;0;1;1;1;0;3;0;0;0
2020-05-19 01:00:00;1;3;0;3;0;3;0;0;0;0;0
2020-05-19 01:15:00;1;1;0;3;1;3;0;0;0;0;0
2020-05-19 01:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-05-19 01:45:00;0;1;0;1;0;1;0;0;0;0;0
2020-05-19 02:00:00;1;1;0;3;0;2;0;0;0;0;0
2020-05-19 02:15:00;0;0;0;1;0;0;0;0;0;0;0
2020-05-19 02:30:00;0;3;0;1;0;1;0;0;0;0;0
2020-05-19 02:45:00;0;1;0;0;0;0;0;0;0;0;0
2020-05-19 03:00:00;1;1;0;2;0;2;0;0;0;0;0
2020-05-19 03:15:00;1;0;0;1;0;1;0;1;0;0;0
2020-05-19 03:30:00;1;1;0;2;0;1;0;0;0;0;0
2020-05-19 03:45:00;2;3;0;1;0;0;0;0;0;0;0
2020-05-19 04:00:00;2;1;0;1;0;1;0;1;0;0;0
2020-05-19 04:15:00;0;1;0;0;0;0;0;1;0;0;0
2020-05-19 04:30:00;1;0;0;2;0;2;0;1;0;0;0
2020-05-19 04:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-05-19 05:00:00;2;1;0;2;0;2;0;1;0;0;0
2020-05-19 05:15:00;7;4;0;5;0;3;2;10;0;0;0
2020-05-19 05:30:00;3;4;0;13;1;4;1;6;0;0;0
2020-05-19 05:45:00;18;17;0;18;4;12;2;6;0;0;0
2020-05-19 06:00:00;12;16;0;20;2;8;0;4;0;0;0
2020-05-19 06:15:00;28;38;0;27;6;20;3;12;0;0;0
2020-05-19 06:30:00;36;37;0;39;10;28;3;13;0;0;0
2020-05-19 06:45:00;49;41;0;32;11;23;6;17;0;0;0
2020-05-19 07:00:00;30;40;0;25;7;23;3;18;0;0;0
2020-05-19 07:15:00;58;83;0;31;9;37;3;28;0;0;0
2020-05-19 07:30:00;63;82;0;47;11;36;6;36;16;0;0
2020-05-19 07:45:00;69;62;0;39;9;29;11;18;0;0;0
2020-05-19 08:00:00;65;45;0;50;9;29;7;22;0;0;0
2020-05-19 08:15:00;38;49;0;35;7;29;6;18;0;0;0
2020-05-19 08:30:00;42;52;0;54;14;45;10;18;0;0;0
2020-05-19 08:45:00;41;56;0;30;7;29;5;11;0;0;0
2020-05-19 09:00:00;20;22;0;22;8;18;3;6;0;0;0
2020-05-19 09:15:00;36;47;0;52;2;37;9;15;0;0;0
2020-05-19 09:30:00;42;61;0;49;7;32;4;11;0;0;0
2020-05-19 09:45:00;22;21;0;23;2;13;5;9;0;0;0
