DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-11-26 00:00:00;4;12;3;6;6
2020-11-26 00:15:00;8;18;2;9;10
2020-11-26 00:30:00;5;8;2;7;6
2020-11-26 00:45:00;8;14;3;8;14
2020-11-26 01:00:00;4;11;4;1;9
2020-11-26 01:15:00;10;9;0;3;7
2020-11-26 01:30:00;4;8;2;7;5
2020-11-26 01:45:00;6;9;3;6;4
2020-11-26 02:00:00;8;14;1;6;6
2020-11-26 02:15:00;4;10;1;5;8
2020-11-26 02:30:00;4;5;0;1;4
2020-11-26 02:45:00;8;23;1;8;10
2020-11-26 03:00:00;7;17;4;9;7
2020-11-26 03:15:00;6;12;3;2;8
2020-11-26 03:30:00;5;13;1;3;11
2020-11-26 03:45:00;7;18;3;8;9
2020-11-26 04:00:00;4;9;0;6;5
2020-11-26 04:15:00;6;19;2;5;8
2020-11-26 04:30:00;2;6;5;8;17
2020-11-26 04:45:00;4;20;2;9;36
2020-11-26 05:00:00;11;26;6;8;80
2020-11-26 05:15:00;8;46;9;20;129
2020-11-26 05:30:00;42;46;10;26;176
2020-11-26 05:45:00;132;46;20;46;128
2020-11-26 06:00:00;96;24;29;52;107
2020-11-26 06:15:00;56;32;7;36;103
2020-11-26 06:30:00;51;41;5;16;131
2020-11-26 06:45:00;78;36;4;13;107
2020-11-26 07:00:00;80;36;5;13;112
2020-11-26 07:15:00;107;58;6;10;103
2020-11-26 07:30:00;92;41;10;13;132
2020-11-26 07:45:00;115;50;5;16;126
2020-11-26 08:00:00;101;54;9;13;104
2020-11-26 08:15:00;85;61;10;14;89
2020-11-26 08:30:00;88;50;7;13;57
2020-11-26 08:45:00;88;42;12;12;70
2020-11-26 09:00:00;81;47;10;10;69
2020-11-26 09:15:00;94;44;7;14;71
2020-11-26 09:30:00;94;34;13;14;65
2020-11-26 09:45:00;99;44;10;16;93
2020-11-26 10:00:00;106;35;8;16;76
2020-11-26 10:15:00;102;49;7;24;90
2020-11-26 10:30:00;102;44;13;13;81
2020-11-26 10:45:00;93;42;5;22;116
2020-11-26 11:00:00;84;45;19;19;109
2020-11-26 11:15:00;96;52;12;16;115
2020-11-26 11:30:00;97;41;12;16;118
2020-11-26 11:45:00;86;41;11;20;117
2020-11-26 12:00:00;89;43;18;18;116
2020-11-26 12:15:00;99;47;12;30;132
2020-11-26 12:30:00;85;44;12;17;128
2020-11-26 12:45:00;92;40;15;22;110
2020-11-26 13:00:00;86;38;8;16;148
2020-11-26 13:15:00;90;45;11;16;168
2020-11-26 13:30:00;92;49;19;29;192
2020-11-26 13:45:00;126;39;11;14;186
2020-11-26 14:00:00;163;52;33;51;132
2020-11-26 14:15:00;217;54;34;58;97
2020-11-26 14:30:00;157;36;16;42;92
2020-11-26 14:45:00;148;44;16;27;106
2020-11-26 15:00:00;133;35;9;24;112
2020-11-26 15:15:00;131;35;24;35;102
2020-11-26 15:30:00;134;43;15;27;116
2020-11-26 15:45:00;141;46;14;23;109
2020-11-26 16:00:00;151;39;16;20;116
2020-11-26 16:15:00;157;39;13;21;138
2020-11-26 16:30:00;128;39;18;28;129
2020-11-26 16:45:00;128;32;12;27;134
2020-11-26 17:00:00;135;32;14;21;152
2020-11-26 17:15:00;106;36;16;16;119
2020-11-26 17:30:00;118;41;15;23;119
2020-11-26 17:45:00;98;29;19;21;96
2020-11-26 18:00:00;85;29;13;16;123
2020-11-26 18:15:00;83;37;13;17;107
2020-11-26 18:30:00;75;31;6;16;100
2020-11-26 18:45:00;68;26;6;14;97
2020-11-26 19:00:00;60;31;9;14;83
2020-11-26 19:15:00;52;26;12;14;79
2020-11-26 19:30:00;38;30;5;11;60
2020-11-26 19:45:00;29;26;7;5;51
2020-11-26 20:00:00;30;15;6;11;50
2020-11-26 20:15:00;23;24;7;13;43
2020-11-26 20:30:00;19;19;5;12;38
2020-11-26 20:45:00;34;31;4;13;61
2020-11-26 21:00:00;27;31;9;14;117
2020-11-26 21:15:00;29;47;11;20;141
2020-11-26 21:30:00;57;42;9;24;74
2020-11-26 21:45:00;138;36;30;31;40
2020-11-26 22:00:00;116;25;29;61;41
2020-11-26 22:15:00;26;17;12;30;22
2020-11-26 22:30:00;21;18;3;8;22
2020-11-26 22:45:00;15;18;2;7;17
2020-11-26 23:00:00;15;13;8;3;16
2020-11-26 23:15:00;9;20;5;12;14
2020-11-26 23:30:00;10;14;4;7;12
2020-11-26 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
